#,Date-Time (U.S. Outlying Islands Standard Time),Temperature   (°C),Host Connected,Stopped,End of File
632,08/07/2024 17:10:00,30.006,,,
633,08/07/2024 17:20:00,29.952,,,
634,08/07/2024 17:30:00,29.910,,,
635,08/07/2024 17:40:00,29.845,,,
636,08/07/2024 17:50:00,29.759,,,
637,08/07/2024 18:00:00,29.684,,,
638,08/07/2024 18:10:00,29.598,,,
639,08/07/2024 18:20:00,29.545,,,
640,08/07/2024 18:30:00,29.481,,,
641,08/07/2024 18:40:00,29.363,,,
642,08/07/2024 18:50:00,29.287,,,
643,08/07/2024 19:00:00,29.180,,,
644,08/07/2024 19:10:00,29.105,,,
645,08/07/2024 19:20:00,29.052,,,
646,08/07/2024 19:30:00,28.966,,,
647,08/07/2024 19:40:00,28.880,,,
648,08/07/2024 19:50:00,28.794,,,
649,08/07/2024 20:00:00,28.698,,,
650,08/07/2024 20:10:00,28.590,,,
651,08/07/2024 20:20:00,28.526,,,
652,08/07/2024 20:30:00,28.429,,,
653,08/07/2024 20:40:00,28.365,,,
654,08/07/2024 20:50:00,28.269,,,
655,08/07/2024 21:00:00,28.172,,,
656,08/07/2024 21:10:00,28.086,,,
657,08/07/2024 21:20:00,28.000,,,
658,08/07/2024 21:30:00,27.925,,,
659,08/07/2024 21:40:00,27.850,,,
660,08/07/2024 21:50:00,27.775,,,
661,08/07/2024 22:00:00,27.668,,,
662,08/07/2024 22:10:00,27.614,,,
663,08/07/2024 22:20:00,27.561,,,
664,08/07/2024 22:30:00,27.496,,,
665,08/07/2024 22:40:00,27.421,,,
666,08/07/2024 22:50:00,27.357,,,
667,08/07/2024 23:00:00,27.282,,,
668,08/07/2024 23:10:00,27.228,,,
669,08/07/2024 23:20:00,27.175,,,
670,08/07/2024 23:30:00,27.100,,,
671,08/07/2024 23:40:00,27.014,,,
672,08/07/2024 23:50:00,26.960,,,
673,08/08/2024 00:00:00,26.906,,,
674,08/08/2024 00:10:00,26.842,,,
675,08/08/2024 00:20:00,26.810,,,
676,08/08/2024 00:30:00,26.756,,,
677,08/08/2024 00:40:00,26.724,,,
678,08/08/2024 00:50:00,26.628,,,
679,08/08/2024 01:00:00,26.585,,,
680,08/08/2024 01:10:00,26.553,,,
681,08/08/2024 01:20:00,26.467,,,
682,08/08/2024 01:30:00,26.402,,,
683,08/08/2024 01:40:00,26.349,,,
684,08/08/2024 01:50:00,26.295,,,
685,08/08/2024 02:00:00,26.242,,,
686,08/08/2024 02:10:00,26.177,,,
687,08/08/2024 02:20:00,26.145,,,
688,08/08/2024 02:30:00,26.091,,,
689,08/08/2024 02:40:00,26.059,,,
690,08/08/2024 02:50:00,25.995,,,
691,08/08/2024 03:00:00,25.931,,,
692,08/08/2024 03:10:00,25.888,,,
693,08/08/2024 03:20:00,25.813,,,
694,08/08/2024 03:30:00,25.770,,,
695,08/08/2024 03:40:00,25.684,,,
696,08/08/2024 03:50:00,25.662,,,
697,08/08/2024 04:00:00,25.619,,,
698,08/08/2024 04:10:00,25.566,,,
699,08/08/2024 04:20:00,25.512,,,
700,08/08/2024 04:30:00,25.459,,,
701,08/08/2024 04:40:00,25.416,,,
702,08/08/2024 04:50:00,25.373,,,
703,08/08/2024 05:00:00,25.330,,,
704,08/08/2024 05:10:00,25.233,,,
705,08/08/2024 05:20:00,25.212,,,
706,08/08/2024 05:30:00,25.180,,,
707,08/08/2024 05:40:00,25.126,,,
708,08/08/2024 05:50:00,25.083,,,
709,08/08/2024 06:00:00,25.051,,,
710,08/08/2024 06:10:00,25.008,,,
711,08/08/2024 06:20:00,24.997,,,
712,08/08/2024 06:30:00,24.955,,,
713,08/08/2024 06:40:00,24.933,,,
714,08/08/2024 06:50:00,24.890,,,
715,08/08/2024 07:00:00,24.890,,,
716,08/08/2024 07:10:00,24.879,,,
717,08/08/2024 07:20:00,24.858,,,
718,08/08/2024 07:30:00,24.890,,,
719,08/08/2024 07:40:00,24.890,,,
720,08/08/2024 07:50:00,24.890,,,
721,08/08/2024 08:00:00,24.869,,,
722,08/08/2024 08:10:00,24.901,,,
723,08/08/2024 08:20:00,24.890,,,
724,08/08/2024 08:30:00,24.922,,,
725,08/08/2024 08:40:00,24.955,,,
726,08/08/2024 08:50:00,24.976,,,
727,08/08/2024 09:00:00,24.976,,,
728,08/08/2024 09:10:00,25.008,,,
729,08/08/2024 09:20:00,25.051,,,
730,08/08/2024 09:30:00,25.115,,,
731,08/08/2024 09:40:00,25.137,,,
732,08/08/2024 09:50:00,25.190,,,
733,08/08/2024 10:00:00,25.266,,,
734,08/08/2024 10:10:00,25.384,,,
735,08/08/2024 10:20:00,25.534,,,
736,08/08/2024 10:30:00,25.684,,,
737,08/08/2024 10:40:00,25.823,,,
738,08/08/2024 10:50:00,25.952,,,
739,08/08/2024 11:00:00,26.124,,,
740,08/08/2024 11:10:00,26.284,,,
741,08/08/2024 11:20:00,26.467,,,
742,08/08/2024 11:30:00,26.638,,,
743,08/08/2024 11:40:00,26.831,,,
744,08/08/2024 11:50:00,26.992,,,
745,08/08/2024 12:00:00,27.175,,,
746,08/08/2024 12:10:00,27.368,,,
747,08/08/2024 12:20:00,27.529,,,
748,08/08/2024 12:30:00,27.711,,,
749,08/08/2024 12:40:00,27.797,,,
750,08/08/2024 12:50:00,27.947,,,
751,08/08/2024 13:00:00,28.000,,,
752,08/08/2024 13:10:00,28.108,,,
753,08/08/2024 13:20:00,28.247,,,
754,08/08/2024 13:30:00,28.365,,,
755,08/08/2024 13:40:00,28.429,,,
756,08/08/2024 13:50:00,28.633,,,
757,08/08/2024 14:00:00,28.644,,,
758,08/08/2024 14:10:00,28.794,,,
759,08/08/2024 14:20:00,28.998,,,
760,08/08/2024 14:30:00,29.137,,,
761,08/08/2024 14:40:00,29.320,,,
762,08/08/2024 14:50:00,29.448,,,
763,08/08/2024 15:00:00,29.588,,,
764,08/08/2024 15:10:00,29.770,,,
765,08/08/2024 15:20:00,29.877,,,
766,08/08/2024 15:30:00,30.124,,,
767,08/08/2024 15:40:00,30.242,,,
768,08/08/2024 15:50:00,30.285,,,
769,08/08/2024 16:00:00,30.349,,,
770,08/08/2024 16:10:00,30.253,,,
771,08/08/2024 16:20:00,30.210,,,
772,08/08/2024 16:30:00,30.188,,,
773,08/08/2024 16:40:00,30.135,,,
774,08/08/2024 16:50:00,30.145,,,
775,08/08/2024 17:00:00,30.070,,,
776,08/08/2024 17:10:00,30.006,,,
777,08/08/2024 17:20:00,29.952,,,
778,08/08/2024 17:30:00,29.888,,,
779,08/08/2024 17:40:00,29.813,,,
780,08/08/2024 17:50:00,29.727,,,
781,08/08/2024 18:00:00,29.652,,,
782,08/08/2024 18:10:00,29.577,,,
783,08/08/2024 18:20:00,29.491,,,
784,08/08/2024 18:30:00,29.405,,,
785,08/08/2024 18:40:00,29.341,,,
786,08/08/2024 18:50:00,29.255,,,
787,08/08/2024 19:00:00,29.159,,,
788,08/08/2024 19:10:00,29.052,,,
789,08/08/2024 19:20:00,28.955,,,
790,08/08/2024 19:30:00,28.858,,,
791,08/08/2024 19:40:00,28.708,,,
792,08/08/2024 19:50:00,28.633,,,
793,08/08/2024 20:00:00,28.515,,,
794,08/08/2024 20:10:00,28.429,,,
795,08/08/2024 20:20:00,28.311,,,
796,08/08/2024 20:30:00,28.215,,,
797,08/08/2024 20:40:00,28.097,,,
798,08/08/2024 20:50:00,28.022,,,
799,08/08/2024 21:00:00,27.915,,,
800,08/08/2024 21:10:00,27.807,,,
801,08/08/2024 21:20:00,27.711,,,
802,08/08/2024 21:30:00,27.636,,,
803,08/08/2024 21:40:00,27.550,,,
804,08/08/2024 21:50:00,27.453,,,
805,08/08/2024 22:00:00,27.346,,,
806,08/08/2024 22:10:00,27.260,,,
807,08/08/2024 22:20:00,27.164,,,
808,08/08/2024 22:30:00,27.078,,,
809,08/08/2024 22:40:00,26.992,,,
810,08/08/2024 22:50:00,26.939,,,
811,08/08/2024 23:00:00,26.831,,,
812,08/08/2024 23:10:00,26.778,,,
813,08/08/2024 23:20:00,26.671,,,
814,08/08/2024 23:30:00,26.617,,,
815,08/08/2024 23:40:00,26.531,,,
816,08/08/2024 23:50:00,26.467,,,
817,08/09/2024 00:00:00,26.370,,,
818,08/09/2024 00:10:00,26.295,,,
819,08/09/2024 00:20:00,26.220,,,
820,08/09/2024 00:30:00,26.177,,,
821,08/09/2024 00:40:00,26.091,,,
822,08/09/2024 00:50:00,26.006,,,
823,08/09/2024 01:00:00,25.952,,,
824,08/09/2024 01:10:00,25.877,,,
825,08/09/2024 01:20:00,25.802,,,
826,08/09/2024 01:30:00,25.737,,,
827,08/09/2024 01:40:00,25.652,,,
828,08/09/2024 01:50:00,25.587,,,
829,08/09/2024 02:00:00,25.534,,,
830,08/09/2024 02:10:00,25.459,,,
831,08/09/2024 02:20:00,25.405,,,
832,08/09/2024 02:30:00,25.341,,,
833,08/09/2024 02:40:00,25.276,,,
834,08/09/2024 02:50:00,25.212,,,
835,08/09/2024 03:00:00,25.148,,,
836,08/09/2024 03:10:00,25.083,,,
837,08/09/2024 03:20:00,25.040,,,
838,08/09/2024 03:30:00,24.987,,,
839,08/09/2024 03:40:00,24.944,,,
840,08/09/2024 03:50:00,24.879,,,
841,08/09/2024 04:00:00,24.815,,,
842,08/09/2024 04:10:00,24.783,,,
843,08/09/2024 04:20:00,24.719,,,
844,08/09/2024 04:30:00,24.676,,,
845,08/09/2024 04:40:00,24.622,,,
846,08/09/2024 04:50:00,24.579,,,
847,08/09/2024 05:00:00,24.536,,,
848,08/09/2024 05:10:00,24.483,,,
849,08/09/2024 05:20:00,24.440,,,
850,08/09/2024 05:30:00,24.397,,,
851,08/09/2024 05:40:00,24.343,,,
852,08/09/2024 05:50:00,24.300,,,
853,08/09/2024 06:00:00,24.268,,,
854,08/09/2024 06:10:00,24.225,,,
855,08/09/2024 06:20:00,24.182,,,
856,08/09/2024 06:30:00,24.150,,,
857,08/09/2024 06:40:00,24.097,,,
858,08/09/2024 06:50:00,24.075,,,
859,08/09/2024 07:00:00,24.064,,,
860,08/09/2024 07:10:00,24.054,,,
861,08/09/2024 07:20:00,24.064,,,
862,08/09/2024 07:30:00,24.064,,,
863,08/09/2024 07:40:00,24.086,,,
864,08/09/2024 07:50:00,24.097,,,
865,08/09/2024 08:00:00,24.097,,,
866,08/09/2024 08:10:00,24.107,,,
867,08/09/2024 08:20:00,24.118,,,
868,08/09/2024 08:30:00,24.150,,,
869,08/09/2024 08:40:00,24.172,,,
870,08/09/2024 08:50:00,24.214,,,
871,08/09/2024 09:00:00,24.268,,,
872,08/09/2024 09:10:00,24.322,,,
873,08/09/2024 09:20:00,24.440,,,
874,08/09/2024 09:30:00,24.483,,,
875,08/09/2024 09:40:00,24.547,,,
876,08/09/2024 09:50:00,24.729,,,
877,08/09/2024 10:00:00,25.030,,,
878,08/09/2024 10:10:00,25.480,,,
879,08/09/2024 10:20:00,25.652,,,
880,08/09/2024 10:30:00,25.727,,,
881,08/09/2024 10:40:00,25.834,,,
882,08/09/2024 10:50:00,26.081,,,
883,08/09/2024 11:00:00,26.274,,,
884,08/09/2024 11:10:00,26.435,,,
885,08/09/2024 11:20:00,26.574,,,
886,08/09/2024 11:30:00,26.692,,,
887,08/09/2024 11:40:00,26.864,,,
888,08/09/2024 11:50:00,27.046,,,
889,08/09/2024 12:00:00,27.239,,,
890,08/09/2024 12:10:00,27.271,,,
891,08/09/2024 12:20:00,27.250,,,
892,08/09/2024 12:30:00,27.293,,,
893,08/09/2024 12:40:00,27.400,,,
894,08/09/2024 12:50:00,27.582,,,
895,08/09/2024 13:00:00,27.679,,,
896,08/09/2024 13:10:00,27.775,,,
897,08/09/2024 13:20:00,27.882,,,
898,08/09/2024 13:30:00,28.054,,,
899,08/09/2024 13:40:00,28.236,,,
900,08/09/2024 13:50:00,28.365,,,
901,08/09/2024 14:00:00,28.601,,,
902,08/09/2024 14:10:00,28.773,,,
903,08/09/2024 14:20:00,28.858,,,
904,08/09/2024 14:30:00,29.159,,,
905,08/09/2024 14:40:00,29.127,,,
906,08/09/2024 14:50:00,29.427,,,
907,08/09/2024 15:00:00,29.598,,,
908,08/09/2024 15:10:00,29.631,,,
909,08/09/2024 15:20:00,29.824,,,
910,08/09/2024 15:30:00,29.952,,,
911,08/09/2024 15:40:00,30.038,,,
912,08/09/2024 15:50:00,29.974,,,
913,08/09/2024 16:00:00,29.770,,,
914,08/09/2024 16:10:00,29.684,,,
915,08/09/2024 16:20:00,29.641,,,
916,08/09/2024 16:30:00,29.588,,,
917,08/09/2024 16:40:00,29.502,,,
918,08/09/2024 16:50:00,29.427,,,
919,08/09/2024 17:00:00,29.330,,,
920,08/09/2024 17:10:00,29.266,,,
921,08/09/2024 17:20:00,29.191,,,
922,08/09/2024 17:30:00,29.127,,,
923,08/09/2024 17:40:00,29.084,,,
924,08/09/2024 17:50:00,28.987,,,
925,08/09/2024 18:00:00,28.923,,,
926,08/09/2024 18:10:00,28.869,,,
927,08/09/2024 18:20:00,28.816,,,
928,08/09/2024 18:30:00,28.773,,,
929,08/09/2024 18:40:00,28.665,,,
930,08/09/2024 18:50:00,28.580,,,
931,08/09/2024 19:00:00,28.526,,,
932,08/09/2024 19:10:00,28.440,,,
933,08/09/2024 19:20:00,28.376,,,
934,08/09/2024 19:30:00,28.301,,,
935,08/09/2024 19:40:00,28.236,,,
936,08/09/2024 19:50:00,28.172,,,
937,08/09/2024 20:00:00,28.086,,,
938,08/09/2024 20:10:00,28.011,,,
939,08/09/2024 20:20:00,27.947,,,
940,08/09/2024 20:30:00,27.861,,,
941,08/09/2024 20:40:00,27.797,,,
942,08/09/2024 20:50:00,27.732,,,
943,08/09/2024 21:00:00,27.668,,,
944,08/09/2024 21:10:00,27.593,,,
945,08/09/2024 21:20:00,27.550,,,
946,08/09/2024 21:30:00,27.486,,,
947,08/09/2024 21:40:00,27.421,,,
948,08/09/2024 21:50:00,27.357,,,
949,08/09/2024 22:00:00,27.314,,,
950,08/09/2024 22:10:00,27.271,,,
951,08/09/2024 22:20:00,27.185,,,
952,08/09/2024 22:30:00,27.164,,,
953,08/09/2024 22:40:00,27.100,,,
954,08/09/2024 22:50:00,27.035,,,
955,08/09/2024 23:00:00,27.014,,,
956,08/09/2024 23:10:00,26.960,,,
957,08/09/2024 23:20:00,26.906,,,
958,08/09/2024 23:30:00,26.864,,,
959,08/09/2024 23:40:00,26.831,,,
960,08/09/2024 23:50:00,26.789,,,
961,08/10/2024 00:00:00,26.746,,,
962,08/10/2024 00:10:00,26.703,,,
963,08/10/2024 00:20:00,26.649,,,
964,08/10/2024 00:30:00,26.617,,,
965,08/10/2024 00:40:00,26.585,,,
966,08/10/2024 00:50:00,26.510,,,
967,08/10/2024 01:00:00,26.477,,,
968,08/10/2024 01:10:00,26.435,,,
969,08/10/2024 01:20:00,26.424,,,
970,08/10/2024 01:30:00,26.381,,,
971,08/10/2024 01:40:00,26.317,,,
972,08/10/2024 01:50:00,26.306,,,
973,08/10/2024 02:00:00,26.306,,,
974,08/10/2024 02:10:00,26.263,,,
975,08/10/2024 02:20:00,26.231,,,
976,08/10/2024 02:30:00,26.177,,,
977,08/10/2024 02:40:00,26.124,,,
978,08/10/2024 02:50:00,26.081,,,
979,08/10/2024 03:00:00,26.038,,,
980,08/10/2024 03:10:00,25.984,,,
981,08/10/2024 03:20:00,25.931,,,
982,08/10/2024 03:30:00,25.909,,,
983,08/10/2024 03:40:00,25.845,,,
984,08/10/2024 03:50:00,25.770,,,
985,08/10/2024 04:00:00,25.695,,,
986,08/10/2024 04:10:00,25.630,,,
987,08/10/2024 04:20:00,25.619,,,
988,08/10/2024 04:30:00,25.534,,,
989,08/10/2024 04:40:00,25.491,,,
990,08/10/2024 04:50:00,25.437,,,
991,08/10/2024 05:00:00,25.373,,,
992,08/10/2024 05:10:00,25.298,,,
993,08/10/2024 05:20:00,25.233,,,
994,08/10/2024 05:30:00,25.201,,,
995,08/10/2024 05:40:00,25.137,,,
996,08/10/2024 05:50:00,25.115,,,
997,08/10/2024 06:00:00,25.083,,,
998,08/10/2024 06:10:00,25.040,,,
999,08/10/2024 06:20:00,24.997,,,
1000,08/10/2024 06:30:00,24.965,,,
1001,08/10/2024 06:40:00,24.922,,,
1002,08/10/2024 06:50:00,24.772,,,
1003,08/10/2024 07:00:00,24.665,,,
1004,08/10/2024 07:10:00,24.547,,,
1005,08/10/2024 07:20:00,24.515,,,
1006,08/10/2024 07:30:00,24.450,,,
1007,08/10/2024 07:40:00,24.429,,,
1008,08/10/2024 07:50:00,24.440,,,
1009,08/10/2024 08:00:00,24.440,,,
1010,08/10/2024 08:10:00,24.472,,,
1011,08/10/2024 08:20:00,24.483,,,
1012,08/10/2024 08:30:00,24.483,,,
1013,08/10/2024 08:40:00,24.504,,,
1014,08/10/2024 08:50:00,24.515,,,
1015,08/10/2024 09:00:00,24.547,,,
1016,08/10/2024 09:10:00,24.579,,,
1017,08/10/2024 09:20:00,24.633,,,
1018,08/10/2024 09:30:00,24.644,,,
1019,08/10/2024 09:40:00,24.676,,,
1020,08/10/2024 09:50:00,24.729,,,
1021,08/10/2024 10:00:00,24.879,,,
1022,08/10/2024 10:10:00,24.997,,,
1023,08/10/2024 10:20:00,25.073,,,
1024,08/10/2024 10:30:00,25.073,,,
1025,08/10/2024 10:40:00,25.255,,,
1026,08/10/2024 10:50:00,25.319,,,
1027,08/10/2024 11:00:00,25.244,,,
1028,08/10/2024 11:10:00,25.426,,,
1029,08/10/2024 11:20:00,25.652,,,
1030,08/10/2024 11:30:00,25.770,,,
1031,08/10/2024 11:40:00,25.877,,,
1032,08/10/2024 11:50:00,25.984,,,
1033,08/10/2024 12:00:00,26.091,,,
1034,08/10/2024 12:10:00,26.199,,,
1035,08/10/2024 12:20:00,26.381,,,
1036,08/10/2024 12:30:00,26.445,,,
1037,08/10/2024 12:40:00,26.606,,,
1038,08/10/2024 12:50:00,26.756,,,
1039,08/10/2024 13:00:00,26.896,,,
1040,08/10/2024 13:10:00,27.003,,,
1041,08/10/2024 13:20:00,27.250,,,
1042,08/10/2024 13:30:00,27.389,,,
1043,08/10/2024 13:40:00,27.539,,,
1044,08/10/2024 13:50:00,27.614,,,
1045,08/10/2024 14:00:00,27.700,,,
1046,08/10/2024 14:10:00,27.893,,,
1047,08/10/2024 14:20:00,27.968,,,
1048,08/10/2024 14:30:00,28.322,,,
1049,08/10/2024 14:40:00,28.344,,,
1050,08/10/2024 14:50:00,28.301,,,
1051,08/10/2024 15:00:00,28.387,,,
1052,08/10/2024 15:10:00,28.472,,,
1053,08/10/2024 15:20:00,28.537,,,
1054,08/10/2024 15:30:00,28.515,,,
1055,08/10/2024 15:40:00,28.537,,,
1056,08/10/2024 15:50:00,28.505,,,
1057,08/10/2024 16:00:00,28.483,,,
1058,08/10/2024 16:10:00,28.451,,,
1059,08/10/2024 16:20:00,28.397,,,
1060,08/10/2024 16:30:00,28.344,,,
1061,08/10/2024 16:40:00,28.322,,,
1062,08/10/2024 16:50:00,28.290,,,
1063,08/10/2024 17:00:00,28.269,,,
1064,08/10/2024 17:10:00,28.279,,,
1065,08/10/2024 17:20:00,28.290,,,
1066,08/10/2024 17:30:00,28.269,,,
1067,08/10/2024 17:40:00,28.226,,,
1068,08/10/2024 17:50:00,28.215,,,
1069,08/10/2024 18:00:00,28.151,,,
1070,08/10/2024 18:10:00,28.086,,,
1071,08/10/2024 18:20:00,28.011,,,
1072,08/10/2024 18:30:00,27.958,,,
1073,08/10/2024 18:40:00,27.904,,,
1074,08/10/2024 18:50:00,27.840,,,
1075,08/10/2024 19:00:00,27.765,,,
1076,08/10/2024 19:10:00,27.711,,,
1077,08/10/2024 19:20:00,27.636,,,
1078,08/10/2024 19:30:00,27.550,,,
1079,08/10/2024 19:40:00,27.486,,,
1080,08/10/2024 19:50:00,27.411,,,
1081,08/10/2024 20:00:00,27.336,,,
1082,08/10/2024 20:10:00,27.260,,,
1083,08/10/2024 20:20:00,27.207,,,
1084,08/10/2024 20:30:00,27.132,,,
1085,08/10/2024 20:40:00,27.078,,,
1086,08/10/2024 20:50:00,27.003,,,
1087,08/10/2024 21:00:00,26.949,,,
1088,08/10/2024 21:10:00,26.864,,,
1089,08/10/2024 21:20:00,26.821,,,
1090,08/10/2024 21:30:00,26.778,,,
1091,08/10/2024 21:40:00,26.724,,,
1092,08/10/2024 21:50:00,26.660,,,
1093,08/10/2024 22:00:00,26.628,,,
1094,08/10/2024 22:10:00,26.553,,,
1095,08/10/2024 22:20:00,26.531,,,
1096,08/10/2024 22:30:00,26.477,,,
1097,08/10/2024 22:40:00,26.424,,,
1098,08/10/2024 22:50:00,26.392,,,
1099,08/10/2024 23:00:00,26.360,,,
1100,08/10/2024 23:10:00,26.317,,,
1101,08/10/2024 23:20:00,26.284,,,
1102,08/10/2024 23:30:00,26.231,,,
1103,08/10/2024 23:40:00,26.209,,,
1104,08/10/2024 23:50:00,26.156,,,
1105,08/11/2024 00:00:00,26.102,,,
1106,08/11/2024 00:10:00,26.091,,,
1107,08/11/2024 00:20:00,26.048,,,
1108,08/11/2024 00:30:00,26.016,,,
1109,08/11/2024 00:40:00,25.973,,,
1110,08/11/2024 00:50:00,25.931,,,
1111,08/11/2024 01:00:00,25.909,,,
1112,08/11/2024 01:10:00,25.855,,,
1113,08/11/2024 01:20:00,25.823,,,
1114,08/11/2024 01:30:00,25.770,,,
1115,08/11/2024 01:40:00,25.748,,,
1116,08/11/2024 01:50:00,25.727,,,
1117,08/11/2024 02:00:00,25.695,,,
1118,08/11/2024 02:10:00,25.652,,,
1119,08/11/2024 02:20:00,25.598,,,
1120,08/11/2024 02:30:00,25.555,,,
1121,08/11/2024 02:40:00,25.512,,,
1122,08/11/2024 02:50:00,25.502,,,
1123,08/11/2024 03:00:00,25.480,,,
1124,08/11/2024 03:10:00,25.426,,,
1125,08/11/2024 03:20:00,25.394,,,
1126,08/11/2024 03:30:00,25.351,,,
1127,08/11/2024 03:40:00,25.319,,,
1128,08/11/2024 03:50:00,25.287,,,
1129,08/11/2024 04:00:00,25.233,,,
1130,08/11/2024 04:10:00,25.180,,,
1131,08/11/2024 04:20:00,25.180,,,
1132,08/11/2024 04:30:00,25.148,,,
1133,08/11/2024 04:40:00,25.115,,,
1134,08/11/2024 04:50:00,25.105,,,
1135,08/11/2024 05:00:00,25.040,,,
1136,08/11/2024 05:10:00,25.019,,,
1137,08/11/2024 05:20:00,24.955,,,
1138,08/11/2024 05:30:00,24.933,,,
1139,08/11/2024 05:40:00,24.901,,,
1140,08/11/2024 05:50:00,24.858,,,
1141,08/11/2024 06:00:00,24.815,,,
1142,08/11/2024 06:10:00,24.751,,,
1143,08/11/2024 06:20:00,24.708,,,
1144,08/11/2024 06:30:00,24.676,,,
1145,08/11/2024 06:40:00,24.644,,,
1146,08/11/2024 06:50:00,24.611,,,
1147,08/11/2024 07:00:00,24.590,,,
1148,08/11/2024 07:10:00,24.590,,,
1149,08/11/2024 07:20:00,24.579,,,
1150,08/11/2024 07:30:00,24.601,,,
1151,08/11/2024 07:40:00,24.644,,,
1152,08/11/2024 07:50:00,24.697,,,
1153,08/11/2024 08:00:00,24.719,,,
1154,08/11/2024 08:10:00,24.708,,,
1155,08/11/2024 08:20:00,24.740,,,
1156,08/11/2024 08:30:00,24.783,,,
1157,08/11/2024 08:40:00,24.826,,,
1158,08/11/2024 08:50:00,24.847,,,
1159,08/11/2024 09:00:00,24.912,,,
1160,08/11/2024 09:10:00,25.030,,,
1161,08/11/2024 09:20:00,25.051,,,
1162,08/11/2024 09:30:00,25.105,,,
1163,08/11/2024 09:40:00,25.148,,,
1164,08/11/2024 09:50:00,25.298,,,
1165,08/11/2024 10:00:00,25.469,,,
1166,08/11/2024 10:10:00,25.705,,,
1167,08/11/2024 10:20:00,25.877,,,
1168,08/11/2024 10:30:00,25.995,,,
1169,08/11/2024 10:40:00,26.038,,,
1170,08/11/2024 10:50:00,26.338,,,
1171,08/11/2024 11:00:00,26.381,,,
1172,08/11/2024 11:10:00,26.381,,,
1173,08/11/2024 11:20:00,26.778,,,
1174,08/11/2024 11:30:00,26.649,,,
1175,08/11/2024 11:40:00,26.778,,,
1176,08/11/2024 11:50:00,27.185,,,
1177,08/11/2024 12:00:00,27.453,,,
1178,08/11/2024 12:10:00,27.453,,,
1179,08/11/2024 12:20:00,27.539,,,
1180,08/11/2024 12:30:00,27.754,,,
1181,08/11/2024 12:40:00,27.636,,,
1182,08/11/2024 12:50:00,27.636,,,
1183,08/11/2024 13:00:00,27.722,,,
1184,08/11/2024 13:10:00,27.775,,,
1185,08/11/2024 13:20:00,27.700,,,
1186,08/11/2024 13:30:00,27.689,,,
1187,08/11/2024 13:40:00,27.668,,,
1188,08/11/2024 13:50:00,27.657,,,
1189,08/11/2024 14:00:00,27.625,,,
1190,08/11/2024 14:10:00,27.561,,,
1191,08/11/2024 14:20:00,27.539,,,
1192,08/11/2024 14:30:00,27.443,,,
1193,08/11/2024 14:40:00,27.421,,,
1194,08/11/2024 14:50:00,27.668,,,
1195,08/11/2024 15:00:00,27.893,,,
1196,08/11/2024 15:10:00,27.925,,,
1197,08/11/2024 15:20:00,28.161,,,
1198,08/11/2024 15:30:00,28.204,,,
1199,08/11/2024 15:40:00,27.915,,,
1200,08/11/2024 15:50:00,27.861,,,
1201,08/11/2024 16:00:00,27.925,,,
1202,08/11/2024 16:10:00,27.882,,,
1203,08/11/2024 16:20:00,27.818,,,
1204,08/11/2024 16:30:00,27.797,,,
1205,08/11/2024 16:40:00,27.765,,,
1206,08/11/2024 16:50:00,27.722,,,
1207,08/11/2024 17:00:00,27.700,,,
1208,08/11/2024 17:10:00,27.604,,,
1209,08/11/2024 17:20:00,27.550,,,
1210,08/11/2024 17:30:00,27.475,,,
1211,08/11/2024 17:40:00,27.378,,,
1212,08/11/2024 17:50:00,27.357,,,
1213,08/11/2024 18:00:00,27.314,,,
1214,08/11/2024 18:10:00,27.207,,,
1215,08/11/2024 18:20:00,27.132,,,
1216,08/11/2024 18:30:00,27.057,,,
1217,08/11/2024 18:40:00,27.604,,,
1218,08/11/2024 18:50:00,29.041,,,
1219,08/11/2024 19:00:00,29.052,,,
1220,08/11/2024 19:10:00,29.191,,,
1221,08/11/2024 19:20:00,28.912,,,
1222,08/11/2024 19:30:00,28.687,,,
1223,08/11/2024 19:40:00,28.451,,,
1224,08/11/2024 19:50:00,28.269,,,
1225,08/11/2024 20:00:00,28.043,,,
1226,08/11/2024 20:10:00,27.807,,,
1227,08/11/2024 20:20:00,27.582,,,
1228,08/11/2024 20:30:00,27.453,,,
1229,08/11/2024 20:40:00,27.325,,,
1230,08/11/2024 20:50:00,27.228,,,
1231,08/11/2024 21:00:00,27.153,,,
1232,08/11/2024 21:10:00,27.089,,,
1233,08/11/2024 21:20:00,27.003,,,
1234,08/11/2024 21:30:00,26.960,,,
1235,08/11/2024 21:40:00,26.896,,,
1236,08/11/2024 21:50:00,26.821,,,
1237,08/11/2024 22:00:00,26.767,,,
1238,08/11/2024 22:10:00,26.692,,,
1239,08/11/2024 22:20:00,26.638,,,
1240,08/11/2024 22:30:00,26.595,,,
1241,08/11/2024 22:40:00,26.531,,,
1242,08/11/2024 22:50:00,26.488,,,
1243,08/11/2024 23:00:00,26.456,,,
1244,08/11/2024 23:10:00,26.413,,,
1245,08/11/2024 23:20:00,26.381,,,
1246,08/11/2024 23:30:00,26.360,,,
1247,08/11/2024 23:40:00,26.317,,,
1248,08/11/2024 23:50:00,26.295,,,
