#,Date-Time (U.S. Outlying Islands Standard Time),Temperature   (°C),Host Connected,End of File
1243,08/03/2024 00:00:00,25.748,,,,
575,08/07/2024 12:40:00,26.424,,
576,08/07/2024 12:50:00,26.531,,
577,08/07/2024 13:00:00,26.703,,
578,08/07/2024 13:10:00,26.842,,
579,08/07/2024 13:20:00,27.003,,
580,08/07/2024 13:30:00,27.121,,
581,08/07/2024 13:40:00,27.260,,
582,08/07/2024 13:50:00,27.411,,
583,08/07/2024 14:00:00,27.539,,
584,08/07/2024 14:10:00,27.657,,
585,08/07/2024 14:20:00,27.786,,
586,08/07/2024 14:30:00,27.893,,
587,08/07/2024 14:40:00,28.011,,
588,08/07/2024 14:50:00,28.118,,
589,08/07/2024 15:00:00,28.226,,
590,08/07/2024 15:10:00,28.344,,
591,08/07/2024 15:20:00,28.440,,
592,08/07/2024 15:30:00,28.547,,
593,08/07/2024 15:40:00,28.633,,
594,08/07/2024 15:50:00,28.730,,
595,08/07/2024 16:00:00,28.837,,
596,08/07/2024 16:10:00,28.901,,
597,08/07/2024 16:20:00,28.966,,
598,08/07/2024 16:30:00,28.998,,
599,08/07/2024 16:40:00,29.116,,
600,08/07/2024 16:50:00,29.202,,
601,08/07/2024 17:00:00,29.266,,
602,08/07/2024 17:10:00,29.266,,
603,08/07/2024 17:20:00,29.234,,
604,08/07/2024 17:30:00,29.234,,
605,08/07/2024 17:40:00,29.127,,
606,08/07/2024 17:50:00,29.041,,
607,08/07/2024 18:00:00,28.955,,
608,08/07/2024 18:10:00,28.912,,
609,08/07/2024 18:20:00,28.826,,
610,08/07/2024 18:30:00,28.762,,
611,08/07/2024 18:40:00,28.730,,
612,08/07/2024 18:50:00,28.633,,
613,08/07/2024 19:00:00,28.590,,
614,08/07/2024 19:10:00,28.537,,
615,08/07/2024 19:20:00,28.462,,
616,08/07/2024 19:30:00,28.397,,
617,08/07/2024 19:40:00,28.322,,
618,08/07/2024 19:50:00,28.226,,
619,08/07/2024 20:00:00,28.151,,
620,08/07/2024 20:10:00,28.086,,
621,08/07/2024 20:20:00,28.000,,
622,08/07/2024 20:30:00,27.958,,
623,08/07/2024 20:40:00,27.872,,
624,08/07/2024 20:50:00,27.797,,
625,08/07/2024 21:00:00,27.711,,
626,08/07/2024 21:10:00,27.657,,
627,08/07/2024 21:20:00,27.582,,
628,08/07/2024 21:30:00,27.507,,
629,08/07/2024 21:40:00,27.443,,
630,08/07/2024 21:50:00,27.357,,
631,08/07/2024 22:00:00,27.314,,
632,08/07/2024 22:10:00,27.228,,
633,08/07/2024 22:20:00,27.196,,
634,08/07/2024 22:30:00,27.132,,
635,08/07/2024 22:40:00,27.078,,
636,08/07/2024 22:50:00,27.035,,
637,08/07/2024 23:00:00,26.960,,
638,08/07/2024 23:10:00,26.917,,
639,08/07/2024 23:20:00,26.853,,
640,08/07/2024 23:30:00,26.789,,
641,08/07/2024 23:40:00,26.735,,
642,08/07/2024 23:50:00,26.660,,
643,08/08/2024 00:00:00,26.638,,
644,08/08/2024 00:10:00,26.585,,
645,08/08/2024 00:20:00,26.542,,
646,08/08/2024 00:30:00,26.531,,
647,08/08/2024 00:40:00,26.488,,
648,08/08/2024 00:50:00,26.424,,
649,08/08/2024 01:00:00,26.381,,
650,08/08/2024 01:10:00,26.317,,
651,08/08/2024 01:20:00,26.284,,
652,08/08/2024 01:30:00,26.209,,
653,08/08/2024 01:40:00,26.166,,
654,08/08/2024 01:50:00,26.124,,
655,08/08/2024 02:00:00,26.059,,
656,08/08/2024 02:10:00,26.027,,
657,08/08/2024 02:20:00,25.984,,
658,08/08/2024 02:30:00,25.952,,
659,08/08/2024 02:40:00,25.898,,
660,08/08/2024 02:50:00,25.855,,
661,08/08/2024 03:00:00,25.802,,
662,08/08/2024 03:10:00,25.737,,
663,08/08/2024 03:20:00,25.705,,
664,08/08/2024 03:30:00,25.630,,
665,08/08/2024 03:40:00,25.619,,
666,08/08/2024 03:50:00,25.566,,
667,08/08/2024 04:00:00,25.534,,
668,08/08/2024 04:10:00,25.469,,
669,08/08/2024 04:20:00,25.405,,
670,08/08/2024 04:30:00,25.384,,
671,08/08/2024 04:40:00,25.341,,
672,08/08/2024 04:50:00,25.266,,
673,08/08/2024 05:00:00,25.233,,
674,08/08/2024 05:10:00,25.190,,
675,08/08/2024 05:20:00,25.137,,
676,08/08/2024 05:30:00,25.126,,
677,08/08/2024 05:40:00,25.062,,
678,08/08/2024 05:50:00,25.040,,
679,08/08/2024 06:00:00,25.019,,
680,08/08/2024 06:10:00,24.987,,
681,08/08/2024 06:20:00,24.944,,
682,08/08/2024 06:30:00,24.922,,
683,08/08/2024 06:40:00,24.879,,
684,08/08/2024 06:50:00,24.869,,
685,08/08/2024 07:00:00,24.869,,
686,08/08/2024 07:10:00,24.869,,
687,08/08/2024 07:20:00,24.847,,
688,08/08/2024 07:30:00,24.847,,
689,08/08/2024 07:40:00,24.847,,
690,08/08/2024 07:50:00,24.869,,
691,08/08/2024 08:00:00,24.890,,
692,08/08/2024 08:10:00,24.869,,
693,08/08/2024 08:20:00,24.869,,
694,08/08/2024 08:30:00,24.901,,
695,08/08/2024 08:40:00,24.944,,
696,08/08/2024 08:50:00,24.976,,
697,08/08/2024 09:00:00,25.008,,
698,08/08/2024 09:10:00,24.987,,
699,08/08/2024 09:20:00,25.030,,
700,08/08/2024 09:30:00,25.062,,
701,08/08/2024 09:40:00,25.115,,
702,08/08/2024 09:50:00,25.190,,
703,08/08/2024 10:00:00,25.233,,
704,08/08/2024 10:10:00,25.298,,
705,08/08/2024 10:20:00,25.394,,
706,08/08/2024 10:30:00,25.555,,
707,08/08/2024 10:40:00,25.652,,
708,08/08/2024 10:50:00,25.791,,
709,08/08/2024 11:00:00,25.888,,
710,08/08/2024 11:10:00,26.016,,
711,08/08/2024 11:20:00,26.166,,
712,08/08/2024 11:30:00,26.284,,
713,08/08/2024 11:40:00,26.424,,
714,08/08/2024 11:50:00,26.585,,
715,08/08/2024 12:00:00,26.724,,
716,08/08/2024 12:10:00,26.831,,
717,08/08/2024 12:20:00,26.982,,
718,08/08/2024 12:30:00,27.110,,
719,08/08/2024 12:40:00,27.207,,
720,08/08/2024 12:50:00,27.336,,
721,08/08/2024 13:00:00,27.400,,
722,08/08/2024 13:10:00,27.486,,
723,08/08/2024 13:20:00,27.561,,
724,08/08/2024 13:30:00,27.636,,
725,08/08/2024 13:40:00,27.647,,
726,08/08/2024 13:50:00,27.775,,
727,08/08/2024 14:00:00,27.775,,
728,08/08/2024 14:10:00,27.861,,
729,08/08/2024 14:20:00,27.979,,
730,08/08/2024 14:30:00,28.076,,
731,08/08/2024 14:40:00,28.161,,
732,08/08/2024 14:50:00,28.258,,
733,08/08/2024 15:00:00,28.322,,
734,08/08/2024 15:10:00,28.462,,
735,08/08/2024 15:20:00,28.537,,
736,08/08/2024 15:30:00,28.665,,
737,08/08/2024 15:40:00,28.730,,
738,08/08/2024 15:50:00,28.773,,
739,08/08/2024 16:00:00,28.891,,
740,08/08/2024 16:10:00,28.976,,
741,08/08/2024 16:20:00,28.976,,
742,08/08/2024 16:30:00,28.901,,
743,08/08/2024 16:40:00,29.019,,
744,08/08/2024 16:50:00,29.073,,
745,08/08/2024 17:00:00,29.105,,
746,08/08/2024 17:10:00,29.094,,
747,08/08/2024 17:20:00,28.966,,
748,08/08/2024 17:30:00,29.073,,
749,08/08/2024 17:40:00,28.901,,
750,08/08/2024 17:50:00,28.816,,
751,08/08/2024 18:00:00,28.762,,
752,08/08/2024 18:10:00,28.698,,
753,08/08/2024 18:20:00,28.623,,
754,08/08/2024 18:30:00,28.537,,
755,08/08/2024 18:40:00,28.462,,
756,08/08/2024 18:50:00,28.376,,
757,08/08/2024 19:00:00,28.301,,
758,08/08/2024 19:10:00,28.204,,
759,08/08/2024 19:20:00,28.129,,
760,08/08/2024 19:30:00,28.033,,
761,08/08/2024 19:40:00,27.968,,
762,08/08/2024 19:50:00,27.840,,
763,08/08/2024 20:00:00,27.786,,
764,08/08/2024 20:10:00,27.679,,
765,08/08/2024 20:20:00,27.614,,
766,08/08/2024 20:30:00,27.496,,
767,08/08/2024 20:40:00,27.432,,
768,08/08/2024 20:50:00,27.357,,
769,08/08/2024 21:00:00,27.271,,
770,08/08/2024 21:10:00,27.207,,
771,08/08/2024 21:20:00,27.121,,
772,08/08/2024 21:30:00,27.035,,
773,08/08/2024 21:40:00,26.949,,
774,08/08/2024 21:50:00,26.885,,
775,08/08/2024 22:00:00,26.821,,
776,08/08/2024 22:10:00,26.767,,
777,08/08/2024 22:20:00,26.681,,
778,08/08/2024 22:30:00,26.617,,
779,08/08/2024 22:40:00,26.542,,
780,08/08/2024 22:50:00,26.488,,
781,08/08/2024 23:00:00,26.435,,
782,08/08/2024 23:10:00,26.349,,
783,08/08/2024 23:20:00,26.295,,
784,08/08/2024 23:30:00,26.209,,
785,08/08/2024 23:40:00,26.145,,
786,08/08/2024 23:50:00,26.091,,
787,08/09/2024 00:00:00,26.048,,
788,08/09/2024 00:10:00,25.995,,
789,08/09/2024 00:20:00,25.909,,
790,08/09/2024 00:30:00,25.866,,
791,08/09/2024 00:40:00,25.802,,
792,08/09/2024 00:50:00,25.737,,
793,08/09/2024 01:00:00,25.662,,
794,08/09/2024 01:10:00,25.598,,
795,08/09/2024 01:20:00,25.544,,
796,08/09/2024 01:30:00,25.502,,
797,08/09/2024 01:40:00,25.405,,
798,08/09/2024 01:50:00,25.384,,
799,08/09/2024 02:00:00,25.298,,
800,08/09/2024 02:10:00,25.233,,
801,08/09/2024 02:20:00,25.180,,
802,08/09/2024 02:30:00,25.158,,
803,08/09/2024 02:40:00,25.083,,
804,08/09/2024 02:50:00,25.030,,
805,08/09/2024 03:00:00,24.987,,
806,08/09/2024 03:10:00,24.912,,
807,08/09/2024 03:20:00,24.901,,
808,08/09/2024 03:30:00,24.858,,
809,08/09/2024 03:40:00,24.804,,
810,08/09/2024 03:50:00,24.751,,
811,08/09/2024 04:00:00,24.697,,
812,08/09/2024 04:10:00,24.644,,
813,08/09/2024 04:20:00,24.590,,
814,08/09/2024 04:30:00,24.568,,
815,08/09/2024 04:40:00,24.515,,
816,08/09/2024 04:50:00,24.483,,
817,08/09/2024 05:00:00,24.440,,
818,08/09/2024 05:10:00,24.386,,
819,08/09/2024 05:20:00,24.375,,
820,08/09/2024 05:30:00,24.311,,
821,08/09/2024 05:40:00,24.268,,
822,08/09/2024 05:50:00,24.236,,
823,08/09/2024 06:00:00,24.193,,
824,08/09/2024 06:10:00,24.161,,
825,08/09/2024 06:20:00,24.107,,
826,08/09/2024 06:30:00,24.075,,
827,08/09/2024 06:40:00,24.054,,
828,08/09/2024 06:50:00,24.032,,
829,08/09/2024 07:00:00,24.011,,
830,08/09/2024 07:10:00,24.021,,
831,08/09/2024 07:20:00,24.021,,
832,08/09/2024 07:30:00,24.000,,
833,08/09/2024 07:40:00,24.000,,
834,08/09/2024 07:50:00,24.011,,
835,08/09/2024 08:00:00,24.054,,
836,08/09/2024 08:10:00,24.064,,
837,08/09/2024 08:20:00,24.064,,
838,08/09/2024 08:30:00,24.097,,
839,08/09/2024 08:40:00,24.139,,
840,08/09/2024 08:50:00,24.204,,
841,08/09/2024 09:00:00,24.247,,
842,08/09/2024 09:10:00,24.300,,
843,08/09/2024 09:20:00,24.332,,
844,08/09/2024 09:30:00,24.375,,
845,08/09/2024 09:40:00,24.440,,
846,08/09/2024 09:50:00,24.526,,
847,08/09/2024 10:00:00,24.590,,
848,08/09/2024 10:10:00,24.676,,
849,08/09/2024 10:20:00,24.772,,
850,08/09/2024 10:30:00,24.965,,
851,08/09/2024 10:40:00,25.094,,
852,08/09/2024 10:50:00,25.190,,
853,08/09/2024 11:00:00,25.308,,
854,08/09/2024 11:10:00,25.426,,
855,08/09/2024 11:20:00,25.555,,
856,08/09/2024 11:30:00,25.695,,
857,08/09/2024 11:40:00,25.813,,
858,08/09/2024 11:50:00,25.973,,
859,08/09/2024 12:00:00,26.231,,
860,08/09/2024 12:10:00,26.327,,
861,08/09/2024 12:20:00,26.424,,
862,08/09/2024 12:30:00,26.531,,
863,08/09/2024 12:40:00,26.692,,
864,08/09/2024 12:50:00,26.906,,
865,08/09/2024 13:00:00,27.014,,
866,08/09/2024 13:10:00,27.121,,
867,08/09/2024 13:20:00,27.239,,
868,08/09/2024 13:30:00,27.357,,
869,08/09/2024 13:40:00,27.518,,
870,08/09/2024 13:50:00,27.582,,
871,08/09/2024 14:00:00,27.765,,
872,08/09/2024 14:10:00,27.872,,
873,08/09/2024 14:20:00,27.958,,
874,08/09/2024 14:30:00,28.172,,
875,08/09/2024 14:40:00,28.140,,
876,08/09/2024 14:50:00,28.322,,
877,08/09/2024 15:00:00,28.451,,
878,08/09/2024 15:10:00,28.526,,
879,08/09/2024 15:20:00,28.655,,
880,08/09/2024 15:30:00,28.730,,
881,08/09/2024 15:40:00,28.794,,
882,08/09/2024 15:50:00,28.794,,
883,08/09/2024 16:00:00,28.848,,
884,08/09/2024 16:10:00,28.923,,
885,08/09/2024 16:20:00,28.944,,
886,08/09/2024 16:30:00,28.869,,
887,08/09/2024 16:40:00,28.805,,
888,08/09/2024 16:50:00,28.730,,
889,08/09/2024 17:00:00,28.719,,
890,08/09/2024 17:10:00,28.708,,
891,08/09/2024 17:20:00,28.698,,
892,08/09/2024 17:30:00,28.623,,
893,08/09/2024 17:40:00,28.580,,
894,08/09/2024 17:50:00,28.537,,
895,08/09/2024 18:00:00,28.483,,
896,08/09/2024 18:10:00,28.440,,
897,08/09/2024 18:20:00,28.387,,
898,08/09/2024 18:30:00,28.344,,
899,08/09/2024 18:40:00,28.290,,
900,08/09/2024 18:50:00,28.226,,
901,08/09/2024 19:00:00,28.161,,
902,08/09/2024 19:10:00,28.097,,
903,08/09/2024 19:20:00,28.054,,
904,08/09/2024 19:30:00,28.000,,
905,08/09/2024 19:40:00,27.936,,
906,08/09/2024 19:50:00,27.893,,
907,08/09/2024 20:00:00,27.818,,
908,08/09/2024 20:10:00,27.765,,
909,08/09/2024 20:20:00,27.700,,
910,08/09/2024 20:30:00,27.647,,
911,08/09/2024 20:40:00,27.571,,
912,08/09/2024 20:50:00,27.539,,
913,08/09/2024 21:00:00,27.464,,
914,08/09/2024 21:10:00,27.421,,
915,08/09/2024 21:20:00,27.378,,
916,08/09/2024 21:30:00,27.314,,
917,08/09/2024 21:40:00,27.282,,
918,08/09/2024 21:50:00,27.228,,
919,08/09/2024 22:00:00,27.185,,
920,08/09/2024 22:10:00,27.153,,
921,08/09/2024 22:20:00,27.089,,
922,08/09/2024 22:30:00,27.035,,
923,08/09/2024 22:40:00,27.014,,
924,08/09/2024 22:50:00,26.982,,
925,08/09/2024 23:00:00,26.949,,
926,08/09/2024 23:10:00,26.906,,
927,08/09/2024 23:20:00,26.885,,
928,08/09/2024 23:30:00,26.842,,
929,08/09/2024 23:40:00,26.789,,
930,08/09/2024 23:50:00,26.767,,
931,08/10/2024 00:00:00,26.724,,
932,08/10/2024 00:10:00,26.703,,
933,08/10/2024 00:20:00,26.671,,
934,08/10/2024 00:30:00,26.617,,
935,08/10/2024 00:40:00,26.606,,
936,08/10/2024 00:50:00,26.553,,
937,08/10/2024 01:00:00,26.510,,
938,08/10/2024 01:10:00,26.477,,
939,08/10/2024 01:20:00,26.445,,
940,08/10/2024 01:30:00,26.413,,
941,08/10/2024 01:40:00,26.392,,
942,08/10/2024 01:50:00,26.349,,
943,08/10/2024 02:00:00,26.327,,
944,08/10/2024 02:10:00,26.317,,
945,08/10/2024 02:20:00,26.284,,
946,08/10/2024 02:30:00,26.242,,
947,08/10/2024 02:40:00,26.156,,
948,08/10/2024 02:50:00,26.145,,
949,08/10/2024 03:00:00,26.102,,
950,08/10/2024 03:10:00,26.048,,
951,08/10/2024 03:20:00,26.006,,
952,08/10/2024 03:30:00,25.952,,
953,08/10/2024 03:40:00,25.909,,
954,08/10/2024 03:50:00,25.877,,
955,08/10/2024 04:00:00,25.834,,
956,08/10/2024 04:10:00,25.770,,
957,08/10/2024 04:20:00,25.716,,
958,08/10/2024 04:30:00,25.641,,
959,08/10/2024 04:40:00,25.598,,
960,08/10/2024 04:50:00,25.544,,
961,08/10/2024 05:00:00,25.491,,
962,08/10/2024 05:10:00,25.448,,
963,08/10/2024 05:20:00,25.351,,
964,08/10/2024 05:30:00,25.341,,
965,08/10/2024 05:40:00,25.276,,
966,08/10/2024 05:50:00,25.233,,
967,08/10/2024 06:00:00,25.190,,
968,08/10/2024 06:10:00,25.137,,
969,08/10/2024 06:20:00,25.115,,
970,08/10/2024 06:30:00,25.083,,
971,08/10/2024 06:40:00,25.008,,
972,08/10/2024 06:50:00,24.869,,
973,08/10/2024 07:00:00,24.751,,
974,08/10/2024 07:10:00,24.654,,
975,08/10/2024 07:20:00,24.579,,
976,08/10/2024 07:30:00,24.515,,
977,08/10/2024 07:40:00,24.493,,
978,08/10/2024 07:50:00,24.472,,
979,08/10/2024 08:00:00,24.504,,
980,08/10/2024 08:10:00,24.504,,
981,08/10/2024 08:20:00,24.504,,
982,08/10/2024 08:30:00,24.515,,
983,08/10/2024 08:40:00,24.515,,
984,08/10/2024 08:50:00,24.526,,
985,08/10/2024 09:00:00,24.536,,
986,08/10/2024 09:10:00,24.558,,
987,08/10/2024 09:20:00,24.568,,
988,08/10/2024 09:30:00,24.579,,
989,08/10/2024 09:40:00,24.633,,
990,08/10/2024 09:50:00,24.654,,
991,08/10/2024 10:00:00,24.697,,
992,08/10/2024 10:10:00,24.794,,
993,08/10/2024 10:20:00,24.826,,
994,08/10/2024 10:30:00,24.847,,
995,08/10/2024 10:40:00,25.008,,
996,08/10/2024 10:50:00,25.030,,
997,08/10/2024 11:00:00,24.976,,
998,08/10/2024 11:10:00,25.115,,
999,08/10/2024 11:20:00,25.266,,
1000,08/10/2024 11:30:00,25.351,,
1001,08/10/2024 11:40:00,25.416,,
1002,08/10/2024 11:50:00,25.480,,
1003,08/10/2024 12:00:00,25.587,,
1004,08/10/2024 12:10:00,25.673,,
1005,08/10/2024 12:20:00,25.823,,
1006,08/10/2024 12:30:00,25.888,,
1007,08/10/2024 12:40:00,26.016,,
1008,08/10/2024 12:50:00,26.134,,
1009,08/10/2024 13:00:00,26.252,,
1010,08/10/2024 13:10:00,26.392,,
1011,08/10/2024 13:20:00,26.520,,
1012,08/10/2024 13:30:00,26.638,,
1013,08/10/2024 13:40:00,26.724,,
1014,08/10/2024 13:50:00,26.810,,
1015,08/10/2024 14:00:00,26.864,,
1016,08/10/2024 14:10:00,26.992,,
1017,08/10/2024 14:20:00,27.057,,
1018,08/10/2024 14:30:00,27.271,,
1019,08/10/2024 14:40:00,27.314,,
1020,08/10/2024 14:50:00,27.293,,
1021,08/10/2024 15:00:00,27.378,,
1022,08/10/2024 15:10:00,27.421,,
1023,08/10/2024 15:20:00,27.453,,
1024,08/10/2024 15:30:00,27.464,,
1025,08/10/2024 15:40:00,27.496,,
1026,08/10/2024 15:50:00,27.529,,
1027,08/10/2024 16:00:00,27.507,,
1028,08/10/2024 16:10:00,27.453,,
1029,08/10/2024 16:20:00,27.411,,
1030,08/10/2024 16:30:00,27.389,,
1031,08/10/2024 16:40:00,27.389,,
1032,08/10/2024 16:50:00,27.368,,
1033,08/10/2024 17:00:00,27.325,,
1034,08/10/2024 17:10:00,27.346,,
1035,08/10/2024 17:20:00,27.432,,
1036,08/10/2024 17:30:00,27.378,,
1037,08/10/2024 17:40:00,27.346,,
1038,08/10/2024 17:50:00,27.357,,
1039,08/10/2024 18:00:00,27.314,,
1040,08/10/2024 18:10:00,27.303,,
1041,08/10/2024 18:20:00,27.250,,
1042,08/10/2024 18:30:00,27.218,,
1043,08/10/2024 18:40:00,27.164,,
1044,08/10/2024 18:50:00,27.132,,
1045,08/10/2024 19:00:00,27.057,,
1046,08/10/2024 19:10:00,27.014,,
1047,08/10/2024 19:20:00,26.971,,
1048,08/10/2024 19:30:00,26.896,,
1049,08/10/2024 19:40:00,26.831,,
1050,08/10/2024 19:50:00,26.799,,
1051,08/10/2024 20:00:00,26.735,,
1052,08/10/2024 20:10:00,26.692,,
1053,08/10/2024 20:20:00,26.649,,
1054,08/10/2024 20:30:00,26.595,,
1055,08/10/2024 20:40:00,26.553,,
1056,08/10/2024 20:50:00,26.488,,
1057,08/10/2024 21:00:00,26.445,,
1058,08/10/2024 21:10:00,26.413,,
1059,08/10/2024 21:20:00,26.370,,
1060,08/10/2024 21:30:00,26.338,,
1061,08/10/2024 21:40:00,26.295,,
1062,08/10/2024 21:50:00,26.252,,
1063,08/10/2024 22:00:00,26.220,,
1064,08/10/2024 22:10:00,26.188,,
1065,08/10/2024 22:20:00,26.156,,
1066,08/10/2024 22:30:00,26.124,,
1067,08/10/2024 22:40:00,26.081,,
1068,08/10/2024 22:50:00,26.081,,
1069,08/10/2024 23:00:00,26.038,,
1070,08/10/2024 23:10:00,26.006,,
1071,08/10/2024 23:20:00,26.006,,
1072,08/10/2024 23:30:00,25.941,,
1073,08/10/2024 23:40:00,25.941,,
1074,08/10/2024 23:50:00,25.877,,
1075,08/11/2024 00:00:00,25.877,,
1076,08/11/2024 00:10:00,25.845,,
1077,08/11/2024 00:20:00,25.823,,
1078,08/11/2024 00:30:00,25.791,,
1079,08/11/2024 00:40:00,25.759,,
1080,08/11/2024 00:50:00,25.737,,
1081,08/11/2024 01:00:00,25.705,,
1082,08/11/2024 01:10:00,25.673,,
1083,08/11/2024 01:20:00,25.641,,
1084,08/11/2024 01:30:00,25.630,,
1085,08/11/2024 01:40:00,25.587,,
1086,08/11/2024 01:50:00,25.566,,
1087,08/11/2024 02:00:00,25.544,,
1088,08/11/2024 02:10:00,25.512,,
1089,08/11/2024 02:20:00,25.491,,
1090,08/11/2024 02:30:00,25.437,,
1091,08/11/2024 02:40:00,25.437,,
1092,08/11/2024 02:50:00,25.405,,
1093,08/11/2024 03:00:00,25.362,,
1094,08/11/2024 03:10:00,25.341,,
1095,08/11/2024 03:20:00,25.308,,
1096,08/11/2024 03:30:00,25.276,,
1097,08/11/2024 03:40:00,25.223,,
1098,08/11/2024 03:50:00,25.212,,
1099,08/11/2024 04:00:00,25.190,,
1100,08/11/2024 04:10:00,25.137,,
1101,08/11/2024 04:20:00,25.105,,
1102,08/11/2024 04:30:00,25.083,,
1103,08/11/2024 04:40:00,25.051,,
1104,08/11/2024 04:50:00,25.040,,
1105,08/11/2024 05:00:00,25.030,,
1106,08/11/2024 05:10:00,24.987,,
1107,08/11/2024 05:20:00,24.955,,
1108,08/11/2024 05:30:00,24.912,,
1109,08/11/2024 05:40:00,24.879,,
1110,08/11/2024 05:50:00,24.858,,
1111,08/11/2024 06:00:00,24.794,,
1112,08/11/2024 06:10:00,24.761,,
1113,08/11/2024 06:20:00,24.686,,
1114,08/11/2024 06:30:00,24.676,,
1115,08/11/2024 06:40:00,24.633,,
1116,08/11/2024 06:50:00,24.622,,
1117,08/11/2024 07:00:00,24.611,,
1118,08/11/2024 07:10:00,24.590,,
1119,08/11/2024 07:20:00,24.601,,
1120,08/11/2024 07:30:00,24.590,,
1121,08/11/2024 07:40:00,24.611,,
1122,08/11/2024 07:50:00,24.622,,
1123,08/11/2024 08:00:00,24.665,,
1124,08/11/2024 08:10:00,24.633,,
1125,08/11/2024 08:20:00,24.665,,
1126,08/11/2024 08:30:00,24.697,,
1127,08/11/2024 08:40:00,24.719,,
1128,08/11/2024 08:50:00,24.761,,
1129,08/11/2024 09:00:00,24.783,,
1130,08/11/2024 09:10:00,24.847,,
1131,08/11/2024 09:20:00,24.869,,
1132,08/11/2024 09:30:00,24.933,,
1133,08/11/2024 09:40:00,24.976,,
1134,08/11/2024 09:50:00,25.019,,
1135,08/11/2024 10:00:00,25.083,,
1136,08/11/2024 10:10:00,25.180,,
1137,08/11/2024 10:20:00,25.266,,
1138,08/11/2024 10:30:00,25.384,,
1139,08/11/2024 10:40:00,25.502,,
1140,08/11/2024 10:50:00,25.587,,
1141,08/11/2024 11:00:00,25.652,,
1142,08/11/2024 11:10:00,25.673,,
1143,08/11/2024 11:20:00,25.823,,
1144,08/11/2024 11:30:00,25.855,,
1145,08/11/2024 11:40:00,25.973,,
1146,08/11/2024 11:50:00,26.177,,
1147,08/11/2024 12:00:00,26.317,,
1148,08/11/2024 12:10:00,26.338,,
1149,08/11/2024 12:20:00,26.456,,
1150,08/11/2024 12:30:00,26.628,,
1151,08/11/2024 12:40:00,26.617,,
1152,08/11/2024 12:50:00,26.692,,
1153,08/11/2024 13:00:00,26.810,,
1154,08/11/2024 13:10:00,26.906,,
1155,08/11/2024 13:20:00,26.928,,
1156,08/11/2024 13:30:00,26.971,,
1157,08/11/2024 13:40:00,27.035,,
1158,08/11/2024 13:50:00,27.057,,
1159,08/11/2024 14:00:00,27.067,,
1160,08/11/2024 14:10:00,27.100,,
1161,08/11/2024 14:20:00,27.110,,
1162,08/11/2024 14:30:00,27.089,,
1163,08/11/2024 14:40:00,27.089,,
1164,08/11/2024 14:50:00,27.260,,
1165,08/11/2024 15:00:00,27.336,,
1166,08/11/2024 15:10:00,27.282,,
1167,08/11/2024 15:20:00,27.743,,
1168,08/11/2024 15:30:00,27.550,,
1169,08/11/2024 15:40:00,27.303,,
1170,08/11/2024 15:50:00,27.314,,
1171,08/11/2024 16:00:00,27.486,,
1172,08/11/2024 16:10:00,27.496,,
1173,08/11/2024 16:20:00,27.443,,
1174,08/11/2024 16:30:00,27.571,,
1175,08/11/2024 16:40:00,27.475,,
1176,08/11/2024 16:50:00,27.539,,
1177,08/11/2024 17:00:00,27.582,,
1178,08/11/2024 17:10:00,27.550,,
1179,08/11/2024 17:20:00,27.550,,
1180,08/11/2024 17:30:00,27.421,,
1181,08/11/2024 17:40:00,27.411,,
1182,08/11/2024 17:50:00,27.368,,
1183,08/11/2024 18:00:00,27.325,,
1184,08/11/2024 18:10:00,27.271,,
1185,08/11/2024 18:20:00,27.196,,
1186,08/11/2024 18:30:00,27.153,,
1187,08/11/2024 18:40:00,27.110,,
1188,08/11/2024 18:50:00,27.057,,
1189,08/11/2024 19:00:00,26.960,,
1190,08/11/2024 19:10:00,26.917,,
1191,08/11/2024 19:20:00,26.810,,
1192,08/11/2024 19:30:00,26.724,,
1193,08/11/2024 19:40:00,26.649,,
1194,08/11/2024 19:50:00,26.563,,
1195,08/11/2024 20:00:00,26.488,,
1196,08/11/2024 20:10:00,26.413,,
1197,08/11/2024 20:20:00,26.295,,
1198,08/11/2024 20:30:00,26.231,,
1199,08/11/2024 20:40:00,26.166,,
1200,08/11/2024 20:50:00,26.081,,
1201,08/11/2024 21:00:00,26.027,,
1202,08/11/2024 21:10:00,25.984,,
1203,08/11/2024 21:20:00,25.952,,
1204,08/11/2024 21:30:00,25.888,,
1205,08/11/2024 21:40:00,25.823,,
1206,08/11/2024 21:50:00,25.770,,
1207,08/11/2024 22:00:00,25.737,,
1208,08/11/2024 22:10:00,25.695,,
1209,08/11/2024 22:20:00,25.673,,
1210,08/11/2024 22:30:00,25.587,,
1211,08/11/2024 22:40:00,25.566,,
1212,08/11/2024 22:50:00,25.534,,
1213,08/11/2024 23:00:00,25.512,,
1214,08/11/2024 23:10:00,25.480,,
1215,08/11/2024 23:20:00,25.469,,
1216,08/11/2024 23:30:00,25.426,,
1217,08/11/2024 23:40:00,25.384,,
1218,08/11/2024 23:50:00,25.362,,
