#,Date-Time (U.S. Outlying Islands Standard Time),Temperature   (°C),Button Down,Button Up,End of File
633,07/29/2024 18:20:00,25.834,,,
634,07/29/2024 18:30:00,25.823,,,
635,07/29/2024 18:40:00,25.791,,,
636,07/29/2024 18:50:00,25.716,,,
637,07/29/2024 19:00:00,25.362,,,
638,07/29/2024 19:10:00,25.566,,,
639,07/29/2024 19:20:00,25.523,,,
640,07/29/2024 19:30:00,25.512,,,
641,07/29/2024 19:40:00,25.502,,,
642,07/29/2024 19:50:00,25.534,,,
643,07/29/2024 20:00:00,25.523,,,
644,07/29/2024 20:10:00,25.512,,,
645,07/29/2024 20:20:00,25.448,,,
646,07/29/2024 20:30:00,25.469,,,
647,07/29/2024 20:40:00,25.459,,,
648,07/29/2024 20:50:00,25.459,,,
649,07/29/2024 21:00:00,25.448,,,
650,07/29/2024 21:10:00,25.426,,,
651,07/29/2024 21:20:00,25.416,,,
652,07/29/2024 21:30:00,25.405,,,
653,07/29/2024 21:40:00,25.405,,,
654,07/29/2024 21:50:00,25.384,,,
655,07/29/2024 22:00:00,25.384,,,
656,07/29/2024 22:10:00,25.373,,,
657,07/29/2024 22:20:00,25.373,,,
658,07/29/2024 22:30:00,25.362,,,
659,07/29/2024 22:40:00,25.351,,,
660,07/29/2024 22:50:00,25.362,,,
661,07/29/2024 23:00:00,25.330,,,
662,07/29/2024 23:10:00,25.351,,,
663,07/29/2024 23:20:00,25.330,,,
664,07/29/2024 23:30:00,25.330,,,
665,07/29/2024 23:40:00,25.351,,,
666,07/29/2024 23:50:00,25.308,,,
667,07/30/2024 00:00:00,25.298,,,
668,07/30/2024 00:10:00,25.298,,,
669,07/30/2024 00:20:00,25.287,,,
670,07/30/2024 00:30:00,25.298,,,
671,07/30/2024 00:40:00,25.298,,,
672,07/30/2024 00:50:00,25.266,,,
673,07/30/2024 01:00:00,25.244,,,
674,07/30/2024 01:10:00,25.255,,,
675,07/30/2024 01:20:00,25.233,,,
676,07/30/2024 01:30:00,25.212,,,
677,07/30/2024 01:40:00,25.212,,,
678,07/30/2024 01:50:00,25.190,,,
679,07/30/2024 02:00:00,25.190,,,
680,07/30/2024 02:10:00,25.212,,,
681,07/30/2024 02:20:00,25.126,,,
682,07/30/2024 02:30:00,25.105,,,
683,07/30/2024 02:40:00,25.126,,,
684,07/30/2024 02:50:00,25.094,,,
685,07/30/2024 03:00:00,25.083,,,
686,07/30/2024 03:10:00,25.083,,,
687,07/30/2024 03:20:00,25.040,,,
688,07/30/2024 03:30:00,25.030,,,
689,07/30/2024 03:40:00,25.019,,,
690,07/30/2024 03:50:00,24.997,,,
691,07/30/2024 04:00:00,24.997,,,
692,07/30/2024 04:10:00,24.976,,,
693,07/30/2024 04:20:00,24.965,,,
694,07/30/2024 04:30:00,24.965,,,
695,07/30/2024 04:40:00,24.965,,,
696,07/30/2024 04:50:00,24.965,,,
697,07/30/2024 05:00:00,24.933,,,
698,07/30/2024 05:10:00,24.944,,,
699,07/30/2024 05:20:00,24.944,,,
700,07/30/2024 05:30:00,24.933,,,
701,07/30/2024 05:40:00,24.912,,,
702,07/30/2024 05:50:00,24.901,,,
703,07/30/2024 06:00:00,24.901,,,
704,07/30/2024 06:10:00,24.901,,,
705,07/30/2024 06:20:00,24.912,,,
706,07/30/2024 06:30:00,24.922,,,
707,07/30/2024 06:40:00,24.837,,,
708,07/30/2024 06:50:00,24.794,,,
709,07/30/2024 07:00:00,24.794,,,
710,07/30/2024 07:10:00,24.783,,,
711,07/30/2024 07:20:00,24.761,,,
712,07/30/2024 07:30:00,24.751,,,
713,07/30/2024 07:40:00,24.697,,,
714,07/30/2024 07:50:00,24.697,,,
715,07/30/2024 08:00:00,24.708,,,
716,07/30/2024 08:10:00,24.772,,,
717,07/30/2024 08:20:00,24.794,,,
718,07/30/2024 08:30:00,24.869,,,
719,07/30/2024 08:40:00,24.912,,,
720,07/30/2024 08:50:00,24.955,,,
721,07/30/2024 09:00:00,25.030,,,
722,07/30/2024 09:10:00,25.083,,,
723,07/30/2024 09:20:00,25.126,,,
724,07/30/2024 09:30:00,25.180,,,
725,07/30/2024 09:40:00,25.266,,,
726,07/30/2024 09:50:00,25.373,,,
727,07/30/2024 10:00:00,25.384,,,
728,07/30/2024 10:10:00,25.512,,,
729,07/30/2024 10:20:00,25.662,,,
730,07/30/2024 10:30:00,25.823,,,
731,07/30/2024 10:40:00,25.759,,,
732,07/30/2024 10:50:00,25.791,,,
733,07/30/2024 11:00:00,26.048,,,
734,07/30/2024 11:10:00,26.263,,,
735,07/30/2024 11:20:00,26.392,,,
736,07/30/2024 11:30:00,26.542,,,
737,07/30/2024 11:40:00,26.349,,,
738,07/30/2024 11:50:00,26.360,,,
739,07/30/2024 12:00:00,26.563,,,
740,07/30/2024 12:10:00,26.842,,,
741,07/30/2024 12:20:00,26.949,,,
742,07/30/2024 12:30:00,27.057,,,
743,07/30/2024 12:40:00,27.196,,,
744,07/30/2024 12:50:00,27.293,,,
745,07/30/2024 13:00:00,27.421,,,
746,07/30/2024 13:10:00,27.561,,,
747,07/30/2024 13:20:00,27.668,,,
748,07/30/2024 13:30:00,27.786,,,
749,07/30/2024 13:40:00,27.882,,,
750,07/30/2024 13:50:00,28.086,,,
751,07/30/2024 14:00:00,28.322,,,
752,07/30/2024 14:10:00,28.462,,,
753,07/30/2024 14:20:00,28.665,,,
754,07/30/2024 14:30:00,28.912,,,
755,07/30/2024 14:40:00,29.084,,,
756,07/30/2024 14:50:00,29.277,,,
757,07/30/2024 15:00:00,29.427,,,
758,07/30/2024 15:10:00,29.566,,,
759,07/30/2024 15:20:00,29.674,,,
760,07/30/2024 15:30:00,29.770,,,
761,07/30/2024 15:40:00,29.910,,,
762,07/30/2024 15:50:00,29.963,,,
763,07/30/2024 16:00:00,30.049,,,
764,07/30/2024 16:10:00,30.113,,,
765,07/30/2024 16:20:00,30.124,,,
766,07/30/2024 16:30:00,29.920,,,
767,07/30/2024 16:40:00,29.770,,,
768,07/30/2024 16:50:00,29.641,,,
769,07/30/2024 17:00:00,29.556,,,
770,07/30/2024 17:10:00,29.427,,,
771,07/30/2024 17:20:00,29.373,,,
772,07/30/2024 17:30:00,29.245,,,
773,07/30/2024 17:40:00,29.223,,,
774,07/30/2024 17:50:00,29.127,,,
775,07/30/2024 18:00:00,28.966,,,
776,07/30/2024 18:10:00,28.848,,,
777,07/30/2024 18:20:00,28.794,,,
778,07/30/2024 18:30:00,28.698,,,
779,07/30/2024 18:40:00,28.580,,,
780,07/30/2024 18:50:00,28.472,,,
781,07/30/2024 19:00:00,28.408,,,
782,07/30/2024 19:10:00,28.269,,,
783,07/30/2024 19:20:00,28.161,,,
784,07/30/2024 19:30:00,28.054,,,
785,07/30/2024 19:40:00,27.958,,,
786,07/30/2024 19:50:00,27.850,,,
787,07/30/2024 20:00:00,27.775,,,
788,07/30/2024 20:10:00,27.689,,,
789,07/30/2024 20:20:00,27.614,,,
790,07/30/2024 20:30:00,27.539,,,
791,07/30/2024 20:40:00,27.475,,,
792,07/30/2024 20:50:00,27.400,,,
793,07/30/2024 21:00:00,27.336,,,
794,07/30/2024 21:10:00,27.239,,,
795,07/30/2024 21:20:00,27.175,,,
796,07/30/2024 21:30:00,27.100,,,
797,07/30/2024 21:40:00,27.024,,,
798,07/30/2024 21:50:00,26.982,,,
799,07/30/2024 22:00:00,26.917,,,
800,07/30/2024 22:10:00,26.864,,,
801,07/30/2024 22:20:00,26.810,,,
802,07/30/2024 22:30:00,26.746,,,
803,07/30/2024 22:40:00,26.703,,,
804,07/30/2024 22:50:00,26.638,,,
805,07/30/2024 23:00:00,26.585,,,
806,07/30/2024 23:10:00,26.510,,,
807,07/30/2024 23:20:00,26.435,,,
808,07/30/2024 23:30:00,26.381,,,
809,07/30/2024 23:40:00,26.317,,,
810,07/30/2024 23:50:00,26.284,,,
811,07/31/2024 00:00:00,26.252,,,
812,07/31/2024 00:10:00,26.145,,,
813,07/31/2024 00:20:00,26.027,,,
814,07/31/2024 00:30:00,25.920,,,
815,07/31/2024 00:40:00,25.823,,,
816,07/31/2024 00:50:00,25.748,,,
817,07/31/2024 01:00:00,25.652,,,
818,07/31/2024 01:10:00,25.587,,,
819,07/31/2024 01:20:00,25.534,,,
820,07/31/2024 01:30:00,25.459,,,
821,07/31/2024 01:40:00,25.394,,,
822,07/31/2024 01:50:00,25.351,,,
823,07/31/2024 02:00:00,25.319,,,
824,07/31/2024 02:10:00,25.276,,,
825,07/31/2024 02:20:00,25.255,,,
826,07/31/2024 02:30:00,25.180,,,
827,07/31/2024 02:40:00,25.169,,,
828,07/31/2024 02:50:00,25.137,,,
829,07/31/2024 03:00:00,25.094,,,
830,07/31/2024 03:10:00,25.062,,,
831,07/31/2024 03:20:00,25.062,,,
832,07/31/2024 03:30:00,25.008,,,
833,07/31/2024 03:40:00,24.944,,,
834,07/31/2024 03:50:00,24.933,,,
835,07/31/2024 04:00:00,24.901,,,
836,07/31/2024 04:10:00,24.901,,,
837,07/31/2024 04:20:00,24.858,,,
838,07/31/2024 04:30:00,24.815,,,
839,07/31/2024 04:40:00,24.772,,,
840,07/31/2024 04:50:00,24.772,,,
841,07/31/2024 05:00:00,24.751,,,
842,07/31/2024 05:10:00,24.751,,,
843,07/31/2024 05:20:00,24.697,,,
844,07/31/2024 05:30:00,24.676,,,
845,07/31/2024 05:40:00,24.665,,,
846,07/31/2024 05:50:00,24.644,,,
847,07/31/2024 06:00:00,24.611,,,
848,07/31/2024 06:10:00,24.601,,,
849,07/31/2024 06:20:00,24.601,,,
850,07/31/2024 06:30:00,24.568,,,
851,07/31/2024 06:40:00,24.579,,,
852,07/31/2024 06:50:00,24.579,,,
853,07/31/2024 07:00:00,24.568,,,
854,07/31/2024 07:10:00,24.590,,,
855,07/31/2024 07:20:00,24.590,,,
856,07/31/2024 07:30:00,24.590,,,
857,07/31/2024 07:40:00,24.590,,,
858,07/31/2024 07:50:00,24.633,,,
859,07/31/2024 08:00:00,24.654,,,
860,07/31/2024 08:10:00,24.633,,,
861,07/31/2024 08:20:00,24.708,,,
862,07/31/2024 08:30:00,24.708,,,
863,07/31/2024 08:40:00,24.740,,,
864,07/31/2024 08:50:00,24.837,,,
865,07/31/2024 09:00:00,24.837,,,
866,07/31/2024 09:10:00,24.890,,,
867,07/31/2024 09:20:00,24.933,,,
868,07/31/2024 09:30:00,24.976,,,
869,07/31/2024 09:40:00,25.148,,,
870,07/31/2024 09:50:00,25.169,,,
871,07/31/2024 10:00:00,25.233,,,
872,07/31/2024 10:10:00,25.330,,,
873,07/31/2024 10:20:00,25.426,,,
874,07/31/2024 10:30:00,25.652,,,
875,07/31/2024 10:40:00,25.813,,,
876,07/31/2024 10:50:00,25.802,,,
877,07/31/2024 11:00:00,26.048,,,
878,07/31/2024 11:10:00,26.209,,,
879,07/31/2024 11:20:00,26.392,,,
880,07/31/2024 11:30:00,26.488,,,
881,07/31/2024 11:40:00,26.606,,,
882,07/31/2024 11:50:00,26.789,,,
883,07/31/2024 12:00:00,26.939,,,
884,07/31/2024 12:10:00,27.121,,,
885,07/31/2024 12:20:00,27.260,,,
886,07/31/2024 12:30:00,27.314,,,
887,07/31/2024 12:40:00,27.539,,,
888,07/31/2024 12:50:00,27.657,,,
889,07/31/2024 13:00:00,27.807,,,
890,07/31/2024 13:10:00,27.904,,,
891,07/31/2024 13:20:00,28.054,,,
892,07/31/2024 13:30:00,28.172,,,
893,07/31/2024 13:40:00,28.290,,,
894,07/31/2024 13:50:00,28.451,,,
895,07/31/2024 14:00:00,28.590,,,
896,07/31/2024 14:10:00,28.848,,,
897,07/31/2024 14:20:00,29.030,,,
898,07/31/2024 14:30:00,29.223,,,
899,07/31/2024 14:40:00,29.470,,,
900,07/31/2024 14:50:00,29.663,,,
901,07/31/2024 15:00:00,29.727,,,
902,07/31/2024 15:10:00,29.931,,,
903,07/31/2024 15:20:00,29.974,,,
904,07/31/2024 15:30:00,29.770,,,
905,07/31/2024 15:40:00,29.899,,,
906,07/31/2024 15:50:00,30.124,,,
907,07/31/2024 16:00:00,30.403,,,
908,07/31/2024 16:10:00,30.510,,,
909,07/31/2024 16:20:00,30.553,,,
910,07/31/2024 16:30:00,30.457,,,
911,07/31/2024 16:40:00,30.103,,,
912,07/31/2024 16:50:00,29.974,,,
913,07/31/2024 17:00:00,29.867,,,
914,07/31/2024 17:10:00,29.781,,,
915,07/31/2024 17:20:00,29.749,,,
916,07/31/2024 17:30:00,29.663,,,
917,07/31/2024 17:40:00,29.598,,,
918,07/31/2024 17:50:00,29.491,,,
919,07/31/2024 18:00:00,29.427,,,
920,07/31/2024 18:10:00,29.363,,,
921,07/31/2024 18:20:00,29.266,,,
922,07/31/2024 18:30:00,29.159,,,
923,07/31/2024 18:40:00,29.041,,,
924,07/31/2024 18:50:00,28.934,,,
925,07/31/2024 19:00:00,28.858,,,
926,07/31/2024 19:10:00,28.773,,,
927,07/31/2024 19:20:00,28.665,,,
928,07/31/2024 19:30:00,28.537,,,
929,07/31/2024 19:40:00,28.408,,,
930,07/31/2024 19:50:00,28.290,,,
931,07/31/2024 20:00:00,28.204,,,
932,07/31/2024 20:10:00,28.097,,,
933,07/31/2024 20:20:00,28.022,,,
934,07/31/2024 20:30:00,27.968,,,
935,07/31/2024 20:40:00,27.872,,,
936,07/31/2024 20:50:00,27.775,,,
937,07/31/2024 21:00:00,27.679,,,
938,07/31/2024 21:10:00,27.604,,,
939,07/31/2024 21:20:00,27.518,,,
940,07/31/2024 21:30:00,27.421,,,
941,07/31/2024 21:40:00,27.325,,,
942,07/31/2024 21:50:00,27.260,,,
943,07/31/2024 22:00:00,27.196,,,
944,07/31/2024 22:10:00,27.089,,,
945,07/31/2024 22:20:00,27.024,,,
946,07/31/2024 22:30:00,26.949,,,
947,07/31/2024 22:40:00,26.853,,,
948,07/31/2024 22:50:00,26.767,,,
949,07/31/2024 23:00:00,26.713,,,
950,07/31/2024 23:10:00,26.617,,,
951,07/31/2024 23:20:00,26.488,,,
952,07/31/2024 23:30:00,26.402,,,
953,07/31/2024 23:40:00,26.306,,,
954,07/31/2024 23:50:00,26.220,,,
955,08/01/2024 00:00:00,26.113,,,
956,08/01/2024 00:10:00,26.038,,,
957,08/01/2024 00:20:00,25.963,,,
958,08/01/2024 00:30:00,25.888,,,
959,08/01/2024 00:40:00,25.823,,,
960,08/01/2024 00:50:00,25.791,,,
961,08/01/2024 01:00:00,25.716,,,
962,08/01/2024 01:10:00,25.652,,,
963,08/01/2024 01:20:00,25.630,,,
964,08/01/2024 01:30:00,25.555,,,
965,08/01/2024 01:40:00,25.512,,,
966,08/01/2024 01:50:00,25.459,,,
967,08/01/2024 02:00:00,25.416,,,
968,08/01/2024 02:10:00,25.362,,,
969,08/01/2024 02:20:00,25.298,,,
970,08/01/2024 02:30:00,25.244,,,
971,08/01/2024 02:40:00,25.233,,,
972,08/01/2024 02:50:00,25.137,,,
973,08/01/2024 03:00:00,25.115,,,
974,08/01/2024 03:10:00,25.040,,,
975,08/01/2024 03:20:00,25.019,,,
976,08/01/2024 03:30:00,24.976,,,
977,08/01/2024 03:40:00,24.922,,,
978,08/01/2024 03:50:00,24.879,,,
979,08/01/2024 04:00:00,24.837,,,
980,08/01/2024 04:10:00,24.783,,,
981,08/01/2024 04:20:00,24.751,,,
982,08/01/2024 04:30:00,24.686,,,
983,08/01/2024 04:40:00,24.665,,,
984,08/01/2024 04:50:00,24.633,,,
985,08/01/2024 05:00:00,24.590,,,
986,08/01/2024 05:10:00,24.526,,,
987,08/01/2024 05:20:00,24.472,,,
988,08/01/2024 05:30:00,24.461,,,
989,08/01/2024 05:40:00,24.450,,,
990,08/01/2024 05:50:00,24.408,,,
991,08/01/2024 06:00:00,24.408,,,
992,08/01/2024 06:10:00,24.354,,,
993,08/01/2024 06:20:00,24.365,,,
994,08/01/2024 06:30:00,24.332,,,
995,08/01/2024 06:40:00,24.343,,,
996,08/01/2024 06:50:00,24.322,,,
997,08/01/2024 07:00:00,24.332,,,
998,08/01/2024 07:10:00,24.322,,,
999,08/01/2024 07:20:00,24.300,,,
1000,08/01/2024 07:30:00,24.300,,,
1001,08/01/2024 07:40:00,24.322,,,
1002,08/01/2024 07:50:00,24.322,,,
1003,08/01/2024 08:00:00,24.343,,,
1004,08/01/2024 08:10:00,24.375,,,
1005,08/01/2024 08:20:00,24.397,,,
1006,08/01/2024 08:30:00,24.440,,,
1007,08/01/2024 08:40:00,24.429,,,
1008,08/01/2024 08:50:00,24.515,,,
1009,08/01/2024 09:00:00,24.526,,,
1010,08/01/2024 09:10:00,24.579,,,
1011,08/01/2024 09:20:00,24.611,,,
1012,08/01/2024 09:30:00,24.751,,,
1013,08/01/2024 09:40:00,24.794,,,
1014,08/01/2024 09:50:00,24.858,,,
1015,08/01/2024 10:00:00,24.901,,,
1016,08/01/2024 10:10:00,24.976,,,
1017,08/01/2024 10:20:00,25.126,,,
1018,08/01/2024 10:30:00,25.351,,,
1019,08/01/2024 10:40:00,25.523,,,
1020,08/01/2024 10:50:00,25.630,,,
1021,08/01/2024 11:00:00,25.845,,,
1022,08/01/2024 11:10:00,25.909,,,
1023,08/01/2024 11:20:00,26.188,,,
1024,08/01/2024 11:30:00,26.327,,,
1025,08/01/2024 11:40:00,26.542,,,
1026,08/01/2024 11:50:00,26.746,,,
1027,08/01/2024 12:00:00,26.842,,,
1028,08/01/2024 12:10:00,27.014,,,
1029,08/01/2024 12:20:00,27.175,,,
1030,08/01/2024 12:30:00,27.260,,,
1031,08/01/2024 12:40:00,27.475,,,
1032,08/01/2024 12:50:00,27.604,,,
1033,08/01/2024 13:00:00,27.689,,,
1034,08/01/2024 13:10:00,27.818,,,
1035,08/01/2024 13:20:00,27.882,,,
1036,08/01/2024 13:30:00,27.968,,,
1037,08/01/2024 13:40:00,28.118,,,
1038,08/01/2024 13:50:00,28.290,,,
1039,08/01/2024 14:00:00,28.505,,,
1040,08/01/2024 14:10:00,28.665,,,
1041,08/01/2024 14:20:00,28.719,,,
1042,08/01/2024 14:30:00,28.923,,,
1043,08/01/2024 14:40:00,29.116,,,
1044,08/01/2024 14:50:00,29.266,,,
1045,08/01/2024 15:00:00,29.416,,,
1046,08/01/2024 15:10:00,29.491,,,
1047,08/01/2024 15:20:00,29.620,,,
1048,08/01/2024 15:30:00,29.727,,,
1049,08/01/2024 15:40:00,29.824,,,
1050,08/01/2024 15:50:00,29.931,,,
1051,08/01/2024 16:00:00,30.028,,,
1052,08/01/2024 16:10:00,29.888,,,
1053,08/01/2024 16:20:00,29.856,,,
1054,08/01/2024 16:30:00,29.899,,,
1055,08/01/2024 16:40:00,29.824,,,
1056,08/01/2024 16:50:00,29.781,,,
1057,08/01/2024 17:00:00,29.663,,,
1058,08/01/2024 17:10:00,29.620,,,
1059,08/01/2024 17:20:00,29.545,,,
1060,08/01/2024 17:30:00,29.416,,,
1061,08/01/2024 17:40:00,29.341,,,
1062,08/01/2024 17:50:00,29.266,,,
1063,08/01/2024 18:00:00,29.180,,,
1064,08/01/2024 18:10:00,29.062,,,
1065,08/01/2024 18:20:00,28.976,,,
1066,08/01/2024 18:30:00,28.912,,,
1067,08/01/2024 18:40:00,28.826,,,
1068,08/01/2024 18:50:00,28.762,,,
1069,08/01/2024 19:00:00,28.687,,,
1070,08/01/2024 19:10:00,28.569,,,
1071,08/01/2024 19:20:00,28.365,,,
1072,08/01/2024 19:30:00,28.215,,,
1073,08/01/2024 19:40:00,28.043,,,
1074,08/01/2024 19:50:00,27.893,,,
1075,08/01/2024 20:00:00,27.786,,,
1076,08/01/2024 20:10:00,27.657,,,
1077,08/01/2024 20:20:00,27.550,,,
1078,08/01/2024 20:30:00,27.421,,,
1079,08/01/2024 20:40:00,27.325,,,
1080,08/01/2024 20:50:00,27.228,,,
1081,08/01/2024 21:00:00,27.121,,,
1082,08/01/2024 21:10:00,27.014,,,
1083,08/01/2024 21:20:00,26.949,,,
1084,08/01/2024 21:30:00,26.842,,,
1085,08/01/2024 21:40:00,26.767,,,
1086,08/01/2024 21:50:00,26.671,,,
1087,08/01/2024 22:00:00,26.585,,,
1088,08/01/2024 22:10:00,26.531,,,
1089,08/01/2024 22:20:00,26.435,,,
1090,08/01/2024 22:30:00,26.349,,,
1091,08/01/2024 22:40:00,26.295,,,
1092,08/01/2024 22:50:00,26.242,,,
1093,08/01/2024 23:00:00,26.177,,,
1094,08/01/2024 23:10:00,26.113,,,
1095,08/01/2024 23:20:00,26.048,,,
1096,08/01/2024 23:30:00,25.963,,,
1097,08/01/2024 23:40:00,25.909,,,
1098,08/01/2024 23:50:00,25.866,,,
1099,08/02/2024 00:00:00,25.823,,,
1100,08/02/2024 00:10:00,25.780,,,
1101,08/02/2024 00:20:00,25.737,,,
1102,08/02/2024 00:30:00,25.705,,,
1103,08/02/2024 00:40:00,25.652,,,
1104,08/02/2024 00:50:00,25.598,,,
1105,08/02/2024 01:00:00,25.534,,,
1106,08/02/2024 01:10:00,25.480,,,
1107,08/02/2024 01:20:00,25.426,,,
1108,08/02/2024 01:30:00,25.384,,,
1109,08/02/2024 01:40:00,25.319,,,
1110,08/02/2024 01:50:00,25.287,,,
1111,08/02/2024 02:00:00,25.223,,,
1112,08/02/2024 02:10:00,25.201,,,
1113,08/02/2024 02:20:00,25.158,,,
1114,08/02/2024 02:30:00,25.094,,,
1115,08/02/2024 02:40:00,25.051,,,
1116,08/02/2024 02:50:00,25.019,,,
1117,08/02/2024 03:00:00,25.008,,,
1118,08/02/2024 03:10:00,24.976,,,
1119,08/02/2024 03:20:00,24.933,,,
1120,08/02/2024 03:30:00,24.879,,,
1121,08/02/2024 03:40:00,24.815,,,
1122,08/02/2024 03:50:00,24.794,,,
1123,08/02/2024 04:00:00,24.783,,,
1124,08/02/2024 04:10:00,24.740,,,
1125,08/02/2024 04:20:00,24.708,,,
1126,08/02/2024 04:30:00,24.654,,,
1127,08/02/2024 04:40:00,24.622,,,
1128,08/02/2024 04:50:00,24.590,,,
1129,08/02/2024 05:00:00,24.579,,,
1130,08/02/2024 05:10:00,24.558,,,
1131,08/02/2024 05:20:00,24.504,,,
1132,08/02/2024 05:30:00,24.483,,,
1133,08/02/2024 05:40:00,24.472,,,
1134,08/02/2024 05:50:00,24.440,,,
1135,08/02/2024 06:00:00,24.408,,,
1136,08/02/2024 06:10:00,24.375,,,
1137,08/02/2024 06:20:00,24.365,,,
1138,08/02/2024 06:30:00,24.354,,,
1139,08/02/2024 06:40:00,24.322,,,
1140,08/02/2024 06:50:00,24.332,,,
1141,08/02/2024 07:00:00,24.322,,,
1142,08/02/2024 07:10:00,24.290,,,
1143,08/02/2024 07:20:00,24.300,,,
1144,08/02/2024 07:30:00,24.322,,,
1145,08/02/2024 07:40:00,24.311,,,
1146,08/02/2024 07:50:00,24.322,,,
1147,08/02/2024 08:00:00,24.322,,,
1148,08/02/2024 08:10:00,24.300,,,
1149,08/02/2024 08:20:00,24.322,,,
1150,08/02/2024 08:30:00,24.365,,,
1151,08/02/2024 08:40:00,24.354,,,
1152,08/02/2024 08:50:00,24.440,,,
1153,08/02/2024 09:00:00,24.547,,,
1154,08/02/2024 09:10:00,24.590,,,
1155,08/02/2024 09:20:00,24.686,,,
1156,08/02/2024 09:30:00,24.772,,,
1157,08/02/2024 09:40:00,24.869,,,
1158,08/02/2024 09:50:00,24.997,,,
1159,08/02/2024 10:00:00,25.094,,,
1160,08/02/2024 10:10:00,25.212,,,
1161,08/02/2024 10:20:00,25.469,,,
1162,08/02/2024 10:30:00,28.043,,,
1163,08/02/2024 10:40:00,28.794,,,
1164,08/02/2024 10:50:00,28.987,,,
1165,08/02/2024 11:00:00,29.105,,,
1166,08/02/2024 11:10:00,29.009,,,
