wavelength,h125_1,h125_2,h125_3,h126_1,h126_2,h126_3,h127_1,h127_2,h127_3,h128_1,h128_2,h128_3,u125_1,u125_2,u125_3,u126_1,u126_2,u126_3,u127_1,u127_2,u127_3,u128_1,u128_2,u128_3,u129_1,u129_2,u129_3,u130_1,u130_2,u130_3,u131_1,u131_2,u131_3,u132_1,u132_2,u132_3,h129_1,h129_2,h129_3,h130_1,h130_2,h130_3,h131_1,Reflection:208,h131_2,Reflection:208,h131_3,Reflection:208,h132_1,Reflection:208,h132_2,Reflection:208,h132_3,Reflection:208,u133_1,Reflection:208,u133_2,Reflection:208,u133_3,Reflection:208,u134_1,Reflection:208,u134_2,Reflection:208,u134_3,Reflection:208,u135_1,Reflection:208,u135_2,Reflection:208,u135_3,Reflection:208,u136_1,Reflection:208,u136_2,Reflection:208,u136_3,Reflection:208,h133_1,Reflection:208,h133_2,Reflection:208,h133_3,Reflection:208,h134_1,Reflection:208,h134_2,Reflection:208,h134_3,Reflection:208,h135_1,Reflection:208,h135_2,Reflection:208,h135_3,Reflection:208,h136_1,Reflection:208,h136_2,Reflection:208,h136_3,Reflection:208,u137_1,Reflection:208,u137_2,Reflection:208,u137_3,Reflection:208,u138_1,Reflection:208,u138_2,Reflection:208,u138_3,Reflection:208,u139_1,Reflection:208,u139_2,Reflection:208,u139_3,Reflection:208,u140_1,Reflection:208,u140_2,Reflection:208,u140_3,Reflection:208,h137_1,Reflection:208,h137_2,Reflection:208,h137_3,Reflection:208,h138_1,Reflection:208,h138_2,Reflection:208,h138_3,Reflection:208,h139_1,Reflection:208,h139_2,Reflection:208,h139_3,Reflection:208,h140_1,Reflection:208,h140_2,Reflection:208,h140_3,Reflection:208,u141_1,Reflection:208,u141_2,Reflection:208,u141_3,Reflection:208,u142_1,Reflection:208,u142_2,Reflection:208,u142_3,Reflection:208,u143_1,Reflection:208,u143_2,Reflection:208,u143_3,Reflection:208,u144_1,Reflection:208,u144_2,Reflection:208,u144_3,Reflection:208,h141_1,Reflection:208,h141_2,Reflection:208,h141_3,Reflection:208,142_1,Reflection:208,142_2,Reflection:208,142_3,Reflection:208,h143_1,Reflection:208,h143_2,Reflection:208,h143_3,Reflection:208,h144_1,Reflection:208,h144_2,Reflection:208,h144_3,Reflection:208,u145_1,Reflection:208,u145_2,Reflection:208,u145_3,Reflection:208,u146_1,Reflection:208,u146_2,Reflection:208,u146_3,Reflection:208,u147_1,Reflection:208,u147_2,Reflection:208,u147_3,Reflection:208,u148_1,Reflection:208,u148_2,Reflection:208,u148_3,Reflection:208,h145_1,Reflection:208,h145_2,Reflection:208,h145_3,Reflection:208,h146_1,Reflection:208,h146_2,Reflection:208,h146_3,Reflection:208,h147_1,Reflection:208,h147_2,Reflection:208,h147_3,Reflection:208,h148_1,Reflection:208,h148_2,Reflection:208,h148_3,Reflection:208
577.761,0.5216,0.5698,0.83793,0.7115,0.74628,0.95211,0.58164,0.35527,0.7968,0.71307,0.77218,0.85097,0.39929,0.45182,0.50359,0.08688,0.37131,0.32846,0.38578,0.75225,0.5872,0.52636,0.44027,0.44109,0.31647,0.47851,0.48585,0.3762,0.35918,0.35664,0.45322,0.6977,0.60146,0.41011,0.38345,0.54046,0.95936,1.12987,0.98836,0.41835,0.41484,0.53516,0.66297,577.761,0.19282,577.761,0.46673,577.761,0.8716,577.761,0.59822,577.761,0.66744,577.761,0.59614,577.761,0.5259,577.761,0.61976,577.761,0.44659,577.761,0.4458,577.761,0.42618,577.761,0.38698,577.761,0.40867,577.761,0.4458,577.761,0.52692,577.761,0.56153,577.761,0.59161,577.761,0.96082,577.761,0.75915,577.761,1.04954,577.761,0.69708,577.761,0.61266,577.761,0.61438,577.761,0.53899,577.761,0.58085,577.761,0.50561,577.761,0.52327,577.761,0.9928,577.761,0.99444,577.761,0.30835,577.761,0.37772,577.761,0.60771,577.761,0.51476,577.761,0.5811,577.761,0.58842,577.761,0.36324,577.761,0.435,577.761,0.40064,577.761,0.75222,577.761,0.68462,577.761,0.47017,577.761,0.5994,577.761,0.80392,577.761,0.65788,577.761,0.66254,577.761,0.85413,577.761,0.80035,577.761,0.85174,577.761,0.95029,577.761,1.16093,577.761,1.23656,577.761,0.84864,577.761,0.98112,577.761,0.55182,577.761,0.57186,577.761,0.4016,577.761,0.43764,577.761,0.31793,577.761,0.39751,577.761,0.3704,577.761,0.50388,577.761,0.41301,577.761,0.53412,577.761,0.81952,577.761,0.61016,577.761,1.12142,577.761,1.01554,577.761,1.13267,577.761,1.13317,577.761,0.82718,577.761,0.64706,577.761,1.09493,577.761,1.38185,577.761,0.99197,577.761,1.25719,577.761,1.27114,577.761,1.24742,577.761,0.50596,577.761,0.72341,577.761,0.60126,577.761,0.46189,577.761,0.41481,577.761,0.45175,577.761,0.47312,577.761,0.50251,577.761,0.57437,577.761,0.6034,577.761,0.52109,577.761,0.79617,577.761,0.81521,577.761,0.60693,577.761,0.43184,577.761,1.04063,577.761,0.68071,577.761,0.77545,577.761,1.65708,577.761,1.31924,577.761,1.19262,577.761,0.25389,577.761,0.79675,577.761,0.56069,577.761
578.1,0.59685,0.66334,0.93773,0.77752,0.81701,1.008,0.68736,0.40934,0.88675,0.7936,0.8022,0.95967,0.44731,0.53498,0.56432,0.16136,0.4254,0.4237,0.47873,0.8431,0.66577,0.58149,0.54495,0.49897,0.41732,0.59585,0.59524,0.41577,0.417,0.42054,0.52843,0.81473,0.70298,0.47826,0.46702,0.55862,1.02789,1.19525,1.06487,0.52021,0.48534,0.63757,0.72615,578.1,0.2889,578.1,0.52416,578.1,0.9822,578.1,0.68241,578.1,0.77509,578.1,0.68829,578.1,0.55481,578.1,0.71895,578.1,0.54004,578.1,0.49198,578.1,0.45456,578.1,0.45886,578.1,0.43189,578.1,0.47747,578.1,0.58673,578.1,0.63634,578.1,0.62338,578.1,1.06727,578.1,0.77512,578.1,1.07882,578.1,0.77011,578.1,0.6641,578.1,0.70748,578.1,0.65404,578.1,0.60747,578.1,0.59302,578.1,0.61677,578.1,1.09833,578.1,1.08219,578.1,0.3411,578.1,0.37182,578.1,0.62351,578.1,0.59851,578.1,0.63363,578.1,0.61463,578.1,0.46515,578.1,0.5072,578.1,0.47428,578.1,0.86414,578.1,0.69059,578.1,0.53745,578.1,0.70215,578.1,0.92635,578.1,0.7324,578.1,0.74252,578.1,0.87476,578.1,0.9034,578.1,0.96778,578.1,1.02722,578.1,1.23369,578.1,1.29851,578.1,0.9602,578.1,1.0407,578.1,0.65947,578.1,0.63929,578.1,0.45785,578.1,0.52077,578.1,0.41381,578.1,0.4945,578.1,0.43754,578.1,0.52648,578.1,0.46381,578.1,0.58261,578.1,0.857,578.1,0.67814,578.1,1.19363,578.1,1.10201,578.1,1.14627,578.1,1.27546,578.1,0.90442,578.1,0.71062,578.1,1.19394,578.1,1.49072,578.1,1.04909,578.1,1.32264,578.1,1.43153,578.1,1.37298,578.1,0.57577,578.1,0.80498,578.1,0.66475,578.1,0.55947,578.1,0.48797,578.1,0.54683,578.1,0.47779,578.1,0.56487,578.1,0.61,578.1,0.69323,578.1,0.64907,578.1,0.80181,578.1,0.87951,578.1,0.72659,578.1,0.54378,578.1,1.07844,578.1,0.6678,578.1,0.8402,578.1,1.71716,578.1,1.40963,578.1,1.27239,578.1,0.38297,578.1,0.84215,578.1,0.55705,578.1
578.439,0.56123,0.65463,0.87416,0.82686,0.78036,0.98673,0.715,0.39848,0.83451,0.71593,0.76419,0.92312,0.44802,0.49018,0.5652,0.15721,0.38462,0.40393,0.45835,0.7709,0.63137,0.55478,0.50247,0.458,0.35976,0.56211,0.55496,0.41143,0.41733,0.3625,0.53033,0.75754,0.63674,0.48123,0.44388,0.56511,1.04485,1.23232,1.07753,0.49552,0.46495,0.59158,0.68833,578.439,0.24894,578.439,0.49013,578.439,0.97407,578.439,0.68019,578.439,0.73154,578.439,0.67858,578.439,0.57206,578.439,0.67368,578.439,0.48916,578.439,0.4585,578.439,0.46413,578.439,0.44974,578.439,0.44198,578.439,0.4655,578.439,0.52639,578.439,0.63003,578.439,0.56809,578.439,1.05238,578.439,0.82027,578.439,1.07371,578.439,0.81388,578.439,0.62084,578.439,0.72153,578.439,0.64255,578.439,0.64045,578.439,0.5406,578.439,0.65393,578.439,1.08336,578.439,1.04905,578.439,0.33656,578.439,0.3865,578.439,0.61362,578.439,0.54758,578.439,0.6252,578.439,0.57306,578.439,0.42554,578.439,0.4947,578.439,0.50845,578.439,0.80792,578.439,0.65672,578.439,0.51991,578.439,0.69102,578.439,0.86845,578.439,0.71424,578.439,0.74118,578.439,0.88638,578.439,0.91145,578.439,1.00288,578.439,1.02251,578.439,1.25359,578.439,1.28501,578.439,0.99087,578.439,0.98641,578.439,0.59498,578.439,0.58675,578.439,0.42421,578.439,0.46365,578.439,0.35604,578.439,0.4657,578.439,0.46836,578.439,0.44904,578.439,0.47375,578.439,0.55155,578.439,0.84093,578.439,0.66213,578.439,1.20226,578.439,1.12083,578.439,1.14761,578.439,1.28483,578.439,0.8991,578.439,0.73316,578.439,1.15303,578.439,1.49148,578.439,1.05768,578.439,1.32987,578.439,1.42752,578.439,1.35975,578.439,0.56505,578.439,0.7757,578.439,0.64631,578.439,0.47251,578.439,0.46167,578.439,0.4609,578.439,0.47282,578.439,0.55022,578.439,0.60659,578.439,0.63607,578.439,0.62275,578.439,0.777,578.439,0.93025,578.439,0.71142,578.439,0.51532,578.439,1.10378,578.439,0.71573,578.439,0.81477,578.439,1.74495,578.439,1.42254,578.439,1.24709,578.439,0.30647,578.439,0.81919,578.439,0.59492,578.439
578.777,0.56421,0.61008,0.86513,0.7588,0.79453,0.95828,0.65654,0.37775,0.81651,0.76132,0.7802,0.85853,0.41897,0.49864,0.55837,0.12992,0.34468,0.37854,0.36991,0.69057,0.64432,0.50068,0.44733,0.46499,0.33007,0.53749,0.56915,0.32758,0.36389,0.33422,0.53278,0.7291,0.59778,0.42605,0.34091,0.53583,1.00014,1.15383,1.11428,0.45861,0.49346,0.52024,0.66864,578.777,0.25552,578.777,0.52898,578.777,0.95307,578.777,0.66236,578.777,0.68528,578.777,0.60462,578.777,0.55822,578.777,0.65958,578.777,0.44897,578.777,0.44116,578.777,0.4178,578.777,0.42304,578.777,0.41713,578.777,0.43976,578.777,0.49095,578.777,0.58076,578.777,0.53413,578.777,0.97213,578.777,0.73115,578.777,1.06273,578.777,0.77433,578.777,0.63751,578.777,0.66543,578.777,0.56383,578.777,0.60617,578.777,0.4963,578.777,0.55512,578.777,1.01768,578.777,1.08761,578.777,0.28556,578.777,0.30925,578.777,0.59434,578.777,0.51542,578.777,0.58809,578.777,0.59639,578.777,0.36711,578.777,0.44272,578.777,0.38365,578.777,0.75646,578.777,0.61515,578.777,0.49715,578.777,0.66878,578.777,0.91706,578.777,0.6489,578.777,0.69516,578.777,0.80618,578.777,0.8808,578.777,0.90981,578.777,0.94331,578.777,1.26012,578.777,1.25538,578.777,0.90771,578.777,1.06574,578.777,0.54796,578.777,0.54022,578.777,0.40442,578.777,0.43248,578.777,0.34566,578.777,0.41916,578.777,0.36733,578.777,0.43817,578.777,0.47576,578.777,0.50254,578.777,0.79046,578.777,0.63543,578.777,1.1637,578.777,1.04512,578.777,1.14621,578.777,1.2225,578.777,0.9056,578.777,0.70249,578.777,1.24228,578.777,1.48366,578.777,1.01713,578.777,1.32947,578.777,1.38155,578.777,1.34845,578.777,0.48483,578.777,0.64843,578.777,0.56858,578.777,0.47403,578.777,0.41761,578.777,0.49412,578.777,0.46641,578.777,0.52103,578.777,0.57889,578.777,0.55041,578.777,0.58862,578.777,0.78398,578.777,0.802,578.777,0.72237,578.777,0.46632,578.777,1.05976,578.777,0.66723,578.777,0.76132,578.777,1.70841,578.777,1.39787,578.777,1.24123,578.777,0.30401,578.777,0.87374,578.777,0.57812,578.777
579.116,0.55557,0.59117,0.90904,0.74463,0.79629,0.99988,0.63952,0.37605,0.83138,0.72749,0.78991,0.93051,0.39389,0.46657,0.52071,0.12904,0.33501,0.31366,0.42015,0.66233,0.60904,0.49202,0.46484,0.42916,0.31758,0.52978,0.52027,0.38482,0.36499,0.32173,0.46002,0.72334,0.64297,0.40939,0.38693,0.49582,1.0778,1.20676,1.0647,0.49111,0.48245,0.61079,0.67268,579.116,0.27388,579.116,0.54419,579.116,0.92729,579.116,0.63925,579.116,0.71787,579.116,0.62454,579.116,0.53554,579.116,0.6477,579.116,0.36727,579.116,0.46756,579.116,0.4208,579.116,0.41948,579.116,0.42387,579.116,0.39924,579.116,0.51176,579.116,0.60021,579.116,0.5807,579.116,1.03808,579.116,0.79792,579.116,1.12311,579.116,0.75221,579.116,0.61111,579.116,0.65309,579.116,0.58187,579.116,0.61673,579.116,0.548,579.116,0.56566,579.116,1.03639,579.116,1.02024,579.116,0.30895,579.116,0.37318,579.116,0.58865,579.116,0.52368,579.116,0.62693,579.116,0.54023,579.116,0.3909,579.116,0.44563,579.116,0.40543,579.116,0.73919,579.116,0.63417,579.116,0.4995,579.116,0.65507,579.116,0.88969,579.116,0.66144,579.116,0.70171,579.116,0.81705,579.116,0.90988,579.116,0.90719,579.116,1.05148,579.116,1.20213,579.116,1.24688,579.116,0.93824,579.116,0.94714,579.116,0.54381,579.116,0.51976,579.116,0.39501,579.116,0.43144,579.116,0.33038,579.116,0.41765,579.116,0.37776,579.116,0.46681,579.116,0.39551,579.116,0.52715,579.116,0.76968,579.116,0.63364,579.116,1.16274,579.116,1.05173,579.116,1.12993,579.116,1.24076,579.116,0.90793,579.116,0.67786,579.116,1.168,579.116,1.53079,579.116,1.02624,579.116,1.38668,579.116,1.35904,579.116,1.30817,579.116,0.49461,579.116,0.70007,579.116,0.61141,579.116,0.48085,579.116,0.43292,579.116,0.41929,579.116,0.41437,579.116,0.508,579.116,0.55689,579.116,0.55764,579.116,0.51713,579.116,0.75876,579.116,0.90144,579.116,0.68931,579.116,0.51026,579.116,1.14947,579.116,0.73418,579.116,0.79451,579.116,1.72755,579.116,1.39958,579.116,1.23671,579.116,0.31056,579.116,0.87314,579.116,0.58333,579.116
579.455,0.58814,0.68921,0.90546,0.84965,0.82409,0.99862,0.65193,0.35066,0.83532,0.70012,0.77,0.98446,0.39937,0.45425,0.52334,0.10467,0.40881,0.36829,0.40457,0.76316,0.63082,0.48109,0.49603,0.43931,0.29268,0.51884,0.536,0.3599,0.3658,0.38244,0.50103,0.71889,0.55246,0.38914,0.3751,0.52185,1.09475,1.26764,1.10598,0.54615,0.50568,0.62041,0.72579,579.455,0.28876,579.455,0.54542,579.455,0.9747,579.455,0.62688,579.455,0.76582,579.455,0.59954,579.455,0.63734,579.455,0.63392,579.455,0.37463,579.455,0.45337,579.455,0.42159,579.455,0.38987,579.455,0.42653,579.455,0.48051,579.455,0.50551,579.455,0.5841,579.455,0.55056,579.455,1.0892,579.455,0.81918,579.455,1.10917,579.455,0.78938,579.455,0.6867,579.455,0.74269,579.455,0.60413,579.455,0.73535,579.455,0.55436,579.455,0.60103,579.455,1.0875,579.455,1.11206,579.455,0.33428,579.455,0.32824,579.455,0.62439,579.455,0.57913,579.455,0.59583,579.455,0.60463,579.455,0.42183,579.455,0.46328,579.455,0.44531,579.455,0.73901,579.455,0.68982,579.455,0.51873,579.455,0.6716,579.455,0.8878,579.455,0.74093,579.455,0.7203,579.455,0.875,579.455,0.97296,579.455,0.95936,579.455,1.07763,579.455,1.25631,579.455,1.26297,579.455,0.99541,579.455,1.05341,579.455,0.56262,579.455,0.57768,579.455,0.46114,579.455,0.45253,579.455,0.38797,579.455,0.44614,579.455,0.38338,579.455,0.48697,579.455,0.45172,579.455,0.53651,579.455,0.7527,579.455,0.62436,579.455,1.19751,579.455,1.06846,579.455,1.21025,579.455,1.34804,579.455,0.93829,579.455,0.73161,579.455,1.22409,579.455,1.49881,579.455,1.05384,579.455,1.3148,579.455,1.36988,579.455,1.39029,579.455,0.54407,579.455,0.71965,579.455,0.61101,579.455,0.49212,579.455,0.41188,579.455,0.43242,579.455,0.45674,579.455,0.50841,579.455,0.64115,579.455,0.58836,579.455,0.55423,579.455,0.77696,579.455,0.86537,579.455,0.72076,579.455,0.51117,579.455,1.14606,579.455,0.7553,579.455,0.84449,579.455,1.74548,579.455,1.41346,579.455,1.34249,579.455,0.32202,579.455,0.85883,579.455,0.6146,579.455
579.794,0.56278,0.6027,0.94071,0.83309,0.82717,1.00131,0.69013,0.31986,0.83843,0.7915,0.75836,0.91671,0.41377,0.43269,0.52969,0.04587,0.32,0.3291,0.41149,0.67124,0.58683,0.45446,0.46381,0.37875,0.32458,0.49232,0.51423,0.35494,0.30642,0.33578,0.47868,0.70709,0.61522,0.33124,0.39553,0.54321,1.02172,1.23927,1.09118,0.52629,0.47161,0.56512,0.7248,579.794,0.25401,579.794,0.53306,579.794,0.96089,579.794,0.64622,579.794,0.75979,579.794,0.57046,579.794,0.55817,579.794,0.59322,579.794,0.33452,579.794,0.37737,579.794,0.42809,579.794,0.40424,579.794,0.342,579.794,0.38066,579.794,0.4949,579.794,0.56483,579.794,0.55653,579.794,1.07528,579.794,0.72556,579.794,1.1047,579.794,0.75903,579.794,0.66353,579.794,0.70843,579.794,0.6173,579.794,0.62458,579.794,0.50684,579.794,0.63109,579.794,1.06325,579.794,1.15125,579.794,0.2922,579.794,0.34424,579.794,0.60519,579.794,0.52757,579.794,0.59693,579.794,0.55162,579.794,0.3511,579.794,0.44526,579.794,0.41833,579.794,0.71456,579.794,0.60618,579.794,0.45911,579.794,0.67533,579.794,0.89937,579.794,0.71003,579.794,0.68687,579.794,0.90245,579.794,0.93702,579.794,0.97603,579.794,1.03245,579.794,1.23927,579.794,1.23601,579.794,0.93171,579.794,1.03549,579.794,0.54479,579.794,0.53654,579.794,0.39247,579.794,0.42506,579.794,0.35989,579.794,0.44995,579.794,0.33692,579.794,0.4268,579.794,0.40836,579.794,0.53651,579.794,0.75906,579.794,0.62601,579.794,1.19228,579.794,1.03171,579.794,1.21348,579.794,1.24824,579.794,0.94599,579.794,0.70863,579.794,1.2348,579.794,1.47526,579.794,1.01706,579.794,1.34405,579.794,1.29445,579.794,1.38343,579.794,0.49244,579.794,0.66586,579.794,0.57837,579.794,0.47118,579.794,0.39378,579.794,0.40889,579.794,0.43772,579.794,0.5024,579.794,0.53111,579.794,0.56016,579.794,0.50361,579.794,0.69895,579.794,0.88187,579.794,0.71018,579.794,0.44259,579.794,1.09257,579.794,0.70506,579.794,0.78696,579.794,1.75815,579.794,1.44836,579.794,1.31717,579.794,0.32758,579.794,0.84553,579.794,0.5924,579.794
580.132,0.55725,0.63882,0.93977,0.83607,0.81328,1.02746,0.67036,0.34187,0.89248,0.67833,0.78815,0.90645,0.36583,0.4536,0.54811,0.09267,0.34952,0.32064,0.40525,0.68289,0.56768,0.49736,0.42938,0.37631,0.33112,0.47238,0.47645,0.34035,0.34673,0.33481,0.4358,0.69666,0.61477,0.40806,0.36026,0.47492,1.0277,1.31708,1.13641,0.48567,0.46951,0.54882,0.73028,580.132,0.21708,580.132,0.59131,580.132,0.99835,580.132,0.58575,580.132,0.71555,580.132,0.54524,580.132,0.50814,580.132,0.6317,580.132,0.40197,580.132,0.45226,580.132,0.40308,580.132,0.39895,580.132,0.43568,580.132,0.389,580.132,0.52463,580.132,0.56492,580.132,0.50462,580.132,1.02354,580.132,0.83835,580.132,1.05619,580.132,0.77664,580.132,0.65926,580.132,0.72284,580.132,0.62575,580.132,0.6213,580.132,0.51077,580.132,0.60437,580.132,1.04574,580.132,1.10501,580.132,0.30818,580.132,0.32445,580.132,0.57018,580.132,0.49712,580.132,0.57334,580.132,0.50825,580.132,0.36056,580.132,0.41046,580.132,0.39943,580.132,0.74536,580.132,0.66242,580.132,0.48974,580.132,0.69874,580.132,0.90662,580.132,0.70017,580.132,0.70283,580.132,0.91118,580.132,0.92686,580.132,1.00351,580.132,1.01126,580.132,1.23268,580.132,1.3182,580.132,0.99992,580.132,1.06637,580.132,0.46374,580.132,0.52096,580.132,0.3503,580.132,0.39871,580.132,0.34801,580.132,0.39679,580.132,0.37764,580.132,0.49071,580.132,0.40832,580.132,0.49464,580.132,0.76451,580.132,0.59544,580.132,1.20014,580.132,1.05564,580.132,1.23024,580.132,1.2709,580.132,0.94227,580.132,0.71266,580.132,1.20938,580.132,1.55515,580.132,1.05044,580.132,1.37501,580.132,1.33689,580.132,1.3588,580.132,0.48634,580.132,0.69474,580.132,0.5672,580.132,0.40807,580.132,0.37293,580.132,0.44803,580.132,0.43219,580.132,0.50719,580.132,0.57554,580.132,0.57479,580.132,0.55651,580.132,0.74266,580.132,0.80731,580.132,0.75438,580.132,0.4673,580.132,1.14122,580.132,0.76216,580.132,0.80031,580.132,1.73452,580.132,1.42959,580.132,1.37049,580.132,0.30632,580.132,0.80474,580.132,0.54699,580.132
580.471,0.58238,0.65091,0.941,0.75552,0.85704,1.03913,0.70267,0.4005,0.87347,0.72895,0.80185,0.95315,0.40291,0.43684,0.49956,0.10827,0.32229,0.29197,0.38467,0.67065,0.60361,0.47549,0.38772,0.41857,0.32499,0.46783,0.51508,0.32062,0.3317,0.37936,0.47953,0.67693,0.60995,0.34947,0.37528,0.52012,1.1135,1.20807,1.16464,0.49945,0.46214,0.58003,0.81007,580.471,0.24833,580.471,0.57144,580.471,1.03579,580.471,0.63109,580.471,0.72587,580.471,0.57458,580.471,0.54634,580.471,0.63393,580.471,0.39968,580.471,0.4139,580.471,0.40971,580.471,0.44593,580.471,0.40669,580.471,0.41766,580.471,0.5117,580.471,0.57974,580.471,0.51091,580.471,1.06851,580.471,0.80285,580.471,1.15376,580.471,0.81238,580.471,0.7047,580.471,0.7191,580.471,0.60874,580.471,0.68218,580.471,0.51144,580.471,0.61924,580.471,1.10529,580.471,1.15995,580.471,0.29469,580.471,0.3383,580.471,0.58386,580.471,0.50276,580.471,0.57561,580.471,0.52533,580.471,0.369,580.471,0.42244,580.471,0.38805,580.471,0.73147,580.471,0.61266,580.471,0.48396,580.471,0.75481,580.471,0.85969,580.471,0.71552,580.471,0.74501,580.471,0.83992,580.471,0.93855,580.471,0.95522,580.471,1.11742,580.471,1.31481,580.471,1.32595,580.471,1.01617,580.471,1.05391,580.471,0.52247,580.471,0.56636,580.471,0.41186,580.471,0.43203,580.471,0.3167,580.471,0.40031,580.471,0.34488,580.471,0.3712,580.471,0.40093,580.471,0.53306,580.471,0.74867,580.471,0.61114,580.471,1.20028,580.471,1.11568,580.471,1.20609,580.471,1.29895,580.471,0.90134,580.471,0.69873,580.471,1.22592,580.471,1.60047,580.471,1.03895,580.471,1.35007,580.471,1.38787,580.471,1.43563,580.471,0.49445,580.471,0.69469,580.471,0.55754,580.471,0.43793,580.471,0.39578,580.471,0.46006,580.471,0.44122,580.471,0.48008,580.471,0.54802,580.471,0.56217,580.471,0.53939,580.471,0.74268,580.471,0.86949,580.471,0.72015,580.471,0.47837,580.471,1.13632,580.471,0.74581,580.471,0.78849,580.471,1.77859,580.471,1.50851,580.471,1.34454,580.471,0.31518,580.471,0.87089,580.471,0.50851,580.471
580.809,0.61493,0.71027,0.97763,0.82424,0.87488,1.08328,0.74172,0.44224,0.91459,0.82862,0.84468,0.98972,0.38764,0.48636,0.54088,0.12369,0.33727,0.31315,0.46525,0.78085,0.62486,0.52999,0.46408,0.41771,0.3194,0.51396,0.54371,0.37718,0.36673,0.37961,0.52281,0.68945,0.64005,0.37181,0.37648,0.50108,1.18723,1.31785,1.17929,0.5445,0.51156,0.63643,0.80661,580.809,0.30567,580.809,0.59376,580.809,1.06033,580.809,0.69147,580.809,0.79145,580.809,0.61558,580.809,0.61315,580.809,0.66206,580.809,0.4774,580.809,0.46727,580.809,0.43366,580.809,0.41646,580.809,0.46756,580.809,0.43456,580.809,0.48709,580.809,0.638,580.809,0.58442,580.809,1.17281,580.809,0.82652,580.809,1.1493,580.809,0.86965,580.809,0.73813,580.809,0.77349,580.809,0.63044,580.809,0.70169,580.809,0.58261,580.809,0.62407,580.809,1.12346,580.809,1.21714,580.809,0.26596,580.809,0.34589,580.809,0.63905,580.809,0.59987,580.809,0.60712,580.809,0.59762,580.809,0.40161,580.809,0.41822,580.809,0.47737,580.809,0.76068,580.809,0.64497,580.809,0.51744,580.809,0.72363,580.809,0.96477,580.809,0.84261,580.809,0.78155,580.809,0.93375,580.809,1.0121,580.809,1.04201,580.809,1.13173,580.809,1.35722,580.809,1.37373,580.809,1.09079,580.809,1.1476,580.809,0.55625,580.809,0.59644,580.809,0.45067,580.809,0.44307,580.809,0.34663,580.809,0.45054,580.809,0.4038,580.809,0.45419,580.809,0.41807,580.809,0.50108,580.809,0.7847,580.809,0.63654,580.809,1.29467,580.809,1.13494,580.809,1.25944,580.809,1.33699,580.809,0.98546,580.809,0.84518,580.809,1.27917,580.809,1.65173,580.809,1.13074,580.809,1.4807,580.809,1.44322,580.809,1.45863,580.809,0.54961,580.809,0.73645,580.809,0.58669,580.809,0.51908,580.809,0.4243,580.809,0.47935,580.809,0.47938,580.809,0.50272,580.809,0.62463,580.809,0.61006,580.809,0.5953,580.809,0.77775,580.809,0.93847,580.809,0.76818,580.809,0.543,580.809,1.18264,580.809,0.7705,580.809,0.88951,580.809,1.85459,580.809,1.55038,580.809,1.37148,580.809,0.36537,580.809,0.87762,580.809,0.60854,580.809
581.148,0.59683,0.64139,0.93214,0.83402,0.85857,1.03673,0.6795,0.39731,0.8867,0.80842,0.84562,0.98552,0.39784,0.4533,0.50659,0.10723,0.33698,0.35872,0.43868,0.69439,0.60116,0.48019,0.43235,0.38629,0.36077,0.4838,0.48974,0.36344,0.36467,0.38743,0.50439,0.6941,0.55733,0.43071,0.3618,0.46009,1.16822,1.28615,1.19588,0.53272,0.51468,0.65073,0.77929,581.148,0.30903,581.148,0.61965,581.148,1.03246,581.148,0.70315,581.148,0.80909,581.148,0.57356,581.148,0.51957,581.148,0.64552,581.148,0.42602,581.148,0.46648,581.148,0.44776,581.148,0.41269,581.148,0.43583,581.148,0.39335,581.148,0.48309,581.148,0.60966,581.148,0.5934,581.148,1.1364,581.148,0.82037,581.148,1.11751,581.148,0.84255,581.148,0.67871,581.148,0.76576,581.148,0.61332,581.148,0.70918,581.148,0.57471,581.148,0.651,581.148,1.12767,581.148,1.1776,581.148,0.28014,581.148,0.39211,581.148,0.57864,581.148,0.56056,581.148,0.61021,581.148,0.53687,581.148,0.36612,581.148,0.43815,581.148,0.46094,581.148,0.73417,581.148,0.63244,581.148,0.47296,581.148,0.74164,581.148,0.96089,581.148,0.71269,581.148,0.77763,581.148,0.92861,581.148,0.96528,581.148,0.97502,581.148,1.07146,581.148,1.32224,581.148,1.36131,581.148,1.04463,581.148,1.1547,581.148,0.52554,581.148,0.52921,581.148,0.38819,581.148,0.45176,581.148,0.35301,581.148,0.42492,581.148,0.3768,581.148,0.49783,581.148,0.4106,581.148,0.52569,581.148,0.7803,581.148,0.67972,581.148,1.30101,581.148,1.10508,581.148,1.25055,581.148,1.30933,581.148,1.00615,581.148,0.7342,581.148,1.27443,581.148,1.63267,581.148,1.16859,581.148,1.44826,581.148,1.41644,581.148,1.5037,581.148,0.56765,581.148,0.72667,581.148,0.58512,581.148,0.41185,581.148,0.42685,581.148,0.41711,581.148,0.47342,581.148,0.53232,581.148,0.58104,581.148,0.56884,581.148,0.54599,581.148,0.7718,581.148,0.92839,581.148,0.75618,581.148,0.5341,581.148,1.11184,581.148,0.77445,581.148,0.85262,581.148,1.88255,581.148,1.50407,581.148,1.42279,581.148,0.3495,581.148,0.9009,581.148,0.60616,581.148
