#,Date-Time (U.S. Outlying Islands Standard Time),Temperature   (°C),Button Down,Host Connected,End of File
632,07/29/2024 18:10:00,25.770,,,
633,07/29/2024 18:20:00,25.780,,,
634,07/29/2024 18:30:00,25.780,,,
635,07/29/2024 18:40:00,25.770,,,
636,07/29/2024 18:50:00,25.759,,,
637,07/29/2024 19:00:00,25.759,,,
638,07/29/2024 19:10:00,25.737,,,
639,07/29/2024 19:20:00,25.716,,,
640,07/29/2024 19:30:00,25.684,,,
641,07/29/2024 19:40:00,25.641,,,
642,07/29/2024 19:50:00,25.619,,,
643,07/29/2024 20:00:00,25.598,,,
644,07/29/2024 20:10:00,25.577,,,
645,07/29/2024 20:20:00,25.555,,,
646,07/29/2024 20:30:00,25.523,,,
647,07/29/2024 20:40:00,25.491,,,
648,07/29/2024 20:50:00,25.459,,,
649,07/29/2024 21:00:00,25.426,,,
650,07/29/2024 21:10:00,25.394,,,
651,07/29/2024 21:20:00,25.373,,,
652,07/29/2024 21:30:00,25.341,,,
653,07/29/2024 21:40:00,25.319,,,
654,07/29/2024 21:50:00,25.287,,,
655,07/29/2024 22:00:00,25.266,,,
656,07/29/2024 22:10:00,25.233,,,
657,07/29/2024 22:20:00,25.212,,,
658,07/29/2024 22:30:00,25.201,,,
659,07/29/2024 22:40:00,25.169,,,
660,07/29/2024 22:50:00,25.148,,,
661,07/29/2024 23:00:00,25.137,,,
662,07/29/2024 23:10:00,25.115,,,
663,07/29/2024 23:20:00,25.083,,,
664,07/29/2024 23:30:00,25.073,,,
665,07/29/2024 23:40:00,25.062,,,
666,07/29/2024 23:50:00,25.040,,,
667,07/30/2024 00:00:00,25.030,,,
668,07/30/2024 00:10:00,25.008,,,
669,07/30/2024 00:20:00,24.997,,,
670,07/30/2024 00:30:00,24.976,,,
671,07/30/2024 00:40:00,24.965,,,
672,07/30/2024 00:50:00,24.944,,,
673,07/30/2024 01:00:00,24.933,,,
674,07/30/2024 01:10:00,24.912,,,
675,07/30/2024 01:20:00,24.890,,,
676,07/30/2024 01:30:00,24.890,,,
677,07/30/2024 01:40:00,24.869,,,
678,07/30/2024 01:50:00,24.858,,,
679,07/30/2024 02:00:00,24.837,,,
680,07/30/2024 02:10:00,24.826,,,
681,07/30/2024 02:20:00,24.804,,,
682,07/30/2024 02:30:00,24.783,,,
683,07/30/2024 02:40:00,24.751,,,
684,07/30/2024 02:50:00,24.740,,,
685,07/30/2024 03:00:00,24.719,,,
686,07/30/2024 03:10:00,24.697,,,
687,07/30/2024 03:20:00,24.676,,,
688,07/30/2024 03:30:00,24.644,,,
689,07/30/2024 03:40:00,24.622,,,
690,07/30/2024 03:50:00,24.601,,,
691,07/30/2024 04:00:00,24.568,,,
692,07/30/2024 04:10:00,24.568,,,
693,07/30/2024 04:20:00,24.558,,,
694,07/30/2024 04:30:00,24.547,,,
695,07/30/2024 04:40:00,24.536,,,
696,07/30/2024 04:50:00,24.536,,,
697,07/30/2024 05:00:00,24.515,,,
698,07/30/2024 05:10:00,24.515,,,
699,07/30/2024 05:20:00,24.515,,,
700,07/30/2024 05:30:00,24.504,,,
701,07/30/2024 05:40:00,24.504,,,
702,07/30/2024 05:50:00,24.493,,,
703,07/30/2024 06:00:00,24.483,,,
704,07/30/2024 06:10:00,24.483,,,
705,07/30/2024 06:20:00,24.493,,,
706,07/30/2024 06:30:00,24.504,,,
707,07/30/2024 06:40:00,24.515,,,
708,07/30/2024 06:50:00,24.472,,,
709,07/30/2024 07:00:00,24.493,,,
710,07/30/2024 07:10:00,24.504,,,
711,07/30/2024 07:20:00,24.450,,,
712,07/30/2024 07:30:00,24.450,,,
713,07/30/2024 07:40:00,24.450,,,
714,07/30/2024 07:50:00,24.450,,,
715,07/30/2024 08:00:00,24.504,,,
716,07/30/2024 08:10:00,24.536,,,
717,07/30/2024 08:20:00,24.547,,,
718,07/30/2024 08:30:00,24.622,,,
719,07/30/2024 08:40:00,24.633,,,
720,07/30/2024 08:50:00,24.804,,,
721,07/30/2024 09:00:00,24.858,,,
722,07/30/2024 09:10:00,24.879,,,
723,07/30/2024 09:20:00,24.847,,,
724,07/30/2024 09:30:00,24.890,,,
725,07/30/2024 09:40:00,24.965,,,
726,07/30/2024 09:50:00,25.062,,,
727,07/30/2024 10:00:00,25.073,,,
728,07/30/2024 10:10:00,25.137,,,
729,07/30/2024 10:20:00,25.266,,,
730,07/30/2024 10:30:00,25.384,,,
731,07/30/2024 10:40:00,25.351,,,
732,07/30/2024 10:50:00,25.394,,,
733,07/30/2024 11:00:00,25.673,,,
734,07/30/2024 11:10:00,25.813,,,
735,07/30/2024 11:20:00,25.931,,,
736,07/30/2024 11:30:00,26.048,,,
737,07/30/2024 11:40:00,25.855,,,
738,07/30/2024 11:50:00,25.813,,,
739,07/30/2024 12:00:00,26.038,,,
740,07/30/2024 12:10:00,26.338,,,
741,07/30/2024 12:20:00,26.435,,,
742,07/30/2024 12:30:00,26.542,,,
743,07/30/2024 12:40:00,26.649,,,
744,07/30/2024 12:50:00,26.778,,,
745,07/30/2024 13:00:00,26.853,,,
746,07/30/2024 13:10:00,26.917,,,
747,07/30/2024 13:20:00,26.982,,,
748,07/30/2024 13:30:00,27.089,,,
749,07/30/2024 13:40:00,27.207,,,
750,07/30/2024 13:50:00,27.314,,,
751,07/30/2024 14:00:00,27.421,,,
752,07/30/2024 14:10:00,27.507,,,
753,07/30/2024 14:20:00,27.636,,,
754,07/30/2024 14:30:00,27.722,,,
755,07/30/2024 14:40:00,27.797,,,
756,07/30/2024 14:50:00,27.861,,,
757,07/30/2024 15:00:00,27.936,,,
758,07/30/2024 15:10:00,28.022,,,
759,07/30/2024 15:20:00,28.290,,,
760,07/30/2024 15:30:00,28.258,,,
761,07/30/2024 15:40:00,28.311,,,
762,07/30/2024 15:50:00,28.344,,,
763,07/30/2024 16:00:00,28.429,,,
764,07/30/2024 16:10:00,28.451,,,
765,07/30/2024 16:20:00,28.451,,,
766,07/30/2024 16:30:00,28.333,,,
767,07/30/2024 16:40:00,28.365,,,
768,07/30/2024 16:50:00,28.301,,,
769,07/30/2024 17:00:00,28.333,,,
770,07/30/2024 17:10:00,28.344,,,
771,07/30/2024 17:20:00,28.161,,,
772,07/30/2024 17:30:00,28.322,,,
773,07/30/2024 17:40:00,28.022,,,
774,07/30/2024 17:50:00,27.807,,,
775,07/30/2024 18:00:00,27.679,,,
776,07/30/2024 18:10:00,27.604,,,
777,07/30/2024 18:20:00,27.529,,,
778,07/30/2024 18:30:00,27.421,,,
779,07/30/2024 18:40:00,27.336,,,
780,07/30/2024 18:50:00,27.239,,,
781,07/30/2024 19:00:00,27.153,,,
782,07/30/2024 19:10:00,27.035,,,
783,07/30/2024 19:20:00,26.928,,,
784,07/30/2024 19:30:00,26.810,,,
785,07/30/2024 19:40:00,26.713,,,
786,07/30/2024 19:50:00,26.638,,,
787,07/30/2024 20:00:00,26.585,,,
788,07/30/2024 20:10:00,26.510,,,
789,07/30/2024 20:20:00,26.435,,,
790,07/30/2024 20:30:00,26.360,,,
791,07/30/2024 20:40:00,26.295,,,
792,07/30/2024 20:50:00,26.231,,,
793,07/30/2024 21:00:00,26.177,,,
794,07/30/2024 21:10:00,26.124,,,
795,07/30/2024 21:20:00,26.059,,,
796,07/30/2024 21:30:00,25.995,,,
797,07/30/2024 21:40:00,25.952,,,
798,07/30/2024 21:50:00,25.898,,,
799,07/30/2024 22:00:00,25.866,,,
800,07/30/2024 22:10:00,25.802,,,
801,07/30/2024 22:20:00,25.759,,,
802,07/30/2024 22:30:00,25.716,,,
803,07/30/2024 22:40:00,25.673,,,
804,07/30/2024 22:50:00,25.652,,,
805,07/30/2024 23:00:00,25.630,,,
806,07/30/2024 23:10:00,25.577,,,
807,07/30/2024 23:20:00,25.523,,,
808,07/30/2024 23:30:00,25.469,,,
809,07/30/2024 23:40:00,25.426,,,
810,07/30/2024 23:50:00,25.405,,,
811,07/31/2024 00:00:00,25.362,,,
812,07/31/2024 00:10:00,25.319,,,
813,07/31/2024 00:20:00,25.223,,,
814,07/31/2024 00:30:00,25.115,,,
815,07/31/2024 00:40:00,25.051,,,
816,07/31/2024 00:50:00,24.976,,,
817,07/31/2024 01:00:00,24.901,,,
818,07/31/2024 01:10:00,24.858,,,
819,07/31/2024 01:20:00,24.815,,,
820,07/31/2024 01:30:00,24.772,,,
821,07/31/2024 01:40:00,24.719,,,
822,07/31/2024 01:50:00,24.686,,,
823,07/31/2024 02:00:00,24.654,,,
824,07/31/2024 02:10:00,24.633,,,
825,07/31/2024 02:20:00,24.622,,,
826,07/31/2024 02:30:00,24.601,,,
827,07/31/2024 02:40:00,24.568,,,
828,07/31/2024 02:50:00,24.558,,,
829,07/31/2024 03:00:00,24.536,,,
830,07/31/2024 03:10:00,24.515,,,
831,07/31/2024 03:20:00,24.515,,,
832,07/31/2024 03:30:00,24.483,,,
833,07/31/2024 03:40:00,24.461,,,
834,07/31/2024 03:50:00,24.440,,,
835,07/31/2024 04:00:00,24.429,,,
836,07/31/2024 04:10:00,24.408,,,
837,07/31/2024 04:20:00,24.397,,,
838,07/31/2024 04:30:00,24.365,,,
839,07/31/2024 04:40:00,24.354,,,
840,07/31/2024 04:50:00,24.343,,,
841,07/31/2024 05:00:00,24.322,,,
842,07/31/2024 05:10:00,24.311,,,
843,07/31/2024 05:20:00,24.300,,,
844,07/31/2024 05:30:00,24.290,,,
845,07/31/2024 05:40:00,24.279,,,
846,07/31/2024 05:50:00,24.279,,,
847,07/31/2024 06:00:00,24.268,,,
848,07/31/2024 06:10:00,24.257,,,
849,07/31/2024 06:20:00,24.257,,,
850,07/31/2024 06:30:00,24.257,,,
851,07/31/2024 06:40:00,24.268,,,
852,07/31/2024 06:50:00,24.268,,,
853,07/31/2024 07:00:00,24.279,,,
854,07/31/2024 07:10:00,24.279,,,
855,07/31/2024 07:20:00,24.279,,,
856,07/31/2024 07:30:00,24.300,,,
857,07/31/2024 07:40:00,24.311,,,
858,07/31/2024 07:50:00,24.343,,,
859,07/31/2024 08:00:00,24.354,,,
860,07/31/2024 08:10:00,24.386,,,
861,07/31/2024 08:20:00,24.408,,,
862,07/31/2024 08:30:00,24.440,,,
863,07/31/2024 08:40:00,24.472,,,
864,07/31/2024 08:50:00,24.633,,,
865,07/31/2024 09:00:00,24.751,,,
866,07/31/2024 09:10:00,24.772,,,
867,07/31/2024 09:20:00,24.740,,,
868,07/31/2024 09:30:00,24.815,,,
869,07/31/2024 09:40:00,24.922,,,
870,07/31/2024 09:50:00,24.997,,,
871,07/31/2024 10:00:00,25.019,,,
872,07/31/2024 10:10:00,25.083,,,
873,07/31/2024 10:20:00,25.190,,,
874,07/31/2024 10:30:00,25.341,,,
875,07/31/2024 10:40:00,25.619,,,
876,07/31/2024 10:50:00,25.534,,,
877,07/31/2024 11:00:00,25.759,,,
878,07/31/2024 11:10:00,25.823,,,
879,07/31/2024 11:20:00,25.952,,,
880,07/31/2024 11:30:00,26.070,,,
881,07/31/2024 11:40:00,26.177,,,
882,07/31/2024 11:50:00,26.349,,,
883,07/31/2024 12:00:00,26.467,,,
884,07/31/2024 12:10:00,26.638,,,
885,07/31/2024 12:20:00,26.778,,,
886,07/31/2024 12:30:00,26.746,,,
887,07/31/2024 12:40:00,27.014,,,
888,07/31/2024 12:50:00,27.164,,,
889,07/31/2024 13:00:00,27.239,,,
890,07/31/2024 13:10:00,27.218,,,
891,07/31/2024 13:20:00,27.421,,,
892,07/31/2024 13:30:00,27.507,,,
893,07/31/2024 13:40:00,27.604,,,
894,07/31/2024 13:50:00,27.711,,,
895,07/31/2024 14:00:00,27.625,,,
896,07/31/2024 14:10:00,27.850,,,
897,07/31/2024 14:20:00,27.968,,,
898,07/31/2024 14:30:00,28.022,,,
899,07/31/2024 14:40:00,28.140,,,
900,07/31/2024 14:50:00,28.236,,,
901,07/31/2024 15:00:00,28.247,,,
902,07/31/2024 15:10:00,28.376,,,
903,07/31/2024 15:20:00,28.419,,,
904,07/31/2024 15:30:00,28.269,,,
905,07/31/2024 15:40:00,28.344,,,
906,07/31/2024 15:50:00,28.451,,,
907,07/31/2024 16:00:00,28.601,,,
908,07/31/2024 16:10:00,28.623,,,
909,07/31/2024 16:20:00,28.644,,,
910,07/31/2024 16:30:00,28.655,,,
911,07/31/2024 16:40:00,28.644,,,
912,07/31/2024 16:50:00,28.665,,,
913,07/31/2024 17:00:00,28.698,,,
914,07/31/2024 17:10:00,28.730,,,
915,07/31/2024 17:20:00,28.698,,,
916,07/31/2024 17:30:00,28.601,,,
917,07/31/2024 17:40:00,28.655,,,
918,07/31/2024 17:50:00,28.397,,,
919,07/31/2024 18:00:00,28.301,,,
920,07/31/2024 18:10:00,28.215,,,
921,07/31/2024 18:20:00,28.108,,,
922,07/31/2024 18:30:00,28.011,,,
923,07/31/2024 18:40:00,27.904,,,
924,07/31/2024 18:50:00,27.818,,,
925,07/31/2024 19:00:00,27.743,,,
926,07/31/2024 19:10:00,27.647,,,
927,07/31/2024 19:20:00,27.539,,,
928,07/31/2024 19:30:00,27.432,,,
929,07/31/2024 19:40:00,27.336,,,
930,07/31/2024 19:50:00,27.228,,,
931,07/31/2024 20:00:00,27.142,,,
932,07/31/2024 20:10:00,27.046,,,
933,07/31/2024 20:20:00,26.971,,,
934,07/31/2024 20:30:00,26.896,,,
935,07/31/2024 20:40:00,26.810,,,
936,07/31/2024 20:50:00,26.724,,,
937,07/31/2024 21:00:00,26.660,,,
938,07/31/2024 21:10:00,26.585,,,
939,07/31/2024 21:20:00,26.510,,,
940,07/31/2024 21:30:00,26.424,,,
941,07/31/2024 21:40:00,26.349,,,
942,07/31/2024 21:50:00,26.284,,,
943,07/31/2024 22:00:00,26.209,,,
944,07/31/2024 22:10:00,26.156,,,
945,07/31/2024 22:20:00,26.091,,,
946,07/31/2024 22:30:00,26.016,,,
947,07/31/2024 22:40:00,25.952,,,
948,07/31/2024 22:50:00,25.877,,,
949,07/31/2024 23:00:00,25.813,,,
950,07/31/2024 23:10:00,25.748,,,
951,07/31/2024 23:20:00,25.673,,,
952,07/31/2024 23:30:00,25.577,,,
953,07/31/2024 23:40:00,25.491,,,
954,07/31/2024 23:50:00,25.405,,,
955,08/01/2024 00:00:00,25.330,,,
956,08/01/2024 00:10:00,25.266,,,
957,08/01/2024 00:20:00,25.190,,,
958,08/01/2024 00:30:00,25.126,,,
959,08/01/2024 00:40:00,25.073,,,
960,08/01/2024 00:50:00,25.019,,,
961,08/01/2024 01:00:00,24.965,,,
962,08/01/2024 01:10:00,24.912,,,
963,08/01/2024 01:20:00,24.869,,,
964,08/01/2024 01:30:00,24.826,,,
965,08/01/2024 01:40:00,24.783,,,
966,08/01/2024 01:50:00,24.740,,,
967,08/01/2024 02:00:00,24.719,,,
968,08/01/2024 02:10:00,24.686,,,
969,08/01/2024 02:20:00,24.633,,,
970,08/01/2024 02:30:00,24.601,,,
971,08/01/2024 02:40:00,24.558,,,
972,08/01/2024 02:50:00,24.515,,,
973,08/01/2024 03:00:00,24.483,,,
974,08/01/2024 03:10:00,24.440,,,
975,08/01/2024 03:20:00,24.418,,,
976,08/01/2024 03:30:00,24.386,,,
977,08/01/2024 03:40:00,24.354,,,
978,08/01/2024 03:50:00,24.322,,,
979,08/01/2024 04:00:00,24.290,,,
980,08/01/2024 04:10:00,24.257,,,
981,08/01/2024 04:20:00,24.214,,,
982,08/01/2024 04:30:00,24.182,,,
983,08/01/2024 04:40:00,24.161,,,
984,08/01/2024 04:50:00,24.118,,,
985,08/01/2024 05:00:00,24.086,,,
986,08/01/2024 05:10:00,24.064,,,
987,08/01/2024 05:20:00,24.032,,,
988,08/01/2024 05:30:00,24.021,,,
989,08/01/2024 05:40:00,24.000,,,
990,08/01/2024 05:50:00,23.968,,,
991,08/01/2024 06:00:00,23.968,,,
992,08/01/2024 06:10:00,23.936,,,
993,08/01/2024 06:20:00,23.936,,,
994,08/01/2024 06:30:00,23.925,,,
995,08/01/2024 06:40:00,23.925,,,
996,08/01/2024 06:50:00,23.914,,,
997,08/01/2024 07:00:00,23.925,,,
998,08/01/2024 07:10:00,23.914,,,
999,08/01/2024 07:20:00,23.925,,,
1000,08/01/2024 07:30:00,23.936,,,
1001,08/01/2024 07:40:00,23.936,,,
1002,08/01/2024 07:50:00,23.968,,,
1003,08/01/2024 08:00:00,23.968,,,
1004,08/01/2024 08:10:00,24.021,,,
1005,08/01/2024 08:20:00,24.032,,,
1006,08/01/2024 08:30:00,24.097,,,
1007,08/01/2024 08:40:00,24.086,,,
1008,08/01/2024 08:50:00,24.225,,,
1009,08/01/2024 09:00:00,24.365,,,
1010,08/01/2024 09:10:00,24.397,,,
1011,08/01/2024 09:20:00,24.365,,,
1012,08/01/2024 09:30:00,24.450,,,
1013,08/01/2024 09:40:00,24.526,,,
1014,08/01/2024 09:50:00,24.568,,,
1015,08/01/2024 10:00:00,24.633,,,
1016,08/01/2024 10:10:00,24.697,,,
1017,08/01/2024 10:20:00,24.837,,,
1018,08/01/2024 10:30:00,25.008,,,
1019,08/01/2024 10:40:00,25.255,,,
1020,08/01/2024 10:50:00,25.319,,,
1021,08/01/2024 11:00:00,25.469,,,
1022,08/01/2024 11:10:00,25.512,,,
1023,08/01/2024 11:20:00,25.716,,,
1024,08/01/2024 11:30:00,25.813,,,
1025,08/01/2024 11:40:00,26.070,,,
1026,08/01/2024 11:50:00,26.231,,,
1027,08/01/2024 12:00:00,26.295,,,
1028,08/01/2024 12:10:00,26.477,,,
1029,08/01/2024 12:20:00,26.563,,,
1030,08/01/2024 12:30:00,26.628,,,
1031,08/01/2024 12:40:00,26.885,,,
1032,08/01/2024 12:50:00,27.024,,,
1033,08/01/2024 13:00:00,27.046,,,
1034,08/01/2024 13:10:00,27.142,,,
1035,08/01/2024 13:20:00,27.132,,,
1036,08/01/2024 13:30:00,27.293,,,
1037,08/01/2024 13:40:00,27.389,,,
1038,08/01/2024 13:50:00,27.486,,,
1039,08/01/2024 14:00:00,27.593,,,
1040,08/01/2024 14:10:00,27.657,,,
1041,08/01/2024 14:20:00,27.689,,,
1042,08/01/2024 14:30:00,27.872,,,
1043,08/01/2024 14:40:00,27.968,,,
1044,08/01/2024 14:50:00,28.054,,,
1045,08/01/2024 15:00:00,28.140,,,
1046,08/01/2024 15:10:00,28.183,,,
1047,08/01/2024 15:20:00,28.236,,,
1048,08/01/2024 15:30:00,28.258,,,
1049,08/01/2024 15:40:00,28.311,,,
1050,08/01/2024 15:50:00,28.333,,,
1051,08/01/2024 16:00:00,28.354,,,
1052,08/01/2024 16:10:00,28.161,,,
1053,08/01/2024 16:20:00,28.140,,,
1054,08/01/2024 16:30:00,28.161,,,
1055,08/01/2024 16:40:00,28.172,,,
1056,08/01/2024 16:50:00,28.236,,,
1057,08/01/2024 17:00:00,28.140,,,
1058,08/01/2024 17:10:00,28.236,,,
1059,08/01/2024 17:20:00,28.236,,,
1060,08/01/2024 17:30:00,28.226,,,
1061,08/01/2024 17:40:00,28.097,,,
1062,08/01/2024 17:50:00,27.872,,,
1063,08/01/2024 18:00:00,27.711,,,
1064,08/01/2024 18:10:00,27.571,,,
1065,08/01/2024 18:20:00,27.443,,,
1066,08/01/2024 18:30:00,27.378,,,
1067,08/01/2024 18:40:00,27.303,,,
1068,08/01/2024 18:50:00,27.239,,,
1069,08/01/2024 19:00:00,27.175,,,
1070,08/01/2024 19:10:00,27.078,,,
1071,08/01/2024 19:20:00,26.906,,,
1072,08/01/2024 19:30:00,26.756,,,
1073,08/01/2024 19:40:00,26.617,,,
1074,08/01/2024 19:50:00,26.488,,,
1075,08/01/2024 20:00:00,26.370,,,
1076,08/01/2024 20:10:00,26.263,,,
1077,08/01/2024 20:20:00,26.166,,,
1078,08/01/2024 20:30:00,26.070,,,
1079,08/01/2024 20:40:00,25.984,,,
1080,08/01/2024 20:50:00,25.898,,,
1081,08/01/2024 21:00:00,25.823,,,
1082,08/01/2024 21:10:00,25.748,,,
1083,08/01/2024 21:20:00,25.684,,,
1084,08/01/2024 21:30:00,25.609,,,
1085,08/01/2024 21:40:00,25.544,,,
1086,08/01/2024 21:50:00,25.491,,,
1087,08/01/2024 22:00:00,25.426,,,
1088,08/01/2024 22:10:00,25.362,,,
1089,08/01/2024 22:20:00,25.298,,,
1090,08/01/2024 22:30:00,25.255,,,
1091,08/01/2024 22:40:00,25.201,,,
1092,08/01/2024 22:50:00,25.158,,,
1093,08/01/2024 23:00:00,25.115,,,
1094,08/01/2024 23:10:00,25.073,,,
1095,08/01/2024 23:20:00,25.030,,,
1096,08/01/2024 23:30:00,24.997,,,
1097,08/01/2024 23:40:00,24.965,,,
1098,08/01/2024 23:50:00,24.922,,,
1099,08/02/2024 00:00:00,24.890,,,
1100,08/02/2024 00:10:00,24.858,,,
1101,08/02/2024 00:20:00,24.815,,,
1102,08/02/2024 00:30:00,24.783,,,
1103,08/02/2024 00:40:00,24.740,,,
1104,08/02/2024 00:50:00,24.719,,,
1105,08/02/2024 01:00:00,24.686,,,
1106,08/02/2024 01:10:00,24.644,,,
1107,08/02/2024 01:20:00,24.611,,,
1108,08/02/2024 01:30:00,24.579,,,
1109,08/02/2024 01:40:00,24.536,,,
1110,08/02/2024 01:50:00,24.515,,,
1111,08/02/2024 02:00:00,24.461,,,
1112,08/02/2024 02:10:00,24.440,,,
1113,08/02/2024 02:20:00,24.397,,,
1114,08/02/2024 02:30:00,24.365,,,
1115,08/02/2024 02:40:00,24.343,,,
1116,08/02/2024 02:50:00,24.311,,,
1117,08/02/2024 03:00:00,24.279,,,
1118,08/02/2024 03:10:00,24.257,,,
1119,08/02/2024 03:20:00,24.247,,,
1120,08/02/2024 03:30:00,24.225,,,
1121,08/02/2024 03:40:00,24.193,,,
1122,08/02/2024 03:50:00,24.172,,,
1123,08/02/2024 04:00:00,24.139,,,
1124,08/02/2024 04:10:00,24.107,,,
1125,08/02/2024 04:20:00,24.086,,,
1126,08/02/2024 04:30:00,24.054,,,
1127,08/02/2024 04:40:00,24.021,,,
1128,08/02/2024 04:50:00,24.000,,,
1129,08/02/2024 05:00:00,23.979,,,
1130,08/02/2024 05:10:00,23.957,,,
1131,08/02/2024 05:20:00,23.936,,,
1132,08/02/2024 05:30:00,23.914,,,
1133,08/02/2024 05:40:00,23.893,,,
1134,08/02/2024 05:50:00,23.882,,,
1135,08/02/2024 06:00:00,23.861,,,
1136,08/02/2024 06:10:00,23.839,,,
1137,08/02/2024 06:20:00,23.818,,,
1138,08/02/2024 06:30:00,23.818,,,
1139,08/02/2024 06:40:00,23.807,,,
1140,08/02/2024 06:50:00,23.796,,,
1141,08/02/2024 07:00:00,23.796,,,
1142,08/02/2024 07:10:00,23.796,,,
1143,08/02/2024 07:20:00,23.796,,,
1144,08/02/2024 07:30:00,23.796,,,
1145,08/02/2024 07:40:00,23.796,,,
1146,08/02/2024 07:50:00,23.828,,,
1147,08/02/2024 08:00:00,23.828,,,
1148,08/02/2024 08:10:00,23.882,,,
1149,08/02/2024 08:20:00,23.882,,,
1150,08/02/2024 08:30:00,23.957,,,
1151,08/02/2024 08:40:00,23.957,,,
1152,08/02/2024 08:50:00,24.032,,,
1153,08/02/2024 09:00:00,24.139,,,
1154,08/02/2024 09:10:00,24.172,,,
1155,08/02/2024 09:20:00,24.214,,,
1156,08/02/2024 09:30:00,24.290,,,
1157,08/02/2024 09:40:00,24.397,,,
1158,08/02/2024 09:50:00,24.461,,,
1159,08/02/2024 10:00:00,24.515,,,
1160,08/02/2024 10:10:00,24.611,,,
1161,08/02/2024 10:20:00,24.772,,,
1162,08/02/2024 10:30:00,24.794,,,
1163,08/02/2024 10:40:00,25.598,,,
1164,08/02/2024 10:50:00,27.378,,,
1165,08/02/2024 11:00:00,29.062,,,
1166,08/02/2024 11:10:00,29.062,,,
1167,08/02/2024 11:20:00,29.234,,,
1168,08/02/2024 11:30:00,29.116,,,
1169,08/02/2024 11:40:00,29.105,,,
1170,08/02/2024 11:50:00,29.084,,,
1171,08/02/2024 12:00:00,29.169,,,
1172,08/02/2024 12:10:00,29.137,,,
1173,08/02/2024 12:20:00,29.084,,,
1174,08/02/2024 12:30:00,29.223,,,
1175,08/02/2024 12:40:00,29.330,,,
1176,08/02/2024 12:50:00,29.373,,,
1177,08/02/2024 13:00:00,29.352,,,
1178,08/02/2024 13:10:00,29.363,,,
1179,08/02/2024 13:20:00,29.384,,,
1180,08/02/2024 13:30:00,29.395,,,
1181,08/02/2024 13:40:00,29.491,,,
1182,08/02/2024 13:50:00,29.556,,,
1183,08/02/2024 14:00:00,29.631,,,
1184,08/02/2024 14:10:00,29.641,,,
1185,08/02/2024 14:20:00,29.663,,,
1186,08/02/2024 14:30:00,29.716,,,
1187,08/02/2024 14:40:00,29.770,,,
1188,08/02/2024 14:50:00,29.802,,,
1189,08/02/2024 15:00:00,29.877,,,
1190,08/02/2024 15:10:00,29.910,,,
1191,08/02/2024 15:20:00,29.952,,,
1192,08/02/2024 15:30:00,29.974,,,
1193,08/02/2024 15:40:00,29.963,,,
1194,08/02/2024 15:50:00,29.952,,,
1195,08/02/2024 16:00:00,29.695,,,
1196,08/02/2024 16:10:00,29.899,,,
1197,08/02/2024 16:20:00,29.545,,,
1198,08/02/2024 16:30:00,29.652,,,
1199,08/02/2024 16:40:00,29.556,,,
1200,08/02/2024 16:50:00,29.684,,,
1201,08/02/2024 17:00:00,29.609,,,
1202,08/02/2024 17:10:00,29.631,,,
1203,08/02/2024 17:20:00,29.384,,,
1204,08/02/2024 17:30:00,29.309,,,
1205,08/02/2024 17:40:00,29.180,,,
1206,08/02/2024 17:50:00,29.062,,,
1207,08/02/2024 18:00:00,28.944,,,
1208,08/02/2024 18:10:00,28.837,,,
1209,08/02/2024 18:20:00,28.740,,,
1210,08/02/2024 18:30:00,28.655,,,
1211,08/02/2024 18:40:00,28.537,,,
1212,08/02/2024 18:50:00,28.440,,,
1213,08/02/2024 19:00:00,28.429,,,
1214,08/02/2024 19:10:00,28.365,,,
1215,08/02/2024 19:20:00,28.290,,,
1216,08/02/2024 19:30:00,28.204,,,
1217,08/02/2024 19:40:00,28.108,,,
1218,08/02/2024 19:50:00,28.022,,,
1219,08/02/2024 20:00:00,27.936,,,
1220,08/02/2024 20:10:00,27.861,,,
1221,08/02/2024 20:20:00,27.786,,,
1222,08/02/2024 20:30:00,27.700,,,
1223,08/02/2024 20:40:00,27.614,,,
1224,08/02/2024 20:50:00,27.550,,,
1225,08/02/2024 21:00:00,27.475,,,
1226,08/02/2024 21:10:00,27.400,,,
1227,08/02/2024 21:20:00,27.336,,,
1228,08/02/2024 21:30:00,27.260,,,
1229,08/02/2024 21:40:00,27.175,,,
1230,08/02/2024 21:50:00,27.078,,,
1231,08/02/2024 22:00:00,26.982,,,
1232,08/02/2024 22:10:00,26.874,,,
1233,08/02/2024 22:20:00,26.789,,,
1234,08/02/2024 22:30:00,26.703,,,
1235,08/02/2024 22:40:00,26.617,,,
1236,08/02/2024 22:50:00,26.531,,,
1237,08/02/2024 23:00:00,26.445,,,
1238,08/02/2024 23:10:00,26.360,,,
1239,08/02/2024 23:20:00,26.295,,,
1240,08/02/2024 23:30:00,26.220,,,
1241,08/02/2024 23:40:00,26.145,,,
1242,08/02/2024 23:50:00,26.070,,,
