#,Date-Time (U.S. Outlying Islands Standard Time),Temperature   (°C),Host Connected,End of File
1243,08/03/2024 00:00:00,25.791,,,,
577,08/07/2024 13:00:00,27.325,,
578,08/07/2024 13:10:00,27.486,,
579,08/07/2024 13:20:00,27.700,,
580,08/07/2024 13:30:00,27.850,,
581,08/07/2024 13:40:00,28.086,,
582,08/07/2024 13:50:00,28.183,,
583,08/07/2024 14:00:00,28.204,,
584,08/07/2024 14:10:00,28.258,,
585,08/07/2024 14:20:00,28.322,,
586,08/07/2024 14:30:00,28.451,,
587,08/07/2024 14:40:00,28.526,,
588,08/07/2024 14:50:00,28.612,,
589,08/07/2024 15:00:00,28.687,,
590,08/07/2024 15:10:00,28.794,,
591,08/07/2024 15:20:00,28.891,,
592,08/07/2024 15:30:00,28.966,,
593,08/07/2024 15:40:00,29.052,,
594,08/07/2024 15:50:00,29.116,,
595,08/07/2024 16:00:00,29.191,,
596,08/07/2024 16:10:00,29.266,,
597,08/07/2024 16:20:00,29.341,,
598,08/07/2024 16:30:00,29.373,,
599,08/07/2024 16:40:00,29.416,,
600,08/07/2024 16:50:00,29.352,,
601,08/07/2024 17:00:00,29.363,,
602,08/07/2024 17:10:00,29.363,,
603,08/07/2024 17:20:00,29.341,,
604,08/07/2024 17:30:00,29.298,,
605,08/07/2024 17:40:00,29.245,,
606,08/07/2024 17:50:00,29.148,,
607,08/07/2024 18:00:00,29.019,,
608,08/07/2024 18:10:00,28.923,,
609,08/07/2024 18:20:00,28.837,,
610,08/07/2024 18:30:00,28.751,,
611,08/07/2024 18:40:00,28.676,,
612,08/07/2024 18:50:00,28.623,,
613,08/07/2024 19:00:00,28.558,,
614,08/07/2024 19:10:00,28.494,,
615,08/07/2024 19:20:00,28.419,,
616,08/07/2024 19:30:00,28.333,,
617,08/07/2024 19:40:00,28.290,,
618,08/07/2024 19:50:00,28.194,,
619,08/07/2024 20:00:00,28.086,,
620,08/07/2024 20:10:00,28.022,,
621,08/07/2024 20:20:00,27.947,,
622,08/07/2024 20:30:00,27.882,,
623,08/07/2024 20:40:00,27.807,,
624,08/07/2024 20:50:00,27.700,,
625,08/07/2024 21:00:00,27.614,,
626,08/07/2024 21:10:00,27.539,,
627,08/07/2024 21:20:00,27.464,,
628,08/07/2024 21:30:00,27.400,,
629,08/07/2024 21:40:00,27.314,,
630,08/07/2024 21:50:00,27.228,,
631,08/07/2024 22:00:00,27.185,,
632,08/07/2024 22:10:00,27.121,,
633,08/07/2024 22:20:00,27.078,,
634,08/07/2024 22:30:00,27.024,,
635,08/07/2024 22:40:00,26.971,,
636,08/07/2024 22:50:00,26.906,,
637,08/07/2024 23:00:00,26.842,,
638,08/07/2024 23:10:00,26.778,,
639,08/07/2024 23:20:00,26.713,,
640,08/07/2024 23:30:00,26.681,,
641,08/07/2024 23:40:00,26.606,,
642,08/07/2024 23:50:00,26.585,,
643,08/08/2024 00:00:00,26.520,,
644,08/08/2024 00:10:00,26.445,,
645,08/08/2024 00:20:00,26.435,,
646,08/08/2024 00:30:00,26.381,,
647,08/08/2024 00:40:00,26.360,,
648,08/08/2024 00:50:00,26.306,,
649,08/08/2024 01:00:00,26.263,,
650,08/08/2024 01:10:00,26.231,,
651,08/08/2024 01:20:00,26.145,,
652,08/08/2024 01:30:00,26.102,,
653,08/08/2024 01:40:00,26.038,,
654,08/08/2024 01:50:00,25.973,,
655,08/08/2024 02:00:00,25.952,,
656,08/08/2024 02:10:00,25.909,,
657,08/08/2024 02:20:00,25.845,,
658,08/08/2024 02:30:00,25.823,,
659,08/08/2024 02:40:00,25.737,,
660,08/08/2024 02:50:00,25.716,,
661,08/08/2024 03:00:00,25.641,,
662,08/08/2024 03:10:00,25.609,,
663,08/08/2024 03:20:00,25.544,,
664,08/08/2024 03:30:00,25.502,,
665,08/08/2024 03:40:00,25.437,,
666,08/08/2024 03:50:00,25.416,,
667,08/08/2024 04:00:00,25.362,,
668,08/08/2024 04:10:00,25.298,,
669,08/08/2024 04:20:00,25.255,,
670,08/08/2024 04:30:00,25.233,,
671,08/08/2024 04:40:00,25.169,,
672,08/08/2024 04:50:00,25.137,,
673,08/08/2024 05:00:00,25.073,,
674,08/08/2024 05:10:00,25.040,,
675,08/08/2024 05:20:00,24.997,,
676,08/08/2024 05:30:00,24.965,,
677,08/08/2024 05:40:00,24.912,,
678,08/08/2024 05:50:00,24.869,,
679,08/08/2024 06:00:00,24.858,,
680,08/08/2024 06:10:00,24.794,,
681,08/08/2024 06:20:00,24.783,,
682,08/08/2024 06:30:00,24.751,,
683,08/08/2024 06:40:00,24.719,,
684,08/08/2024 06:50:00,24.729,,
685,08/08/2024 07:00:00,24.697,,
686,08/08/2024 07:10:00,24.719,,
687,08/08/2024 07:20:00,24.686,,
688,08/08/2024 07:30:00,24.686,,
689,08/08/2024 07:40:00,24.686,,
690,08/08/2024 07:50:00,24.729,,
691,08/08/2024 08:00:00,24.794,,
692,08/08/2024 08:10:00,24.751,,
693,08/08/2024 08:20:00,24.761,,
694,08/08/2024 08:30:00,24.804,,
695,08/08/2024 08:40:00,24.858,,
696,08/08/2024 08:50:00,24.901,,
697,08/08/2024 09:00:00,24.933,,
698,08/08/2024 09:10:00,24.955,,
699,08/08/2024 09:20:00,25.008,,
700,08/08/2024 09:30:00,25.040,,
701,08/08/2024 09:40:00,25.158,,
702,08/08/2024 09:50:00,25.244,,
703,08/08/2024 10:00:00,25.276,,
704,08/08/2024 10:10:00,25.319,,
705,08/08/2024 10:20:00,25.469,,
706,08/08/2024 10:30:00,25.662,,
707,08/08/2024 10:40:00,25.888,,
708,08/08/2024 10:50:00,26.027,,
709,08/08/2024 11:00:00,26.166,,
710,08/08/2024 11:10:00,26.317,,
711,08/08/2024 11:20:00,26.477,,
712,08/08/2024 11:30:00,26.638,,
713,08/08/2024 11:40:00,26.778,,
714,08/08/2024 11:50:00,27.014,,
715,08/08/2024 12:00:00,27.185,,
716,08/08/2024 12:10:00,27.336,,
717,08/08/2024 12:20:00,27.496,,
718,08/08/2024 12:30:00,27.647,,
719,08/08/2024 12:40:00,27.657,,
720,08/08/2024 12:50:00,27.765,,
721,08/08/2024 13:00:00,27.754,,
722,08/08/2024 13:10:00,27.732,,
723,08/08/2024 13:20:00,27.775,,
724,08/08/2024 13:30:00,27.872,,
725,08/08/2024 13:40:00,27.893,,
726,08/08/2024 13:50:00,28.043,,
727,08/08/2024 14:00:00,28.011,,
728,08/08/2024 14:10:00,28.097,,
729,08/08/2024 14:20:00,28.183,,
730,08/08/2024 14:30:00,28.269,,
731,08/08/2024 14:40:00,28.333,,
732,08/08/2024 14:50:00,28.397,,
733,08/08/2024 15:00:00,28.440,,
734,08/08/2024 15:10:00,28.537,,
735,08/08/2024 15:20:00,28.558,,
736,08/08/2024 15:30:00,28.644,,
737,08/08/2024 15:40:00,28.665,,
738,08/08/2024 15:50:00,28.676,,
739,08/08/2024 16:00:00,28.762,,
740,08/08/2024 16:10:00,28.805,,
741,08/08/2024 16:20:00,28.805,,
742,08/08/2024 16:30:00,28.676,,
743,08/08/2024 16:40:00,28.773,,
744,08/08/2024 16:50:00,28.719,,
745,08/08/2024 17:00:00,28.708,,
746,08/08/2024 17:10:00,28.655,,
747,08/08/2024 17:20:00,28.515,,
748,08/08/2024 17:30:00,28.537,,
749,08/08/2024 17:40:00,28.462,,
750,08/08/2024 17:50:00,28.397,,
751,08/08/2024 18:00:00,28.333,,
752,08/08/2024 18:10:00,28.215,,
753,08/08/2024 18:20:00,28.129,,
754,08/08/2024 18:30:00,28.065,,
755,08/08/2024 18:40:00,27.958,,
756,08/08/2024 18:50:00,27.882,,
757,08/08/2024 19:00:00,27.829,,
758,08/08/2024 19:10:00,27.722,,
759,08/08/2024 19:20:00,27.668,,
760,08/08/2024 19:30:00,27.582,,
761,08/08/2024 19:40:00,27.507,,
762,08/08/2024 19:50:00,27.421,,
763,08/08/2024 20:00:00,27.314,,
764,08/08/2024 20:10:00,27.260,,
765,08/08/2024 20:20:00,27.175,,
766,08/08/2024 20:30:00,27.121,,
767,08/08/2024 20:40:00,27.024,,
768,08/08/2024 20:50:00,26.949,,
769,08/08/2024 21:00:00,26.896,,
770,08/08/2024 21:10:00,26.821,,
771,08/08/2024 21:20:00,26.756,,
772,08/08/2024 21:30:00,26.692,,
773,08/08/2024 21:40:00,26.606,,
774,08/08/2024 21:50:00,26.542,,
775,08/08/2024 22:00:00,26.467,,
776,08/08/2024 22:10:00,26.402,,
777,08/08/2024 22:20:00,26.360,,
778,08/08/2024 22:30:00,26.295,,
779,08/08/2024 22:40:00,26.220,,
780,08/08/2024 22:50:00,26.156,,
781,08/08/2024 23:00:00,26.113,,
782,08/08/2024 23:10:00,26.038,,
783,08/08/2024 23:20:00,25.984,,
784,08/08/2024 23:30:00,25.920,,
785,08/08/2024 23:40:00,25.877,,
786,08/08/2024 23:50:00,25.823,,
787,08/09/2024 00:00:00,25.770,,
788,08/09/2024 00:10:00,25.716,,
789,08/09/2024 00:20:00,25.652,,
790,08/09/2024 00:30:00,25.587,,
791,08/09/2024 00:40:00,25.523,,
792,08/09/2024 00:50:00,25.469,,
793,08/09/2024 01:00:00,25.405,,
794,08/09/2024 01:10:00,25.362,,
795,08/09/2024 01:20:00,25.298,,
796,08/09/2024 01:30:00,25.233,,
797,08/09/2024 01:40:00,25.201,,
798,08/09/2024 01:50:00,25.126,,
799,08/09/2024 02:00:00,25.062,,
800,08/09/2024 02:10:00,25.008,,
801,08/09/2024 02:20:00,24.987,,
802,08/09/2024 02:30:00,24.933,,
803,08/09/2024 02:40:00,24.847,,
804,08/09/2024 02:50:00,24.826,,
805,08/09/2024 03:00:00,24.751,,
806,08/09/2024 03:10:00,24.708,,
807,08/09/2024 03:20:00,24.665,,
808,08/09/2024 03:30:00,24.633,,
809,08/09/2024 03:40:00,24.601,,
810,08/09/2024 03:50:00,24.526,,
811,08/09/2024 04:00:00,24.472,,
812,08/09/2024 04:10:00,24.450,,
813,08/09/2024 04:20:00,24.397,,
814,08/09/2024 04:30:00,24.375,,
815,08/09/2024 04:40:00,24.322,,
816,08/09/2024 04:50:00,24.290,,
817,08/09/2024 05:00:00,24.247,,
818,08/09/2024 05:10:00,24.214,,
819,08/09/2024 05:20:00,24.172,,
820,08/09/2024 05:30:00,24.107,,
821,08/09/2024 05:40:00,24.086,,
822,08/09/2024 05:50:00,24.043,,
823,08/09/2024 06:00:00,24.000,,
824,08/09/2024 06:10:00,23.979,,
825,08/09/2024 06:20:00,23.914,,
826,08/09/2024 06:30:00,23.914,,
827,08/09/2024 06:40:00,23.871,,
828,08/09/2024 06:50:00,23.839,,
829,08/09/2024 07:00:00,23.839,,
830,08/09/2024 07:10:00,23.828,,
831,08/09/2024 07:20:00,23.850,,
832,08/09/2024 07:30:00,23.850,,
833,08/09/2024 07:40:00,23.850,,
834,08/09/2024 07:50:00,23.850,,
835,08/09/2024 08:00:00,23.957,,
836,08/09/2024 08:10:00,23.936,,
837,08/09/2024 08:20:00,23.946,,
838,08/09/2024 08:30:00,24.000,,
839,08/09/2024 08:40:00,24.032,,
840,08/09/2024 08:50:00,24.129,,
841,08/09/2024 09:00:00,24.236,,
842,08/09/2024 09:10:00,24.247,,
843,08/09/2024 09:20:00,24.354,,
844,08/09/2024 09:30:00,24.375,,
845,08/09/2024 09:40:00,24.440,,
846,08/09/2024 09:50:00,24.579,,
847,08/09/2024 10:00:00,24.644,,
848,08/09/2024 10:10:00,24.697,,
849,08/09/2024 10:20:00,24.815,,
850,08/09/2024 10:30:00,25.287,,
851,08/09/2024 10:40:00,26.295,,
852,08/09/2024 10:50:00,26.338,,
853,08/09/2024 11:00:00,26.338,,
854,08/09/2024 11:10:00,26.295,,
855,08/09/2024 11:20:00,26.284,,
856,08/09/2024 11:30:00,26.392,,
857,08/09/2024 11:40:00,26.542,,
858,08/09/2024 11:50:00,26.756,,
859,08/09/2024 12:00:00,26.949,,
860,08/09/2024 12:10:00,27.014,,
861,08/09/2024 12:20:00,27.078,,
862,08/09/2024 12:30:00,27.142,,
863,08/09/2024 12:40:00,27.207,,
864,08/09/2024 12:50:00,27.421,,
865,08/09/2024 13:00:00,27.486,,
866,08/09/2024 13:10:00,27.561,,
867,08/09/2024 13:20:00,27.625,,
868,08/09/2024 13:30:00,27.765,,
869,08/09/2024 13:40:00,27.893,,
870,08/09/2024 13:50:00,27.958,,
871,08/09/2024 14:00:00,28.076,,
872,08/09/2024 14:10:00,28.183,,
873,08/09/2024 14:20:00,28.194,,
874,08/09/2024 14:30:00,28.365,,
875,08/09/2024 14:40:00,28.354,,
876,08/09/2024 14:50:00,28.505,,
877,08/09/2024 15:00:00,28.633,,
878,08/09/2024 15:10:00,28.601,,
879,08/09/2024 15:20:00,28.708,,
880,08/09/2024 15:30:00,28.773,,
881,08/09/2024 15:40:00,28.794,,
882,08/09/2024 15:50:00,28.805,,
883,08/09/2024 16:00:00,28.794,,
884,08/09/2024 16:10:00,28.858,,
885,08/09/2024 16:20:00,28.891,,
886,08/09/2024 16:30:00,28.794,,
887,08/09/2024 16:40:00,28.698,,
888,08/09/2024 16:50:00,28.644,,
889,08/09/2024 17:00:00,28.633,,
890,08/09/2024 17:10:00,28.547,,
891,08/09/2024 17:20:00,28.537,,
892,08/09/2024 17:30:00,28.494,,
893,08/09/2024 17:40:00,28.440,,
894,08/09/2024 17:50:00,28.429,,
895,08/09/2024 18:00:00,28.354,,
896,08/09/2024 18:10:00,28.311,,
897,08/09/2024 18:20:00,28.269,,
898,08/09/2024 18:30:00,28.204,,
899,08/09/2024 18:40:00,28.151,,
900,08/09/2024 18:50:00,28.076,,
901,08/09/2024 19:00:00,28.011,,
902,08/09/2024 19:10:00,27.968,,
903,08/09/2024 19:20:00,27.915,,
904,08/09/2024 19:30:00,27.818,,
905,08/09/2024 19:40:00,27.797,,
906,08/09/2024 19:50:00,27.722,,
907,08/09/2024 20:00:00,27.657,,
908,08/09/2024 20:10:00,27.582,,
909,08/09/2024 20:20:00,27.550,,
910,08/09/2024 20:30:00,27.475,,
911,08/09/2024 20:40:00,27.400,,
912,08/09/2024 20:50:00,27.357,,
913,08/09/2024 21:00:00,27.293,,
914,08/09/2024 21:10:00,27.250,,
915,08/09/2024 21:20:00,27.185,,
916,08/09/2024 21:30:00,27.100,,
917,08/09/2024 21:40:00,27.089,,
918,08/09/2024 21:50:00,27.046,,
919,08/09/2024 22:00:00,27.003,,
920,08/09/2024 22:10:00,26.949,,
921,08/09/2024 22:20:00,26.906,,
922,08/09/2024 22:30:00,26.874,,
923,08/09/2024 22:40:00,26.842,,
924,08/09/2024 22:50:00,26.810,,
925,08/09/2024 23:00:00,26.767,,
926,08/09/2024 23:10:00,26.735,,
927,08/09/2024 23:20:00,26.692,,
928,08/09/2024 23:30:00,26.638,,
929,08/09/2024 23:40:00,26.595,,
930,08/09/2024 23:50:00,26.574,,
931,08/10/2024 00:00:00,26.563,,
932,08/10/2024 00:10:00,26.510,,
933,08/10/2024 00:20:00,26.477,,
934,08/10/2024 00:30:00,26.456,,
935,08/10/2024 00:40:00,26.413,,
936,08/10/2024 00:50:00,26.360,,
937,08/10/2024 01:00:00,26.338,,
938,08/10/2024 01:10:00,26.284,,
939,08/10/2024 01:20:00,26.263,,
940,08/10/2024 01:30:00,26.252,,
941,08/10/2024 01:40:00,26.209,,
942,08/10/2024 01:50:00,26.166,,
943,08/10/2024 02:00:00,26.124,,
944,08/10/2024 02:10:00,26.124,,
945,08/10/2024 02:20:00,26.102,,
946,08/10/2024 02:30:00,26.059,,
947,08/10/2024 02:40:00,25.995,,
948,08/10/2024 02:50:00,25.931,,
949,08/10/2024 03:00:00,25.888,,
950,08/10/2024 03:10:00,25.845,,
951,08/10/2024 03:20:00,25.823,,
952,08/10/2024 03:30:00,25.770,,
953,08/10/2024 03:40:00,25.716,,
954,08/10/2024 03:50:00,25.630,,
955,08/10/2024 04:00:00,25.566,,
956,08/10/2024 04:10:00,25.491,,
957,08/10/2024 04:20:00,25.437,,
958,08/10/2024 04:30:00,25.405,,
959,08/10/2024 04:40:00,25.341,,
960,08/10/2024 04:50:00,25.287,,
961,08/10/2024 05:00:00,25.223,,
962,08/10/2024 05:10:00,25.169,,
963,08/10/2024 05:20:00,25.137,,
964,08/10/2024 05:30:00,25.051,,
965,08/10/2024 05:40:00,25.019,,
966,08/10/2024 05:50:00,24.976,,
967,08/10/2024 06:00:00,24.922,,
968,08/10/2024 06:10:00,24.890,,
969,08/10/2024 06:20:00,24.826,,
970,08/10/2024 06:30:00,24.804,,
971,08/10/2024 06:40:00,24.719,,
972,08/10/2024 06:50:00,24.536,,
973,08/10/2024 07:00:00,24.386,,
974,08/10/2024 07:10:00,24.279,,
975,08/10/2024 07:20:00,24.214,,
976,08/10/2024 07:30:00,24.193,,
977,08/10/2024 07:40:00,24.193,,
978,08/10/2024 07:50:00,24.193,,
979,08/10/2024 08:00:00,24.225,,
980,08/10/2024 08:10:00,24.257,,
981,08/10/2024 08:20:00,24.257,,
982,08/10/2024 08:30:00,24.290,,
983,08/10/2024 08:40:00,24.290,,
984,08/10/2024 08:50:00,24.332,,
985,08/10/2024 09:00:00,24.354,,
986,08/10/2024 09:10:00,24.386,,
987,08/10/2024 09:20:00,24.440,,
988,08/10/2024 09:30:00,24.418,,
989,08/10/2024 09:40:00,24.504,,
990,08/10/2024 09:50:00,24.558,,
991,08/10/2024 10:00:00,24.590,,
992,08/10/2024 10:10:00,24.676,,
993,08/10/2024 10:20:00,24.751,,
994,08/10/2024 10:30:00,24.783,,
995,08/10/2024 10:40:00,24.987,,
996,08/10/2024 10:50:00,25.030,,
997,08/10/2024 11:00:00,24.965,,
998,08/10/2024 11:10:00,25.083,,
999,08/10/2024 11:20:00,25.276,,
1000,08/10/2024 11:30:00,25.362,,
1001,08/10/2024 11:40:00,25.437,,
1002,08/10/2024 11:50:00,25.587,,
1003,08/10/2024 12:00:00,25.705,,
1004,08/10/2024 12:10:00,25.802,,
1005,08/10/2024 12:20:00,25.941,,
1006,08/10/2024 12:30:00,26.006,,
1007,08/10/2024 12:40:00,26.188,,
1008,08/10/2024 12:50:00,26.338,,
1009,08/10/2024 13:00:00,26.467,,
1010,08/10/2024 13:10:00,26.606,,
1011,08/10/2024 13:20:00,26.724,,
1012,08/10/2024 13:30:00,26.810,,
1013,08/10/2024 13:40:00,26.896,,
1014,08/10/2024 13:50:00,26.960,,
1015,08/10/2024 14:00:00,26.992,,
1016,08/10/2024 14:10:00,27.132,,
1017,08/10/2024 14:20:00,27.175,,
1018,08/10/2024 14:30:00,27.357,,
1019,08/10/2024 14:40:00,27.400,,
1020,08/10/2024 14:50:00,27.357,,
1021,08/10/2024 15:00:00,27.443,,
1022,08/10/2024 15:10:00,27.475,,
1023,08/10/2024 15:20:00,27.475,,
1024,08/10/2024 15:30:00,27.486,,
1025,08/10/2024 15:40:00,27.453,,
1026,08/10/2024 15:50:00,27.421,,
1027,08/10/2024 16:00:00,27.357,,
1028,08/10/2024 16:10:00,27.303,,
1029,08/10/2024 16:20:00,27.250,,
1030,08/10/2024 16:30:00,27.196,,
1031,08/10/2024 16:40:00,27.153,,
1032,08/10/2024 16:50:00,27.121,,
1033,08/10/2024 17:00:00,27.121,,
1034,08/10/2024 17:10:00,27.142,,
1035,08/10/2024 17:20:00,27.207,,
1036,08/10/2024 17:30:00,27.228,,
1037,08/10/2024 17:40:00,27.218,,
1038,08/10/2024 17:50:00,27.153,,
1039,08/10/2024 18:00:00,27.067,,
1040,08/10/2024 18:10:00,27.035,,
1041,08/10/2024 18:20:00,27.003,,
1042,08/10/2024 18:30:00,26.960,,
1043,08/10/2024 18:40:00,26.896,,
1044,08/10/2024 18:50:00,26.842,,
1045,08/10/2024 19:00:00,26.789,,
1046,08/10/2024 19:10:00,26.724,,
1047,08/10/2024 19:20:00,26.671,,
1048,08/10/2024 19:30:00,26.628,,
1049,08/10/2024 19:40:00,26.574,,
1050,08/10/2024 19:50:00,26.531,,
1051,08/10/2024 20:00:00,26.488,,
1052,08/10/2024 20:10:00,26.435,,
1053,08/10/2024 20:20:00,26.392,,
1054,08/10/2024 20:30:00,26.327,,
1055,08/10/2024 20:40:00,26.306,,
1056,08/10/2024 20:50:00,26.231,,
1057,08/10/2024 21:00:00,26.209,,
1058,08/10/2024 21:10:00,26.145,,
1059,08/10/2024 21:20:00,26.124,,
1060,08/10/2024 21:30:00,26.081,,
1061,08/10/2024 21:40:00,26.048,,
1062,08/10/2024 21:50:00,26.016,,
1063,08/10/2024 22:00:00,25.973,,
1064,08/10/2024 22:10:00,25.963,,
1065,08/10/2024 22:20:00,25.941,,
1066,08/10/2024 22:30:00,25.888,,
1067,08/10/2024 22:40:00,25.855,,
1068,08/10/2024 22:50:00,25.834,,
1069,08/10/2024 23:00:00,25.823,,
1070,08/10/2024 23:10:00,25.791,,
1071,08/10/2024 23:20:00,25.759,,
1072,08/10/2024 23:30:00,25.737,,
1073,08/10/2024 23:40:00,25.695,,
1074,08/10/2024 23:50:00,25.662,,
1075,08/11/2024 00:00:00,25.652,,
1076,08/11/2024 00:10:00,25.609,,
1077,08/11/2024 00:20:00,25.609,,
1078,08/11/2024 00:30:00,25.577,,
1079,08/11/2024 00:40:00,25.544,,
1080,08/11/2024 00:50:00,25.534,,
1081,08/11/2024 01:00:00,25.502,,
1082,08/11/2024 01:10:00,25.480,,
1083,08/11/2024 01:20:00,25.448,,
1084,08/11/2024 01:30:00,25.416,,
1085,08/11/2024 01:40:00,25.405,,
1086,08/11/2024 01:50:00,25.362,,
1087,08/11/2024 02:00:00,25.384,,
1088,08/11/2024 02:10:00,25.330,,
1089,08/11/2024 02:20:00,25.276,,
1090,08/11/2024 02:30:00,25.266,,
1091,08/11/2024 02:40:00,25.266,,
1092,08/11/2024 02:50:00,25.223,,
1093,08/11/2024 03:00:00,25.212,,
1094,08/11/2024 03:10:00,25.169,,
1095,08/11/2024 03:20:00,25.115,,
1096,08/11/2024 03:30:00,25.105,,
1097,08/11/2024 03:40:00,25.051,,
1098,08/11/2024 03:50:00,25.019,,
1099,08/11/2024 04:00:00,25.030,,
1100,08/11/2024 04:10:00,24.976,,
1101,08/11/2024 04:20:00,24.944,,
1102,08/11/2024 04:30:00,24.933,,
1103,08/11/2024 04:40:00,24.901,,
1104,08/11/2024 04:50:00,24.869,,
1105,08/11/2024 05:00:00,24.858,,
1106,08/11/2024 05:10:00,24.815,,
1107,08/11/2024 05:20:00,24.772,,
1108,08/11/2024 05:30:00,24.751,,
1109,08/11/2024 05:40:00,24.697,,
1110,08/11/2024 05:50:00,24.676,,
1111,08/11/2024 06:00:00,24.622,,
1112,08/11/2024 06:10:00,24.590,,
1113,08/11/2024 06:20:00,24.536,,
1114,08/11/2024 06:30:00,24.526,,
1115,08/11/2024 06:40:00,24.483,,
1116,08/11/2024 06:50:00,24.461,,
1117,08/11/2024 07:00:00,24.429,,
1118,08/11/2024 07:10:00,24.429,,
1119,08/11/2024 07:20:00,24.429,,
1120,08/11/2024 07:30:00,24.450,,
1121,08/11/2024 07:40:00,24.461,,
1122,08/11/2024 07:50:00,24.461,,
1123,08/11/2024 08:00:00,24.515,,
1124,08/11/2024 08:10:00,24.504,,
1125,08/11/2024 08:20:00,24.547,,
1126,08/11/2024 08:30:00,24.579,,
1127,08/11/2024 08:40:00,24.601,,
1128,08/11/2024 08:50:00,24.654,,
1129,08/11/2024 09:00:00,24.740,,
1130,08/11/2024 09:10:00,24.761,,
1131,08/11/2024 09:20:00,24.826,,
1132,08/11/2024 09:30:00,24.890,,
1133,08/11/2024 09:40:00,24.965,,
1134,08/11/2024 09:50:00,24.987,,
1135,08/11/2024 10:00:00,25.073,,
1136,08/11/2024 10:10:00,25.158,,
1137,08/11/2024 10:20:00,25.255,,
1138,08/11/2024 10:30:00,25.448,,
1139,08/11/2024 10:40:00,25.534,,
1140,08/11/2024 10:50:00,25.673,,
1141,08/11/2024 11:00:00,25.770,,
1142,08/11/2024 11:10:00,25.748,,
1143,08/11/2024 11:20:00,25.952,,
1144,08/11/2024 11:30:00,25.973,,
1145,08/11/2024 11:40:00,26.070,,
1146,08/11/2024 11:50:00,26.306,,
1147,08/11/2024 12:00:00,26.520,,
1148,08/11/2024 12:10:00,26.542,,
1149,08/11/2024 12:20:00,26.660,,
1150,08/11/2024 12:30:00,26.864,,
1151,08/11/2024 12:40:00,26.831,,
1152,08/11/2024 12:50:00,26.896,,
1153,08/11/2024 13:00:00,27.014,,
1154,08/11/2024 13:10:00,27.110,,
1155,08/11/2024 13:20:00,27.121,,
1156,08/11/2024 13:30:00,27.164,,
1157,08/11/2024 13:40:00,27.196,,
1158,08/11/2024 13:50:00,27.207,,
1159,08/11/2024 14:00:00,27.218,,
1160,08/11/2024 14:10:00,27.196,,
1161,08/11/2024 14:20:00,27.175,,
1162,08/11/2024 14:30:00,27.089,,
1163,08/11/2024 14:40:00,27.078,,
1164,08/11/2024 14:50:00,27.250,,
1165,08/11/2024 15:00:00,27.368,,
1166,08/11/2024 15:10:00,27.336,,
1167,08/11/2024 15:20:00,27.432,,
1168,08/11/2024 15:30:00,27.411,,
1169,08/11/2024 15:40:00,27.228,,
1170,08/11/2024 15:50:00,27.175,,
1171,08/11/2024 16:00:00,27.303,,
1172,08/11/2024 16:10:00,27.314,,
1173,08/11/2024 16:20:00,27.239,,
1174,08/11/2024 16:30:00,27.389,,
1175,08/11/2024 16:40:00,27.282,,
1176,08/11/2024 16:50:00,27.314,,
1177,08/11/2024 17:00:00,27.314,,
1178,08/11/2024 17:10:00,27.271,,
1179,08/11/2024 17:20:00,27.282,,
1180,08/11/2024 17:30:00,27.185,,
1181,08/11/2024 17:40:00,27.185,,
1182,08/11/2024 17:50:00,27.175,,
1183,08/11/2024 18:00:00,27.110,,
1184,08/11/2024 18:10:00,27.057,,
1185,08/11/2024 18:20:00,26.982,,
1186,08/11/2024 18:30:00,26.917,,
1187,08/11/2024 18:40:00,26.896,,
1188,08/11/2024 18:50:00,26.810,,
1189,08/11/2024 19:00:00,26.746,,
1190,08/11/2024 19:10:00,26.660,,
1191,08/11/2024 19:20:00,27.765,,
1192,08/11/2024 19:30:00,29.287,,
1193,08/11/2024 19:40:00,29.159,,
1194,08/11/2024 19:50:00,28.976,,
1195,08/11/2024 20:00:00,28.773,,
1196,08/11/2024 20:10:00,28.590,,
1197,08/11/2024 20:20:00,28.365,,
1198,08/11/2024 20:30:00,28.151,,
1199,08/11/2024 20:40:00,27.968,,
1200,08/11/2024 20:50:00,27.786,,
1201,08/11/2024 21:00:00,27.668,,
1202,08/11/2024 21:10:00,27.571,,
1203,08/11/2024 21:20:00,27.453,,
1204,08/11/2024 21:30:00,27.325,,
1205,08/11/2024 21:40:00,27.196,,
1206,08/11/2024 21:50:00,27.078,,
1207,08/11/2024 22:00:00,26.992,,
1208,08/11/2024 22:10:00,26.864,,
1209,08/11/2024 22:20:00,26.767,,
1210,08/11/2024 22:30:00,26.681,,
1211,08/11/2024 22:40:00,26.617,,
1212,08/11/2024 22:50:00,26.531,,
1213,08/11/2024 23:00:00,26.477,,
1214,08/11/2024 23:10:00,26.381,,
1215,08/11/2024 23:20:00,26.327,,
1216,08/11/2024 23:30:00,26.284,,
1217,08/11/2024 23:40:00,26.231,,
1218,08/11/2024 23:50:00,26.156,,
