#,Date-Time (U.S. Outlying Islands Standard Time),Temperature   (°C),Button Down,Host Connected,Button Up,End of File
605,07/29/2024 13:40:00,23.710,,,,
606,07/29/2024 13:50:00,23.732,,,,
607,07/29/2024 14:00:00,23.850,,,,
608,07/29/2024 14:10:00,24.214,,,,
609,07/29/2024 14:20:00,24.322,,,,
610,07/29/2024 14:30:00,24.429,,,,
611,07/29/2024 14:40:00,24.504,,,,
612,07/29/2024 14:50:00,24.622,,,,
613,07/29/2024 15:00:00,24.719,,,,
614,07/29/2024 15:10:00,24.783,,,,
615,07/29/2024 15:20:00,24.837,,,,
616,07/29/2024 15:30:00,24.890,,,,
617,07/29/2024 15:40:00,24.955,,,,
618,07/29/2024 15:50:00,25.040,,,,
619,07/29/2024 16:00:00,25.148,,,,
620,07/29/2024 16:10:00,25.255,,,,
621,07/29/2024 16:20:00,25.362,,,,
622,07/29/2024 16:30:00,25.437,,,,
623,07/29/2024 16:40:00,25.491,,,,
624,07/29/2024 16:50:00,25.555,,,,
625,07/29/2024 17:00:00,25.619,,,,
626,07/29/2024 17:10:00,25.577,,,,
627,07/29/2024 17:20:00,25.566,,,,
628,07/29/2024 17:30:00,25.609,,,,
629,07/29/2024 17:40:00,25.641,,,,
630,07/29/2024 17:50:00,25.641,,,,
631,07/29/2024 18:00:00,25.662,,,,
632,07/29/2024 18:10:00,25.652,,,,
633,07/29/2024 18:20:00,25.662,,,,
634,07/29/2024 18:30:00,25.673,,,,
635,07/29/2024 18:40:00,25.641,,,,
636,07/29/2024 18:50:00,25.630,,,,
637,07/29/2024 19:00:00,25.652,,,,
638,07/29/2024 19:10:00,25.587,,,,
639,07/29/2024 19:20:00,25.587,,,,
640,07/29/2024 19:30:00,25.544,,,,
641,07/29/2024 19:40:00,25.502,,,,
642,07/29/2024 19:50:00,25.491,,,,
643,07/29/2024 20:00:00,25.448,,,,
644,07/29/2024 20:10:00,25.459,,,,
645,07/29/2024 20:20:00,25.405,,,,
646,07/29/2024 20:30:00,25.362,,,,
647,07/29/2024 20:40:00,25.319,,,,
648,07/29/2024 20:50:00,25.298,,,,
649,07/29/2024 21:00:00,25.266,,,,
650,07/29/2024 21:10:00,25.244,,,,
651,07/29/2024 21:20:00,25.201,,,,
652,07/29/2024 21:30:00,25.190,,,,
653,07/29/2024 21:40:00,25.169,,,,
654,07/29/2024 21:50:00,25.115,,,,
655,07/29/2024 22:00:00,25.115,,,,
656,07/29/2024 22:10:00,25.094,,,,
657,07/29/2024 22:20:00,25.051,,,,
658,07/29/2024 22:30:00,25.040,,,,
659,07/29/2024 22:40:00,25.008,,,,
660,07/29/2024 22:50:00,25.008,,,,
661,07/29/2024 23:00:00,24.976,,,,
662,07/29/2024 23:10:00,24.965,,,,
663,07/29/2024 23:20:00,24.944,,,,
664,07/29/2024 23:30:00,24.922,,,,
665,07/29/2024 23:40:00,24.912,,,,
666,07/29/2024 23:50:00,24.890,,,,
667,07/30/2024 00:00:00,24.869,,,,
668,07/30/2024 00:10:00,24.858,,,,
669,07/30/2024 00:20:00,24.858,,,,
670,07/30/2024 00:30:00,24.837,,,,
671,07/30/2024 00:40:00,24.815,,,,
672,07/30/2024 00:50:00,24.794,,,,
673,07/30/2024 01:00:00,24.761,,,,
674,07/30/2024 01:10:00,24.772,,,,
675,07/30/2024 01:20:00,24.729,,,,
676,07/30/2024 01:30:00,24.751,,,,
677,07/30/2024 01:40:00,24.719,,,,
678,07/30/2024 01:50:00,24.708,,,,
679,07/30/2024 02:00:00,24.686,,,,
680,07/30/2024 02:10:00,24.676,,,,
681,07/30/2024 02:20:00,24.665,,,,
682,07/30/2024 02:30:00,24.622,,,,
683,07/30/2024 02:40:00,24.601,,,,
684,07/30/2024 02:50:00,24.568,,,,
685,07/30/2024 03:00:00,24.547,,,,
686,07/30/2024 03:10:00,24.536,,,,
687,07/30/2024 03:20:00,24.504,,,,
688,07/30/2024 03:30:00,24.483,,,,
689,07/30/2024 03:40:00,24.440,,,,
690,07/30/2024 03:50:00,24.440,,,,
691,07/30/2024 04:00:00,24.408,,,,
692,07/30/2024 04:10:00,24.408,,,,
693,07/30/2024 04:20:00,24.386,,,,
694,07/30/2024 04:30:00,24.375,,,,
695,07/30/2024 04:40:00,24.375,,,,
696,07/30/2024 04:50:00,24.375,,,,
697,07/30/2024 05:00:00,24.365,,,,
698,07/30/2024 05:10:00,24.375,,,,
699,07/30/2024 05:20:00,24.375,,,,
700,07/30/2024 05:30:00,24.365,,,,
701,07/30/2024 05:40:00,24.365,,,,
702,07/30/2024 05:50:00,24.365,,,,
703,07/30/2024 06:00:00,24.332,,,,
704,07/30/2024 06:10:00,24.332,,,,
705,07/30/2024 06:20:00,24.375,,,,
706,07/30/2024 06:30:00,24.365,,,,
707,07/30/2024 06:40:00,24.343,,,,
708,07/30/2024 06:50:00,24.268,,,,
709,07/30/2024 07:00:00,24.300,,,,
710,07/30/2024 07:10:00,24.279,,,,
711,07/30/2024 07:20:00,24.236,,,,
712,07/30/2024 07:30:00,24.236,,,,
713,07/30/2024 07:40:00,24.214,,,,
714,07/30/2024 07:50:00,24.225,,,,
715,07/30/2024 08:00:00,24.247,,,,
716,07/30/2024 08:10:00,24.279,,,,
717,07/30/2024 08:20:00,24.290,,,,
718,07/30/2024 08:30:00,24.386,,,,
719,07/30/2024 08:40:00,24.408,,,,
720,07/30/2024 08:50:00,24.526,,,,
721,07/30/2024 09:00:00,24.761,,,,
722,07/30/2024 09:10:00,24.879,,,,
723,07/30/2024 09:20:00,24.815,,,,
724,07/30/2024 09:30:00,24.933,,,,
725,07/30/2024 09:40:00,24.933,,,,
726,07/30/2024 09:50:00,25.158,,,,
727,07/30/2024 10:00:00,25.137,,,,
728,07/30/2024 10:10:00,25.190,,,,
729,07/30/2024 10:20:00,25.384,,,,
730,07/30/2024 10:30:00,25.469,,,,
731,07/30/2024 10:40:00,25.416,,,,
732,07/30/2024 10:50:00,25.448,,,,
733,07/30/2024 11:00:00,25.909,,,,
734,07/30/2024 11:10:00,26.145,,,,
735,07/30/2024 11:20:00,26.263,,,,
736,07/30/2024 11:30:00,26.338,,,,
737,07/30/2024 11:40:00,25.931,,,,
738,07/30/2024 11:50:00,25.759,,,,
739,07/30/2024 12:00:00,25.888,,,,
740,07/30/2024 12:10:00,26.113,,,,
741,07/30/2024 12:20:00,26.231,,,,
742,07/30/2024 12:30:00,26.338,,,,
743,07/30/2024 12:40:00,26.445,,,,
744,07/30/2024 12:50:00,26.510,,,,
745,07/30/2024 13:00:00,26.628,,,,
746,07/30/2024 13:10:00,26.713,,,,
747,07/30/2024 13:20:00,26.756,,,,
748,07/30/2024 13:30:00,26.853,,,,
749,07/30/2024 13:40:00,26.949,,,,
750,07/30/2024 13:50:00,27.046,,,,
751,07/30/2024 14:00:00,27.121,,,,
752,07/30/2024 14:10:00,27.100,,,,
753,07/30/2024 14:20:00,27.121,,,,
754,07/30/2024 14:30:00,27.142,,,,
755,07/30/2024 14:40:00,27.110,,,,
756,07/30/2024 14:50:00,27.100,,,,
757,07/30/2024 15:00:00,27.164,,,,
758,07/30/2024 15:10:00,27.218,,,,
759,07/30/2024 15:20:00,27.239,,,,
760,07/30/2024 15:30:00,27.293,,,,
761,07/30/2024 15:40:00,27.314,,,,
762,07/30/2024 15:50:00,27.282,,,,
763,07/30/2024 16:00:00,27.303,,,,
764,07/30/2024 16:10:00,27.271,,,,
765,07/30/2024 16:20:00,27.260,,,,
766,07/30/2024 16:30:00,27.164,,,,
767,07/30/2024 16:40:00,27.185,,,,
768,07/30/2024 16:50:00,27.100,,,,
769,07/30/2024 17:00:00,27.035,,,,
770,07/30/2024 17:10:00,26.992,,,,
771,07/30/2024 17:20:00,26.906,,,,
772,07/30/2024 17:30:00,26.885,,,,
773,07/30/2024 17:40:00,26.778,,,,
774,07/30/2024 17:50:00,26.638,,,,
775,07/30/2024 18:00:00,26.477,,,,
776,07/30/2024 18:10:00,26.445,,,,
777,07/30/2024 18:20:00,26.349,,,,
778,07/30/2024 18:30:00,26.263,,,,
779,07/30/2024 18:40:00,26.177,,,,
780,07/30/2024 18:50:00,26.091,,,,
781,07/30/2024 19:00:00,25.995,,,,
782,07/30/2024 19:10:00,25.888,,,,
783,07/30/2024 19:20:00,25.802,,,,
784,07/30/2024 19:30:00,25.705,,,,
785,07/30/2024 19:40:00,25.630,,,,
786,07/30/2024 19:50:00,25.534,,,,
787,07/30/2024 20:00:00,25.469,,,,
788,07/30/2024 20:10:00,25.469,,,,
789,07/30/2024 20:20:00,25.405,,,,
790,07/30/2024 20:30:00,25.351,,,,
791,07/30/2024 20:40:00,25.298,,,,
792,07/30/2024 20:50:00,25.233,,,,
793,07/30/2024 21:00:00,25.201,,,,
794,07/30/2024 21:10:00,25.137,,,,
795,07/30/2024 21:20:00,25.083,,,,
796,07/30/2024 21:30:00,25.030,,,,
797,07/30/2024 21:40:00,24.987,,,,
798,07/30/2024 21:50:00,24.944,,,,
799,07/30/2024 22:00:00,24.922,,,,
800,07/30/2024 22:10:00,24.858,,,,
801,07/30/2024 22:20:00,24.869,,,,
802,07/30/2024 22:30:00,24.837,,,,
803,07/30/2024 22:40:00,24.804,,,,
804,07/30/2024 22:50:00,24.783,,,,
805,07/30/2024 23:00:00,24.751,,,,
806,07/30/2024 23:10:00,24.751,,,,
807,07/30/2024 23:20:00,24.676,,,,
808,07/30/2024 23:30:00,24.665,,,,
809,07/30/2024 23:40:00,24.611,,,,
810,07/30/2024 23:50:00,24.590,,,,
811,07/31/2024 00:00:00,24.579,,,,
812,07/31/2024 00:10:00,24.547,,,,
813,07/31/2024 00:20:00,24.375,,,,
814,07/31/2024 00:30:00,24.311,,,,
815,07/31/2024 00:40:00,24.236,,,,
816,07/31/2024 00:50:00,24.193,,,,
817,07/31/2024 01:00:00,24.161,,,,
818,07/31/2024 01:10:00,24.097,,,,
819,07/31/2024 01:20:00,24.075,,,,
820,07/31/2024 01:30:00,24.054,,,,
821,07/31/2024 01:40:00,24.021,,,,
822,07/31/2024 01:50:00,24.011,,,,
823,07/31/2024 02:00:00,23.979,,,,
824,07/31/2024 02:10:00,24.000,,,,
825,07/31/2024 02:20:00,23.989,,,,
826,07/31/2024 02:30:00,23.989,,,,
827,07/31/2024 02:40:00,23.989,,,,
828,07/31/2024 02:50:00,23.968,,,,
829,07/31/2024 03:00:00,23.957,,,,
830,07/31/2024 03:10:00,23.957,,,,
831,07/31/2024 03:20:00,23.979,,,,
832,07/31/2024 03:30:00,23.968,,,,
833,07/31/2024 03:40:00,23.957,,,,
834,07/31/2024 03:50:00,23.957,,,,
835,07/31/2024 04:00:00,23.936,,,,
836,07/31/2024 04:10:00,23.925,,,,
837,07/31/2024 04:20:00,23.936,,,,
838,07/31/2024 04:30:00,23.893,,,,
839,07/31/2024 04:40:00,23.882,,,,
840,07/31/2024 04:50:00,23.871,,,,
841,07/31/2024 05:00:00,23.861,,,,
842,07/31/2024 05:10:00,23.861,,,,
843,07/31/2024 05:20:00,23.861,,,,
844,07/31/2024 05:30:00,23.850,,,,
845,07/31/2024 05:40:00,23.850,,,,
846,07/31/2024 05:50:00,23.839,,,,
847,07/31/2024 06:00:00,23.850,,,,
848,07/31/2024 06:10:00,23.828,,,,
849,07/31/2024 06:20:00,23.828,,,,
850,07/31/2024 06:30:00,23.839,,,,
851,07/31/2024 06:40:00,23.850,,,,
852,07/31/2024 06:50:00,23.839,,,,
853,07/31/2024 07:00:00,23.861,,,,
854,07/31/2024 07:10:00,23.871,,,,
855,07/31/2024 07:20:00,23.914,,,,
856,07/31/2024 07:30:00,23.925,,,,
857,07/31/2024 07:40:00,23.936,,,,
858,07/31/2024 07:50:00,24.000,,,,
859,07/31/2024 08:00:00,23.979,,,,
860,07/31/2024 08:10:00,24.054,,,,
861,07/31/2024 08:20:00,24.064,,,,
862,07/31/2024 08:30:00,24.107,,,,
863,07/31/2024 08:40:00,24.182,,,,
864,07/31/2024 08:50:00,24.354,,,,
865,07/31/2024 09:00:00,24.644,,,,
866,07/31/2024 09:10:00,24.633,,,,
867,07/31/2024 09:20:00,24.579,,,,
868,07/31/2024 09:30:00,24.686,,,,
869,07/31/2024 09:40:00,24.847,,,,
870,07/31/2024 09:50:00,24.987,,,,
871,07/31/2024 10:00:00,24.965,,,,
872,07/31/2024 10:10:00,24.997,,,,
873,07/31/2024 10:20:00,25.148,,,,
874,07/31/2024 10:30:00,25.319,,,,
875,07/31/2024 10:40:00,25.791,,,,
876,07/31/2024 10:50:00,25.534,,,,
877,07/31/2024 11:00:00,26.016,,,,
878,07/31/2024 11:10:00,26.059,,,,
879,07/31/2024 11:20:00,26.231,,,,
880,07/31/2024 11:30:00,26.113,,,,
881,07/31/2024 11:40:00,26.124,,,,
882,07/31/2024 11:50:00,26.199,,,,
883,07/31/2024 12:00:00,26.295,,,,
884,07/31/2024 12:10:00,26.445,,,,
885,07/31/2024 12:20:00,26.553,,,,
886,07/31/2024 12:30:00,26.553,,,,
887,07/31/2024 12:40:00,26.799,,,,
888,07/31/2024 12:50:00,26.917,,,,
889,07/31/2024 13:00:00,26.960,,,,
890,07/31/2024 13:10:00,26.928,,,,
891,07/31/2024 13:20:00,27.089,,,,
892,07/31/2024 13:30:00,27.164,,,,
893,07/31/2024 13:40:00,27.196,,,,
894,07/31/2024 13:50:00,27.260,,,,
895,07/31/2024 14:00:00,27.142,,,,
896,07/31/2024 14:10:00,27.325,,,,
897,07/31/2024 14:20:00,27.378,,,,
898,07/31/2024 14:30:00,27.378,,,,
899,07/31/2024 14:40:00,27.378,,,,
900,07/31/2024 14:50:00,27.411,,,,
901,07/31/2024 15:00:00,27.400,,,,
902,07/31/2024 15:10:00,27.453,,,,
903,07/31/2024 15:20:00,27.432,,,,
904,07/31/2024 15:30:00,27.336,,,,
905,07/31/2024 15:40:00,27.368,,,,
906,07/31/2024 15:50:00,27.421,,,,
907,07/31/2024 16:00:00,27.475,,,,
908,07/31/2024 16:10:00,27.464,,,,
909,07/31/2024 16:20:00,27.453,,,,
910,07/31/2024 16:30:00,27.443,,,,
911,07/31/2024 16:40:00,27.443,,,,
912,07/31/2024 16:50:00,27.400,,,,
913,07/31/2024 17:00:00,27.357,,,,
914,07/31/2024 17:10:00,27.336,,,,
915,07/31/2024 17:20:00,27.293,,,,
916,07/31/2024 17:30:00,27.207,,,,
917,07/31/2024 17:40:00,27.239,,,,
918,07/31/2024 17:50:00,27.121,,,,
919,07/31/2024 18:00:00,27.067,,,,
920,07/31/2024 18:10:00,26.982,,,,
921,07/31/2024 18:20:00,26.896,,,,
922,07/31/2024 18:30:00,26.821,,,,
923,07/31/2024 18:40:00,26.703,,,,
924,07/31/2024 18:50:00,26.628,,,,
925,07/31/2024 19:00:00,26.585,,,,
926,07/31/2024 19:10:00,26.488,,,,
927,07/31/2024 19:20:00,26.424,,,,
928,07/31/2024 19:30:00,26.327,,,,
929,07/31/2024 19:40:00,26.242,,,,
930,07/31/2024 19:50:00,26.177,,,,
931,07/31/2024 20:00:00,26.102,,,,
932,07/31/2024 20:10:00,26.038,,,,
933,07/31/2024 20:20:00,25.984,,,,
934,07/31/2024 20:30:00,25.888,,,,
935,07/31/2024 20:40:00,25.823,,,,
936,07/31/2024 20:50:00,25.759,,,,
937,07/31/2024 21:00:00,25.705,,,,
938,07/31/2024 21:10:00,25.652,,,,
939,07/31/2024 21:20:00,25.587,,,,
940,07/31/2024 21:30:00,25.534,,,,
941,07/31/2024 21:40:00,25.448,,,,
942,07/31/2024 21:50:00,25.416,,,,
943,07/31/2024 22:00:00,25.351,,,,
944,07/31/2024 22:10:00,25.308,,,,
945,07/31/2024 22:20:00,25.244,,,,
946,07/31/2024 22:30:00,25.201,,,,
947,07/31/2024 22:40:00,25.158,,,,
948,07/31/2024 22:50:00,25.105,,,,
949,07/31/2024 23:00:00,25.040,,,,
950,07/31/2024 23:10:00,25.019,,,,
951,07/31/2024 23:20:00,24.912,,,,
952,07/31/2024 23:30:00,24.815,,,,
953,07/31/2024 23:40:00,24.751,,,,
954,07/31/2024 23:50:00,24.665,,,,
955,08/01/2024 00:00:00,24.601,,,,
956,08/01/2024 00:10:00,24.547,,,,
957,08/01/2024 00:20:00,24.472,,,,
958,08/01/2024 00:30:00,24.408,,,,
959,08/01/2024 00:40:00,24.375,,,,
960,08/01/2024 00:50:00,24.343,,,,
961,08/01/2024 01:00:00,24.290,,,,
962,08/01/2024 01:10:00,24.247,,,,
963,08/01/2024 01:20:00,24.172,,,,
964,08/01/2024 01:30:00,24.161,,,,
965,08/01/2024 01:40:00,24.129,,,,
966,08/01/2024 01:50:00,24.097,,,,
967,08/01/2024 02:00:00,24.075,,,,
968,08/01/2024 02:10:00,24.043,,,,
969,08/01/2024 02:20:00,24.000,,,,
970,08/01/2024 02:30:00,23.979,,,,
971,08/01/2024 02:40:00,23.946,,,,
972,08/01/2024 02:50:00,23.914,,,,
973,08/01/2024 03:00:00,23.893,,,,
974,08/01/2024 03:10:00,23.839,,,,
975,08/01/2024 03:20:00,23.818,,,,
976,08/01/2024 03:30:00,23.807,,,,
977,08/01/2024 03:40:00,23.785,,,,
978,08/01/2024 03:50:00,23.764,,,,
979,08/01/2024 04:00:00,23.732,,,,
980,08/01/2024 04:10:00,23.700,,,,
981,08/01/2024 04:20:00,23.689,,,,
982,08/01/2024 04:30:00,23.657,,,,
983,08/01/2024 04:40:00,23.625,,,,
984,08/01/2024 04:50:00,23.592,,,,
985,08/01/2024 05:00:00,23.550,,,,
986,08/01/2024 05:10:00,23.539,,,,
987,08/01/2024 05:20:00,23.550,,,,
988,08/01/2024 05:30:00,23.517,,,,
989,08/01/2024 05:40:00,23.496,,,,
990,08/01/2024 05:50:00,23.474,,,,
991,08/01/2024 06:00:00,23.474,,,,
992,08/01/2024 06:10:00,23.442,,,,
993,08/01/2024 06:20:00,23.432,,,,
994,08/01/2024 06:30:00,23.432,,,,
995,08/01/2024 06:40:00,23.453,,,,
996,08/01/2024 06:50:00,23.410,,,,
997,08/01/2024 07:00:00,23.453,,,,
998,08/01/2024 07:10:00,23.442,,,,
999,08/01/2024 07:20:00,23.453,,,,
1000,08/01/2024 07:30:00,23.442,,,,
1001,08/01/2024 07:40:00,23.496,,,,
1002,08/01/2024 07:50:00,23.517,,,,
1003,08/01/2024 08:00:00,23.517,,,,
1004,08/01/2024 08:10:00,23.625,,,,
1005,08/01/2024 08:20:00,23.592,,,,
1006,08/01/2024 08:30:00,23.646,,,,
1007,08/01/2024 08:40:00,23.678,,,,
1008,08/01/2024 08:50:00,23.839,,,,
1009,08/01/2024 09:00:00,24.129,,,,
1010,08/01/2024 09:10:00,24.139,,,,
1011,08/01/2024 09:20:00,24.086,,,,
1012,08/01/2024 09:30:00,24.161,,,,
1013,08/01/2024 09:40:00,24.300,,,,
1014,08/01/2024 09:50:00,24.440,,,,
1015,08/01/2024 10:00:00,24.472,,,,
1016,08/01/2024 10:10:00,24.526,,,,
1017,08/01/2024 10:20:00,24.708,,,,
1018,08/01/2024 10:30:00,24.901,,,,
1019,08/01/2024 10:40:00,25.298,,,,
1020,08/01/2024 10:50:00,25.362,,,,
1021,08/01/2024 11:00:00,25.652,,,,
1022,08/01/2024 11:10:00,25.587,,,,
1023,08/01/2024 11:20:00,25.995,,,,
1024,08/01/2024 11:30:00,25.909,,,,
1025,08/01/2024 11:40:00,26.070,,,,
1026,08/01/2024 11:50:00,26.156,,,,
1027,08/01/2024 12:00:00,26.188,,,,
1028,08/01/2024 12:10:00,26.327,,,,
1029,08/01/2024 12:20:00,26.424,,,,
1030,08/01/2024 12:30:00,26.456,,,,
1031,08/01/2024 12:40:00,26.574,,,,
1032,08/01/2024 12:50:00,26.724,,,,
1033,08/01/2024 13:00:00,26.724,,,,
1034,08/01/2024 13:10:00,26.842,,,,
1035,08/01/2024 13:20:00,26.735,,,,
1036,08/01/2024 13:30:00,26.896,,,,
1037,08/01/2024 13:40:00,26.971,,,,
1038,08/01/2024 13:50:00,27.057,,,,
1039,08/01/2024 14:00:00,27.121,,,,
1040,08/01/2024 14:10:00,27.153,,,,
1041,08/01/2024 14:20:00,27.132,,,,
1042,08/01/2024 14:30:00,27.207,,,,
1043,08/01/2024 14:40:00,27.175,,,,
1044,08/01/2024 14:50:00,27.175,,,,
1045,08/01/2024 15:00:00,27.228,,,,
1046,08/01/2024 15:10:00,27.228,,,,
1047,08/01/2024 15:20:00,27.196,,,,
1048,08/01/2024 15:30:00,27.175,,,,
1049,08/01/2024 15:40:00,27.185,,,,
1050,08/01/2024 15:50:00,27.185,,,,
1051,08/01/2024 16:00:00,27.175,,,,
1052,08/01/2024 16:10:00,27.014,,,,
1053,08/01/2024 16:20:00,26.960,,,,
1054,08/01/2024 16:30:00,26.960,,,,
1055,08/01/2024 16:40:00,26.928,,,,
1056,08/01/2024 16:50:00,26.939,,,,
1057,08/01/2024 17:00:00,26.831,,,,
1058,08/01/2024 17:10:00,26.756,,,,
1059,08/01/2024 17:20:00,26.703,,,,
1060,08/01/2024 17:30:00,26.617,,,,
1061,08/01/2024 17:40:00,26.553,,,,
1062,08/01/2024 17:50:00,26.445,,,,
1063,08/01/2024 18:00:00,26.306,,,,
1064,08/01/2024 18:10:00,26.177,,,,
1065,08/01/2024 18:20:00,26.048,,,,
1066,08/01/2024 18:30:00,25.984,,,,
1067,08/01/2024 18:40:00,25.931,,,,
1068,08/01/2024 18:50:00,25.877,,,,
1069,08/01/2024 19:00:00,25.823,,,,
1070,08/01/2024 19:10:00,25.748,,,,
1071,08/01/2024 19:20:00,25.577,,,,
1072,08/01/2024 19:30:00,25.459,,,,
1073,08/01/2024 19:40:00,25.341,,,,
1074,08/01/2024 19:50:00,25.244,,,,
1075,08/01/2024 20:00:00,25.115,,,,
1076,08/01/2024 20:10:00,25.030,,,,
1077,08/01/2024 20:20:00,24.965,,,,
1078,08/01/2024 20:30:00,24.890,,,,
1079,08/01/2024 20:40:00,24.826,,,,
1080,08/01/2024 20:50:00,24.751,,,,
1081,08/01/2024 21:00:00,24.708,,,,
1082,08/01/2024 21:10:00,24.633,,,,
1083,08/01/2024 21:20:00,24.568,,,,
1084,08/01/2024 21:30:00,24.526,,,,
1085,08/01/2024 21:40:00,24.472,,,,
1086,08/01/2024 21:50:00,24.429,,,,
1087,08/01/2024 22:00:00,24.365,,,,
1088,08/01/2024 22:10:00,24.332,,,,
1089,08/01/2024 22:20:00,24.290,,,,
1090,08/01/2024 22:30:00,24.236,,,,
1091,08/01/2024 22:40:00,24.193,,,,
1092,08/01/2024 22:50:00,24.172,,,,
1093,08/01/2024 23:00:00,24.172,,,,
1094,08/01/2024 23:10:00,24.118,,,,
1095,08/01/2024 23:20:00,24.097,,,,
1096,08/01/2024 23:30:00,24.075,,,,
1097,08/01/2024 23:40:00,24.064,,,,
1098,08/01/2024 23:50:00,24.021,,,,
1099,08/02/2024 00:00:00,24.000,,,,
1100,08/02/2024 00:10:00,23.957,,,,
1101,08/02/2024 00:20:00,23.936,,,,
1102,08/02/2024 00:30:00,23.903,,,,
1103,08/02/2024 00:40:00,23.893,,,,
1104,08/02/2024 00:50:00,23.882,,,,
1105,08/02/2024 01:00:00,23.839,,,,
1106,08/02/2024 01:10:00,23.818,,,,
1107,08/02/2024 01:20:00,23.775,,,,
1108,08/02/2024 01:30:00,23.753,,,,
1109,08/02/2024 01:40:00,23.721,,,,
1110,08/02/2024 01:50:00,23.668,,,,
1111,08/02/2024 02:00:00,23.657,,,,
1112,08/02/2024 02:10:00,23.625,,,,
1113,08/02/2024 02:20:00,23.603,,,,
1114,08/02/2024 02:30:00,23.571,,,,
1115,08/02/2024 02:40:00,23.560,,,,
1116,08/02/2024 02:50:00,23.528,,,,
1117,08/02/2024 03:00:00,23.528,,,,
1118,08/02/2024 03:10:00,23.517,,,,
1119,08/02/2024 03:20:00,23.485,,,,
1120,08/02/2024 03:30:00,23.453,,,,
1121,08/02/2024 03:40:00,23.432,,,,
1122,08/02/2024 03:50:00,23.399,,,,
1123,08/02/2024 04:00:00,23.378,,,,
1124,08/02/2024 04:10:00,23.356,,,,
1125,08/02/2024 04:20:00,23.335,,,,
1126,08/02/2024 04:30:00,23.303,,,,
1127,08/02/2024 04:40:00,23.292,,,,
1128,08/02/2024 04:50:00,23.271,,,,
1129,08/02/2024 05:00:00,23.249,,,,
1130,08/02/2024 05:10:00,23.206,,,,
1131,08/02/2024 05:20:00,23.249,,,,
1132,08/02/2024 05:30:00,23.217,,,,
1133,08/02/2024 05:40:00,23.196,,,,
1134,08/02/2024 05:50:00,23.185,,,,
1135,08/02/2024 06:00:00,23.163,,,,
1136,08/02/2024 06:10:00,23.153,,,,
1137,08/02/2024 06:20:00,23.131,,,,
1138,08/02/2024 06:30:00,23.110,,,,
1139,08/02/2024 06:40:00,23.131,,,,
1140,08/02/2024 06:50:00,23.099,,,,
1141,08/02/2024 07:00:00,23.131,,,,
1142,08/02/2024 07:10:00,23.131,,,,
1143,08/02/2024 07:20:00,23.121,,,,
1144,08/02/2024 07:30:00,23.142,,,,
1145,08/02/2024 07:40:00,23.174,,,,
1146,08/02/2024 07:50:00,23.217,,,,
1147,08/02/2024 08:00:00,23.228,,,,
1148,08/02/2024 08:10:00,23.314,,,,
1149,08/02/2024 08:20:00,23.314,,,,
1150,08/02/2024 08:30:00,23.389,,,,
1151,08/02/2024 08:40:00,23.421,,,,
1152,08/02/2024 08:50:00,23.539,,,,
1153,08/02/2024 09:00:00,23.689,,,,
1154,08/02/2024 09:10:00,23.710,,,,
1155,08/02/2024 09:20:00,23.764,,,,
1156,08/02/2024 09:30:00,23.882,,,,
1157,08/02/2024 09:40:00,24.075,,,,
1158,08/02/2024 09:50:00,24.172,,,,
1159,08/02/2024 10:00:00,24.225,,,,
1160,08/02/2024 10:10:00,24.343,,,,
1161,08/02/2024 10:20:00,24.515,,,,
1162,08/02/2024 10:30:00,24.547,,,,
1163,08/02/2024 10:40:00,25.598,,,,
1164,08/02/2024 10:50:00,28.590,,,,
1165,08/02/2024 11:00:00,29.245,,,,
1166,08/02/2024 11:10:00,29.159,,,,
1167,08/02/2024 11:20:00,29.255,,,,
1168,08/02/2024 11:30:00,29.116,,,,
1169,08/02/2024 11:40:00,29.116,,,,
1170,08/02/2024 11:50:00,29.073,,,,
1171,08/02/2024 12:00:00,29.148,,,,
1172,08/02/2024 12:10:00,29.084,,,,
1173,08/02/2024 12:20:00,29.009,,,,
1174,08/02/2024 12:30:00,29.127,,,,
1175,08/02/2024 12:40:00,29.212,,,,
1176,08/02/2024 12:50:00,29.255,,,,
1177,08/02/2024 13:00:00,29.266,,,,
1178,08/02/2024 13:10:00,29.277,,,,
1179,08/02/2024 13:20:00,29.320,,,,
1180,08/02/2024 13:30:00,29.298,,,,
1181,08/02/2024 13:40:00,29.341,,,,
1182,08/02/2024 13:50:00,29.416,,,,
1183,08/02/2024 14:00:00,29.448,,,,
1184,08/02/2024 14:10:00,29.405,,,,
1185,08/02/2024 14:20:00,29.395,,,,
1186,08/02/2024 14:30:00,29.416,,,,
1187,08/02/2024 14:40:00,29.427,,,,
1188,08/02/2024 14:50:00,29.459,,,,
1189,08/02/2024 15:00:00,29.448,,,,
1190,08/02/2024 15:10:00,29.459,,,,
1191,08/02/2024 15:20:00,29.459,,,,
1192,08/02/2024 15:30:00,29.427,,,,
1193,08/02/2024 15:40:00,29.395,,,,
1194,08/02/2024 15:50:00,29.384,,,,
1195,08/02/2024 16:00:00,29.223,,,,
1196,08/02/2024 16:10:00,29.330,,,,
1197,08/02/2024 16:20:00,29.052,,,,
1198,08/02/2024 16:30:00,28.998,,,,
1199,08/02/2024 16:40:00,28.944,,,,
1200,08/02/2024 16:50:00,28.966,,,,
1201,08/02/2024 17:00:00,28.923,,,,
